Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 26.10, 0.00, 3.62, 1818.38, 15695.66
1.54, 0.00, 0.00, 67.16, 1925.23, 15695.66
2.86, 8.30, 0.00, 67.16, 1998.95, 15695.66
4.17, 0.00, 0.00, 67.29, 2035.26, 15695.66
5.49, 0.00, 0.00, 67.29, 2023.65, 15695.66
9.46, 100.00, 49.80, 890.18, 2288.12, 15695.66
13.39, 5.90, 50.00, 890.43, 2462.48, 15695.66
17.33, 25.80, 50.00, 890.68, 2426.18, 15695.66
21.26, 31.10, 20.00, 890.93, 2408.70, 15695.66
25.19, 30.90, 20.00, 891.31, 2379.34, 15695.66
29.13, 27.50, 60.00, 891.68, 2369.18, 15695.66
33.08, 26.70, 40.00, 891.93, 2367.33, 15695.66
37.02, 25.60, 50.00, 892.06, 2367.99, 15695.66
40.96, 28.10, 20.00, 892.18, 2369.52, 15695.66
44.90, 24.80, 49.90, 892.18, 2370.68, 15695.66
48.85, 29.90, 29.90, 892.18, 2372.25, 15695.66
52.78, 27.70, 50.00, 892.31, 2375.06, 15695.66
56.73, 26.70, 30.00, 892.31, 2376.98, 15695.66
60.67, 22.90, 49.90, 892.56, 2374.70, 15695.66
64.60, 23.70, 59.90, 892.56, 2381.04, 15695.66
68.54, 23.50, 50.00, 892.68, 2382.82, 15695.66
72.47, 23.50, 70.00, 892.81, 2383.64, 15695.66
76.41, 27.40, 29.90, 893.06, 2386.00, 15695.66
80.36, 26.40, 50.00, 893.31, 2385.68, 15695.66
84.29, 25.00, 40.00, 893.68, 2382.09, 15695.66
88.24, 22.90, 20.00, 893.93, 2387.00, 15695.66
92.17, 24.40, 30.00, 893.93, 2388.95, 15695.66
96.10, 22.50, 20.00, 894.06, 2391.64, 15695.66
100.04, 18.50, 40.00, 894.18, 2392.87, 15695.66
103.97, 27.00, 30.00, 894.18, 2396.04, 15695.66
107.91, 24.40, 50.00, 894.31, 2399.48, 15695.66
111.84, 21.00, 50.00, 894.31, 2401.50, 15695.66
115.78, 25.60, 40.00, 894.68, 2404.88, 15695.66
119.72, 24.60, 70.00, 894.81, 2407.85, 15695.66
123.65, 21.80, 20.00, 894.93, 2414.05, 15695.66
