Time(s),Coverage(%),Number of running robots
1.0,0.00,8
2.0,0.00,8
3.0,0.00,8
4.0,13.55,8
5.0,15.90,8
6.0,16.79,8
7.0,17.00,8
8.0,17.39,8
9.0,17.50,8
10.0,17.71,8
11.0,17.87,8
12.0,18.02,8
13.0,18.15,8
14.0,18.25,8
15.0,18.36,8
16.0,18.51,8
17.0,18.71,8
18.0,18.82,8
19.0,18.92,8
20.0,19.09,8
21.0,19.09,8
22.0,19.24,8
23.0,19.30,8
24.0,19.38,8
25.0,19.56,8
26.0,19.64,8
27.0,19.71,8
28.0,19.81,8
29.0,19.96,8
30.0,20.04,8
31.0,20.14,8
32.0,20.31,8
33.0,20.46,8
34.0,20.65,8
35.0,20.76,8
36.0,20.88,8
37.0,21.08,8
38.0,21.28,8
39.0,21.52,8
40.0,21.68,8
41.0,21.90,8
42.0,22.03,8
43.0,22.21,8
44.0,22.48,8
45.0,22.57,8
46.0,22.69,8
47.0,22.83,8
48.0,22.94,8
49.0,23.13,8
50.0,23.33,8
51.0,23.49,8
52.0,23.62,8
53.0,23.77,8
54.0,23.93,8
55.0,24.12,8
56.0,24.27,8
57.0,24.39,8
58.0,24.49,8
59.0,24.57,8
60.0,24.66,8
61.0,24.81,8
62.0,25.75,8
63.0,27.04,8
64.0,27.78,8
65.0,28.18,8
66.0,28.52,8
67.0,29.08,8
68.0,29.38,8
69.0,29.64,8
70.0,30.08,8
71.0,30.39,8
72.0,30.59,8
73.0,30.59,8
74.0,30.91,8
75.0,31.04,8
76.0,31.20,8
77.0,31.32,8
78.0,31.42,8
79.0,31.56,8
80.0,31.64,8
81.0,31.77,8
82.0,31.90,8
83.0,32.12,8
84.0,32.54,8
85.0,32.68,8
86.0,32.85,8
87.0,33.12,8
88.0,33.49,8
89.0,33.91,8
90.0,34.14,8
91.0,34.30,8
92.0,34.61,8
93.0,34.78,8
94.0,34.87,8
95.0,35.01,8
96.0,35.15,8
97.0,35.25,8
98.0,35.31,8
99.0,35.48,8
100.0,35.65,8
101.0,35.82,8
102.0,35.92,8
103.0,36.10,8
104.0,36.17,8
105.0,36.65,8
106.0,37.13,8
107.0,37.36,8
108.0,37.70,8
109.0,38.02,8
110.0,38.38,8
111.0,38.65,8
112.0,38.86,8
113.0,39.16,8
114.0,39.35,8
115.0,39.56,8
116.0,39.69,8
117.0,39.77,8
118.0,39.94,8
119.0,40.10,8
120.0,40.25,8
