Time(s),Coverage(%),Number of running robots
1747745450.2,0.00,8
1747745451.2,13.61,8
1747745452.3,13.61,8
1747745453.3,13.61,8
1747745454.3,13.61,8
1747745455.3,13.61,8
1747745456.3,13.61,8
1747745457.4,13.61,8
1747745458.4,13.61,8
1747745459.4,13.61,8
1747745460.4,13.61,8
1747745461.4,13.61,8
1747745462.4,14.61,8
1747745463.4,16.14,8
1747745464.4,17.21,8
1747745465.5,18.07,8
1747745466.5,18.64,8
1747745467.5,19.38,8
1747745468.5,19.72,8
1747745469.5,19.98,8
1747745470.5,20.41,8
1747745471.5,20.85,8
1747745472.5,21.23,8
1747745473.5,21.66,8
1747745474.5,22.38,8
1747745475.6,23.23,8
1747745476.6,23.97,8
1747745477.6,24.59,8
1747745478.6,24.69,8
1747745479.6,24.88,8
1747745480.6,25.42,8
1747745481.6,26.07,8
1747745482.6,26.69,8
1747745483.6,27.12,8
1747745484.6,27.93,8
1747745485.6,28.81,8
1747745486.6,30.00,8
1747745487.6,30.59,8
1747745488.7,31.21,8
1747745489.7,31.63,8
1747745490.7,33.09,8
1747745491.7,33.99,8
1747745492.7,34.29,8
1747745493.7,34.45,8
1747745494.7,34.63,8
1747745495.7,35.20,8
1747745496.7,36.43,8
1747745497.7,37.46,8
1747745498.7,38.77,8
1747745499.7,39.63,8
1747745500.7,40.28,8
1747745501.7,40.73,8
1747745502.8,41.19,8
1747745503.8,41.19,8
1747745504.8,41.40,8
1747745505.8,41.62,8
1747745506.8,42.53,8
1747745507.8,43.74,8
1747745508.8,45.53,8
1747745509.8,45.55,8
1747745510.8,45.65,8
1747745511.8,46.55,8
1747745512.8,47.52,8
1747745513.9,48.09,8
1747745514.9,48.21,8
1747745515.9,48.35,8
1747745516.9,48.86,8
1747745517.9,49.49,8
1747745518.9,49.99,8
1747745519.9,50.04,8
1747745520.9,50.04,8
1747745521.9,50.16,8
1747745522.9,50.33,8
1747745524.0,50.58,8
1747745525.0,50.80,8
1747745526.0,51.01,8
1747745527.0,51.47,8
1747745528.0,51.75,8
1747745529.0,51.90,8
1747745530.0,52.26,8
1747745531.0,52.53,8
1747745532.0,53.21,8
1747745533.0,55.14,8
1747745534.0,55.20,8
1747745535.0,56.30,8
1747745536.0,57.44,8
1747745537.0,58.34,8
1747745538.0,58.66,8
1747745539.1,58.86,8
1747745540.1,59.17,8
1747745541.1,59.27,8
1747745542.1,59.36,8
1747745543.1,59.49,8
1747745544.1,59.66,8
1747745545.1,59.70,8
1747745546.1,59.88,8
1747745547.1,59.96,8
1747745548.1,60.05,8
1747745549.2,60.08,8
1747745550.2,60.22,8
1747745551.2,60.24,8
1747745552.2,60.41,8
1747745553.2,60.49,8
1747745554.2,60.54,8
1747745555.2,60.80,8
1747745556.2,61.33,8
1747745557.2,62.13,8
1747745558.3,62.69,8
1747745559.3,62.89,8
1747745560.3,63.02,8
1747745561.3,63.26,8
1747745562.3,63.71,8
1747745563.3,63.95,8
1747745564.3,64.05,8
1747745565.3,64.33,8
1747745566.3,64.50,8
1747745567.3,64.74,8
1747745568.3,64.75,8
1747745569.4,64.95,8
1747745570.4,64.96,8
1747745571.4,64.97,8
1747745572.4,66.23,8
1747745573.4,67.06,8
1747745574.4,67.22,8
1747745575.4,67.22,8
1747745576.4,67.22,8
1747745577.4,67.22,8
1747745578.4,66.91,8
1747745579.4,66.91,8
1747745580.5,67.34,8
1747745581.5,67.34,8
1747745582.5,67.34,8
1747745583.5,67.34,8
1747745584.5,67.36,8
1747745585.5,67.36,8
1747745586.5,67.38,8
1747745587.5,67.38,8
1747745588.5,67.39,8
1747745589.5,67.39,8
1747745590.5,67.40,8
1747745591.5,67.41,8
1747745592.5,67.44,8
1747745593.5,67.44,8
1747745594.5,67.45,8
1747745595.6,67.45,8
1747745596.6,67.47,8
1747745597.6,67.60,8
1747745598.6,67.73,8
1747745599.6,68.70,8
1747745600.6,68.71,8
1747745601.6,68.75,8
1747745602.6,68.77,8
1747745603.6,69.45,8
1747745604.6,70.16,8
1747745605.6,70.28,8
1747745606.6,70.41,8
1747745607.6,70.57,8
1747745608.6,70.71,8
1747745609.7,70.76,8
1747745610.7,70.86,8
1747745611.7,71.20,8
1747745612.7,71.58,8
1747745613.7,71.78,8
1747745614.7,71.89,8
1747745615.7,72.03,8
1747745616.7,72.38,8
1747745617.7,72.53,8
1747745618.7,72.63,8
1747745619.7,72.81,8
1747745620.7,72.98,8
1747745621.7,73.91,8
1747745622.7,73.92,8
1747745623.8,73.92,8
1747745624.8,74.30,8
1747745625.8,74.32,8
1747745626.8,74.40,8
1747745627.8,74.41,8
1747745628.8,74.43,8
1747745629.8,74.55,8
1747745630.8,74.63,8
1747745631.8,74.92,8
1747745632.9,75.23,8
1747745633.9,75.86,8
1747745634.9,76.75,8
1747745635.9,77.22,8
1747745636.9,77.36,8
1747745637.9,77.42,8
1747745638.9,78.55,8
1747745639.9,79.73,8
1747745641.0,80.15,8
1747745642.0,80.98,8
1747745643.0,81.60,8
1747745644.0,82.16,8
1747745645.0,82.36,8
1747745646.0,82.60,8
1747745647.0,82.60,8
1747745648.0,83.08,8
1747745649.0,83.29,8
1747745650.0,83.87,8
1747745651.0,84.41,8
1747745652.0,84.78,8
1747745653.0,84.81,8
1747745654.0,84.92,8
1747745655.1,85.11,8
1747745656.1,85.25,8
1747745657.1,85.45,8
1747745658.1,85.66,8
1747745659.1,85.78,8
1747745660.1,85.78,8
1747745661.1,85.80,8
1747745662.1,85.82,8
1747745663.1,85.87,8
1747745664.1,85.92,8
1747745665.2,86.00,8
1747745666.2,86.23,8
1747745667.2,86.33,8
1747745668.2,86.40,8
1747745669.2,86.45,8
1747745670.2,86.54,8
1747745671.2,86.59,8
1747745672.2,86.70,8
1747745673.2,86.78,8
1747745674.2,86.86,8
1747745675.2,86.91,8
1747745676.3,87.00,8
1747745677.3,87.04,8
1747745678.3,87.10,8
1747745679.3,87.18,8
1747745680.3,87.72,8
1747745681.3,88.28,8
1747745682.3,88.51,8
1747745683.3,88.86,8
1747745684.3,89.03,8
1747745685.3,89.16,8
1747745686.3,89.98,8
1747745687.3,91.31,8
1747745688.3,91.76,8
1747745689.3,91.76,8
1747745690.4,91.81,8
1747745691.4,91.82,8
1747745692.4,91.82,8
1747745693.4,91.82,8
1747745694.4,91.84,8
1747745695.4,91.87,8
1747745696.4,92.11,8
1747745697.4,92.26,8
1747745698.5,92.44,8
1747745699.5,92.58,8
1747745700.5,92.78,8
1747745701.5,92.94,8
1747745702.5,92.94,8
1747745703.5,93.05,8
1747745704.5,93.33,8
1747745705.5,93.44,8
1747745706.5,93.55,8
1747745707.5,93.70,8
1747745708.6,93.83,8
1747745709.6,93.83,8
1747745710.6,93.83,8
1747745711.6,93.83,8
1747745712.6,93.83,8
1747745713.6,93.92,8
1747745714.6,94.09,8
1747745715.6,94.48,8
1747745716.6,94.97,8
1747745717.6,95.91,8
1747745718.6,96.25,8
1747745719.6,96.26,8
