Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.27, 19.50, 0.00, 3.46, 1822.48, 15695.66
2.19, 1.70, 20.00, 320.48, 1989.87, 15695.66
4.11, 1.70, 30.00, 320.48, 2138.76, 15695.66
6.03, 11.60, 10.00, 322.48, 2160.61, 15695.66
7.95, 10.90, 20.00, 345.69, 2113.34, 15695.66
9.88, 2.50, 10.00, 345.69, 2134.43, 15695.66
11.81, 11.60, 119.90, 364.01, 2120.73, 15695.66
13.73, 4.20, 0.00, 377.46, 2213.33, 15695.66
15.68, 5.00, 10.00, 380.09, 2217.10, 15695.66
17.60, 7.60, 20.00, 380.59, 2217.62, 15695.66
19.52, 8.50, 0.00, 380.71, 2168.66, 15695.66
21.44, 9.30, 0.00, 380.84, 2154.56, 15695.66
23.36, 8.40, 20.00, 381.15, 2149.32, 15695.66
25.30, 11.90, 20.00, 381.27, 2146.32, 15695.66
27.22, 12.60, 20.00, 381.27, 2155.06, 15695.66
29.15, 13.40, 20.00, 381.27, 2147.32, 15695.66
31.08, 8.40, 10.00, 381.27, 2149.02, 15695.66
33.00, 10.90, 10.00, 381.40, 2147.48, 15695.66
34.92, 9.20, 20.00, 381.70, 2145.27, 15695.66
36.84, 11.80, 20.00, 381.82, 2147.98, 15695.66
38.76, 6.00, 0.00, 381.95, 2143.30, 15695.66
40.68, 8.30, 10.00, 381.95, 2149.97, 15695.66
42.60, 8.50, 40.00, 382.07, 2149.68, 15695.66
44.53, 9.20, 20.00, 382.07, 2150.47, 15695.66
46.47, 7.70, 0.00, 382.07, 2144.78, 15695.66
48.40, 10.00, 10.00, 382.07, 2140.46, 15695.66
50.33, 14.90, 20.00, 382.45, 2149.76, 15695.66
52.26, 15.10, 10.00, 382.57, 2144.03, 15695.66
54.18, 10.10, 20.00, 382.57, 2148.29, 15695.66
56.11, 6.00, 20.00, 382.82, 2149.07, 15695.66
58.04, 6.80, 10.00, 382.82, 2143.85, 15695.66
59.98, 8.30, 10.00, 383.07, 2141.82, 15695.66
61.90, 9.40, 0.00, 383.07, 2140.59, 15695.66
63.82, 10.10, 20.00, 383.07, 2145.76, 15695.66
65.75, 10.90, 40.00, 383.07, 2142.13, 15695.66
67.68, 9.20, 10.00, 383.20, 2147.46, 15695.66
69.60, 8.40, 0.00, 383.20, 2144.69, 15695.66
71.52, 12.70, 20.00, 383.45, 2145.96, 15695.66
73.45, 9.20, 20.00, 383.82, 2146.20, 15695.66
75.37, 11.80, 20.00, 384.07, 2163.05, 15695.66
77.29, 9.20, 20.00, 384.20, 2162.38, 15695.66
79.21, 7.70, 10.00, 384.20, 2163.27, 15695.66
81.14, 15.80, 20.00, 384.20, 2154.58, 15695.66
83.06, 7.60, 20.00, 384.45, 2152.40, 15695.66
84.99, 6.80, 20.00, 382.96, 2160.25, 15695.66
86.91, 14.30, 30.00, 382.36, 2162.61, 15695.66
88.83, 11.70, 20.00, 382.61, 2155.57, 15695.66
90.75, 10.80, 20.00, 382.86, 2158.66, 15695.66
92.68, 10.10, 30.00, 382.98, 2160.25, 15695.66
94.60, 7.60, 10.00, 383.11, 2162.70, 15695.66
96.52, 9.20, 20.00, 383.23, 2153.69, 15695.66
98.45, 10.00, 30.00, 383.36, 2160.35, 15695.66
100.38, 8.40, 10.00, 383.48, 2164.86, 15695.66
102.31, 8.40, 40.00, 383.61, 2160.64, 15695.66
104.24, 10.30, 10.00, 383.73, 2159.73, 15695.66
106.17, 9.20, 20.00, 383.73, 2155.00, 15695.66
108.09, 11.70, 10.00, 383.86, 2155.34, 15695.66
110.01, 8.50, 40.00, 384.11, 2158.00, 15695.66
111.93, 6.80, 30.00, 384.23, 2166.52, 15695.66
113.85, 10.20, 10.00, 384.61, 2154.80, 15695.66
115.77, 13.30, 10.00, 384.61, 2156.74, 15695.66
117.70, 9.20, 0.00, 384.73, 2157.21, 15695.66
119.62, 8.40, 0.00, 384.98, 2156.64, 15695.66
121.54, 11.00, 10.00, 385.36, 2156.84, 15695.66
123.46, 8.50, 20.00, 385.36, 2160.12, 15695.66
125.39, 9.20, 20.00, 385.48, 2164.64, 15695.66
127.31, 11.80, 20.00, 385.48, 2162.18, 15695.66
129.23, 14.40, 10.00, 385.73, 2132.48, 15695.66
