Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 17.40, 0.00, 3.54, 1921.23, 15695.66
2.55, 46.30, 50.00, 504.82, 2141.59, 15695.66
4.88, 8.40, 49.90, 504.95, 2238.56, 15695.66
7.21, 3.40, 20.00, 531.65, 2287.14, 15695.66
9.53, 5.80, 10.00, 532.15, 2253.60, 15695.66
11.86, 9.20, 189.60, 540.20, 2248.93, 15695.66
14.19, 10.00, 20.00, 590.75, 2390.48, 15695.66
16.51, 15.00, 30.00, 604.30, 2462.85, 15695.66
18.84, 16.90, 20.00, 605.18, 2478.38, 15695.66
21.17, 16.00, 40.00, 605.30, 2465.20, 15695.66
23.51, 13.60, 10.00, 605.43, 2451.62, 15695.66
25.84, 27.00, 10.00, 605.68, 2454.09, 15695.66
28.17, 16.40, 40.00, 605.96, 2458.65, 15695.66
30.50, 25.00, 20.00, 606.08, 2452.14, 15695.66
32.83, 21.00, 30.00, 606.33, 2449.41, 15695.66
35.16, 27.70, 10.00, 606.58, 2440.89, 15695.66
37.49, 25.60, 10.00, 606.58, 2444.55, 15695.66
39.82, 27.30, 10.00, 606.96, 2447.07, 15695.66
42.15, 15.70, 20.00, 607.21, 2445.02, 15695.66
44.48, 27.10, 10.00, 607.21, 2435.88, 15695.66
46.82, 22.20, 0.00, 607.21, 2441.94, 15695.66
49.15, 18.90, 20.00, 607.33, 2443.93, 15695.66
51.49, 18.00, 20.00, 607.71, 2446.95, 15695.66
53.82, 22.00, 30.00, 608.08, 2443.05, 15695.66
56.14, 16.00, 30.00, 608.71, 2446.83, 15695.66
58.48, 18.00, 40.00, 609.08, 2442.95, 15695.66
60.82, 19.30, 10.00, 609.21, 2449.37, 15695.66
63.14, 18.00, 10.00, 609.46, 2451.38, 15695.66
65.47, 18.20, 20.00, 609.71, 2451.51, 15695.66
67.80, 14.40, 30.00, 610.21, 2451.87, 15695.66
70.13, 23.00, 40.00, 610.46, 2456.82, 15695.66
72.46, 16.00, 40.00, 610.83, 2459.76, 15695.66
74.79, 22.00, 30.00, 607.72, 2460.36, 15695.66
77.12, 19.80, 40.00, 607.15, 2466.00, 15695.66
79.45, 31.70, 20.00, 607.90, 2460.66, 15695.66
81.77, 22.10, 20.00, 608.40, 2459.29, 15695.66
84.12, 31.10, 30.00, 608.77, 2465.00, 15695.66
86.44, 19.30, 50.00, 609.02, 2465.21, 15695.66
88.77, 16.00, 40.00, 609.27, 2467.64, 15695.66
91.10, 25.60, 30.00, 609.65, 2466.42, 15695.66
93.43, 26.90, 20.00, 609.90, 2463.28, 15695.66
95.77, 20.80, 10.00, 610.15, 2465.17, 15695.66
98.10, 25.20, 30.00, 610.40, 2466.78, 15695.66
100.43, 26.80, 40.00, 610.77, 2470.01, 15695.66
102.75, 22.70, 39.90, 611.02, 2476.37, 15695.66
105.09, 18.50, 30.00, 611.15, 2476.67, 15695.66
107.43, 17.60, 10.00, 611.40, 2475.86, 15695.66
109.76, 16.10, 30.00, 611.52, 2473.84, 15695.66
112.09, 14.70, 39.90, 611.77, 2479.50, 15695.66
114.42, 20.50, 30.00, 612.15, 2475.23, 15695.66
116.75, 15.10, 40.00, 612.52, 2475.24, 15695.66
119.08, 17.80, 20.00, 612.90, 2479.37, 15695.66
121.40, 18.50, 20.00, 613.02, 2483.05, 15695.66
123.73, 20.00, 20.00, 613.02, 2484.69, 15695.66
126.05, 20.70, 20.00, 613.52, 2490.00, 15695.66
128.38, 23.10, 10.00, 614.15, 2486.59, 15695.66
