Time(s),Coverage(%),Number of running robots
1.0,0.00,5
2.0,0.00,5
3.0,0.00,5
4.0,12.61,5
5.0,18.59,5
6.0,19.73,5
7.0,20.17,5
8.0,20.35,5
9.0,20.82,5
10.0,21.46,5
11.0,21.83,5
12.0,22.05,5
13.0,22.17,5
14.0,22.40,5
15.0,22.55,5
16.0,22.65,5
17.0,22.78,5
18.0,23.17,5
19.0,23.33,5
20.0,23.65,5
21.0,23.85,5
22.0,24.14,5
23.0,24.14,5
24.0,24.41,5
25.0,24.65,5
26.0,24.77,5
27.0,24.98,5
28.0,25.06,5
29.0,25.22,5
30.0,25.35,5
31.0,25.44,5
32.0,25.56,5
33.0,25.64,5
34.0,25.65,5
35.0,25.80,5
36.0,26.06,5
37.0,26.06,5
38.0,26.21,5
39.0,26.68,5
40.0,26.78,5
41.0,26.87,5
42.0,27.00,5
43.0,27.11,5
44.0,27.18,5
45.0,27.32,5
46.0,27.34,5
47.0,27.38,5
48.0,27.38,5
49.0,27.51,5
50.0,27.56,5
51.0,27.60,5
52.0,28.25,5
53.0,28.64,5
54.0,29.13,5
55.0,29.57,5
56.0,29.57,5
57.0,30.46,5
58.0,30.46,5
59.0,30.77,5
60.0,31.17,5
61.0,31.37,5
62.0,31.55,5
63.0,31.61,5
64.0,31.70,5
65.0,31.99,5
66.0,32.04,5
67.0,32.17,5
68.0,32.20,5
69.0,32.21,5
70.0,32.25,5
71.0,32.25,5
72.0,32.25,5
73.0,32.25,5
74.0,32.25,5
75.0,32.25,5
76.0,32.27,5
77.0,32.32,5
78.0,32.32,5
79.0,32.38,5
80.0,32.40,5
81.0,32.42,5
82.0,32.44,5
83.0,32.55,5
84.0,32.66,5
85.0,32.74,5
86.0,32.95,5
87.0,33.13,5
88.0,33.21,5
89.0,33.40,5
90.0,33.58,5
91.0,33.65,5
92.0,33.72,5
93.0,33.78,5
94.0,33.89,5
95.0,33.95,5
96.0,34.05,5
97.0,34.14,5
98.0,34.29,5
99.0,34.39,5
100.0,33.63,5
101.0,34.00,5
102.0,34.09,5
103.0,34.30,5
104.0,34.37,5
105.0,34.51,5
106.0,34.61,5
107.0,34.84,5
108.0,35.25,5
109.0,35.78,5
110.0,36.22,5
111.0,36.62,5
112.0,36.93,5
113.0,37.00,5
114.0,37.13,5
115.0,37.41,5
116.0,37.63,5
117.0,37.74,5
118.0,37.89,5
119.0,37.94,5
120.0,38.10,5
