Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 27.50, 0.00, 3.68, 1904.09, 15695.66
4.29, 100.00, 209.40, 1267.00, 2321.96, 15695.66
8.23, 18.20, 99.90, 1281.43, 2786.52, 15695.66
12.16, 10.00, 100.00, 1308.88, 2818.65, 15695.66
16.16, 19.30, 363.30, 1435.21, 2808.10, 15695.66
20.15, 71.90, 129.40, 1652.36, 3706.52, 15695.66
24.11, 69.20, 149.70, 1669.03, 3862.79, 15695.66
28.08, 58.70, 69.70, 1673.66, 3948.02, 15695.66
32.06, 74.80, 99.50, 1676.33, 3980.17, 15695.66
36.07, 71.40, 119.70, 1677.58, 4014.86, 15695.66
40.09, 81.70, 139.80, 1678.08, 4024.78, 15695.66
44.12, 78.00, 119.70, 1679.33, 4023.98, 15695.66
48.11, 79.00, 137.80, 1681.21, 4034.48, 15695.66
52.12, 75.80, 129.30, 1683.33, 4045.61, 15695.66
56.14, 79.50, 109.10, 1684.08, 4064.33, 15695.66
60.15, 77.70, 149.40, 1686.63, 4075.30, 15695.66
64.16, 80.70, 129.30, 1687.88, 4082.71, 15695.66
67.96, 75.40, 20.00, 1567.59, 4093.12, 15695.66
71.72, 18.60, 0.00, 1567.72, 4025.80, 15695.66
75.45, 15.00, 10.00, 1567.72, 3988.21, 15695.66
79.20, 14.40, 0.00, 1567.72, 3993.00, 15695.66
82.95, 15.30, 0.00, 1567.72, 3996.60, 15695.66
86.68, 15.00, 10.00, 1567.72, 4001.64, 15695.66
90.41, 15.30, 0.00, 1567.72, 4004.75, 15695.66
94.15, 15.70, 0.00, 1567.72, 4006.48, 15695.66
97.91, 15.30, 0.00, 1567.72, 4010.52, 15695.66
101.65, 13.70, 20.00, 1567.72, 4012.71, 15695.66
105.40, 15.00, 0.00, 1567.72, 4015.84, 15695.66
109.13, 15.30, 0.00, 1567.72, 4018.48, 15695.66
112.86, 15.10, 0.00, 1567.72, 4022.12, 15695.66
116.59, 14.50, 0.00, 1567.72, 4024.58, 15695.66
120.33, 13.60, 0.00, 1567.72, 4028.89, 15695.66
124.06, 15.80, 0.00, 1567.72, 4030.11, 15695.66
127.81, 17.60, 0.00, 1567.72, 4032.53, 15695.66
