Time(s),Coverage(%),Number of running robots
0.0,0.0,13.0
1.0,0.0,13.0
2.0,19.67,13.0
3.0,22.526666666666667,13.0
4.0,23.386666666666667,13.0
5.0,23.91333333333333,13.0
6.0,24.48,13.0
7.0,24.963333333333335,13.0
8.0,25.403333333333336,13.0
9.0,26.319999999999997,13.0
10.0,27.05333333333333,13.0
11.0,27.486666666666668,13.0
12.0,27.723333333333333,13.0
13.0,27.993333333333336,13.0
14.0,28.133333333333336,13.0
15.0,28.233333333333334,13.0
16.0,28.353333333333335,13.0
17.0,28.48,13.0
18.0,28.580000000000002,13.0
19.0,28.643333333333334,13.0
20.0,28.733333333333334,13.0
21.0,28.77,13.0
22.0,28.83,13.0
23.0,28.923333333333336,13.0
24.0,28.973333333333333,13.0
25.0,29.113333333333333,13.0
26.0,29.209999999999997,13.0
27.0,29.36,13.0
28.0,29.4325,13.0
29.0,29.555,13.0
30.0,29.677500000000002,13.0
31.0,26.97,13.0
32.0,30.542,13.0
33.0,27.15,13.0
34.0,30.886000000000003,13.0
36.0,30.589999999999996,13.0
37.0,31.3,13.0
38.0,30.3375,13.0
39.0,32.825,13.0
40.0,30.8825,13.0
41.0,33.224999999999994,13.0
42.0,31.993333333333336,13.0
43.0,32.26666666666667,13.0
44.0,32.39666666666667,13.0
45.0,32.57333333333333,13.0
46.0,32.68333333333333,13.0
47.0,32.830000000000005,13.0
48.0,32.973333333333336,13.0
49.0,33.07333333333333,13.0
50.0,33.22,13.0
51.0,33.346666666666664,13.0
52.0,33.376666666666665,13.0
53.0,33.53666666666667,13.0
54.0,33.65333333333333,13.0
55.0,33.74,13.0
56.0,33.79333333333333,13.0
57.0,33.89666666666667,13.0
58.0,34.00333333333334,13.0
59.0,34.14,13.0
60.0,34.29333333333334,13.0
61.0,34.49666666666666,13.0
62.0,34.71666666666667,13.0
63.0,34.973333333333336,13.0
64.0,35.17333333333334,13.0
65.0,35.49,13.0
66.0,35.75333333333333,13.0
67.0,36.086666666666666,13.0
68.0,36.48333333333333,13.0
69.0,36.76666666666667,13.0
70.0,37.20666666666667,13.0
71.0,37.82333333333333,13.0
72.0,38.39,13.0
73.0,38.946666666666665,13.0
74.0,39.82,13.0
75.0,40.223333333333336,13.0
76.0,40.64333333333334,13.0
77.0,40.99666666666667,13.0
78.0,41.550000000000004,13.0
79.0,42.04,13.0
80.0,42.47666666666667,13.0
81.0,42.73,13.0
82.0,43.05666666666667,13.0
83.0,43.52333333333333,13.0
84.0,43.98,13.0
85.0,44.42333333333334,13.0
86.0,45.07666666666666,13.0
87.0,45.56333333333333,13.0
88.0,45.830000000000005,13.0
89.0,46.41,13.0
90.0,46.89333333333334,13.0
91.0,47.47,13.0
92.0,47.77,13.0
93.0,48.416666666666664,13.0
94.0,48.48333333333333,13.0
95.0,47.79,13.0
96.0,50.115,13.0
97.0,48.685,13.0
98.0,50.667500000000004,13.0
99.0,49.575,13.0
100.0,51.379999999999995,13.0
101.0,50.55500000000001,13.0
102.0,51.71666666666667,13.0
103.0,52.123333333333335,13.0
104.0,52.60999999999999,13.0
105.0,53.10333333333333,13.0
