Time(s),Coverage(%),Number of running robots
0.0,0.0,8.0
1.0,13.959999999999999,8.0
2.0,17.033333333333335,8.0
3.0,17.80666666666667,8.0
4.0,18.0,8.0
5.0,18.26,8.0
6.0,18.45,8.0
7.0,18.603333333333335,8.0
8.0,18.74,8.0
9.0,18.853333333333335,8.0
10.0,18.98,8.0
11.0,19.143333333333334,8.0
12.0,19.293333333333333,8.0
13.0,19.423333333333332,8.0
14.0,19.573333333333334,8.0
15.0,19.673333333333332,8.0
16.0,19.80666666666667,8.0
17.0,19.919999999999998,8.0
18.0,20.026666666666667,8.0
19.0,20.133333333333333,8.0
20.0,20.30333333333333,8.0
21.0,20.406666666666666,8.0
22.0,20.516666666666666,8.0
23.0,20.64,8.0
24.0,20.72666666666667,8.0
25.0,20.80333333333333,8.0
26.0,20.93,8.0
27.0,21.006666666666664,8.0
28.0,21.156666666666666,8.0
29.0,21.246666666666666,8.0
30.0,21.38,8.0
31.0,21.473333333333333,8.0
32.0,21.599999999999998,8.0
33.0,21.80333333333333,8.0
34.0,21.963333333333335,8.0
35.0,22.133333333333336,8.0
36.0,22.276666666666667,8.0
37.0,22.396666666666665,8.0
38.0,22.573333333333334,8.0
39.0,22.7,8.0
40.0,22.83666666666667,8.0
41.0,22.655,8.0
42.0,23.1325,8.0
43.0,22.84,8.0
44.0,23.302500000000002,8.0
45.0,23.060000000000002,8.0
46.0,23.5225,8.0
47.0,23.310000000000002,8.0
48.0,23.8325,8.0
49.0,23.445,8.0
50.0,23.80666666666667,8.0
51.0,24.11,8.0
52.0,23.8575,8.0
53.0,24.275,8.0
54.0,24.0975,8.0
55.0,24.93,8.0
56.0,24.276,8.0
57.0,25.15,8.0
58.0,24.451999999999998,8.0
59.0,25.7,8.0
60.0,24.6425,8.0
61.0,25.42,8.0
62.0,25.106666666666666,8.0
63.0,25.366666666666664,8.0
64.0,25.576666666666668,8.0
65.0,25.820000000000004,8.0
66.0,26.02333333333333,8.0
67.0,26.253333333333334,8.0
68.0,26.44666666666667,8.0
69.0,26.566666666666666,8.0
70.0,26.72666666666667,8.0
71.0,26.97,8.0
72.0,27.223333333333333,8.0
73.0,27.406666666666666,8.0
74.0,27.616666666666664,8.0
75.0,27.956666666666667,8.0
76.0,28.383333333333336,8.0
77.0,28.713333333333335,8.0
78.0,29.083333333333332,8.0
79.0,29.403333333333336,8.0
80.0,29.72666666666667,8.0
81.0,30.11,8.0
82.0,30.513333333333332,8.0
83.0,30.723333333333333,8.0
84.0,31.036666666666665,8.0
85.0,31.44333333333333,8.0
86.0,31.91333333333333,8.0
87.0,32.24333333333333,8.0
88.0,32.49333333333333,8.0
89.0,32.803333333333335,8.0
90.0,33.04666666666667,8.0
91.0,33.32,8.0
92.0,33.61000000000001,8.0
93.0,33.81666666666667,8.0
94.0,34.11333333333334,8.0
95.0,34.336666666666666,8.0
96.0,34.553333333333335,8.0
97.0,34.81,8.0
98.0,35.12,8.0
99.0,35.24333333333333,8.0
100.0,35.39666666666667,8.0
101.0,35.526666666666664,8.0
102.0,35.81666666666667,8.0
103.0,36.11666666666667,8.0
104.0,36.419999999999995,8.0
105.0,36.61333333333334,8.0
106.0,36.89333333333333,8.0
107.0,37.083333333333336,8.0
108.0,37.24666666666666,8.0
109.0,37.34,8.0
110.0,37.473333333333336,8.0
111.0,37.99666666666667,8.0
112.0,38.29333333333333,8.0
113.0,38.44,8.0
114.0,38.60666666666666,8.0
115.0,38.696666666666665,8.0
116.0,38.806666666666665,8.0
117.0,38.919999999999995,8.0
118.0,38.946666666666665,8.0
119.0,38.92666666666667,8.0
120.0,39.01333333333333,8.0
121.0,39.199999999999996,8.0
122.0,39.36,8.0
123.0,39.47,8.0
124.0,39.60666666666666,8.0
125.0,39.69,8.0
126.0,39.85333333333333,8.0
127.0,40.080000000000005,8.0
128.0,40.31333333333333,8.0
129.0,40.52333333333333,8.0
130.0,40.806666666666665,8.0
131.0,42.155,8.0
132.0,40.5225,8.0
133.0,42.504999999999995,8.0
134.0,40.7275,8.0
135.0,42.805,8.0
136.0,41.335,8.0
137.0,43.415000000000006,8.0
138.0,42.2725,8.0
139.0,43.985,8.0
140.0,42.985,8.0
141.0,44.370000000000005,8.0
142.0,43.5725,8.0
143.0,44.625,8.0
144.0,43.89,8.0
145.0,46.1,8.0
146.0,44.2575,8.0
147.0,44.84,8.0
148.0,44.644999999999996,8.0
149.0,43.73,8.0
150.0,45.482,8.0
151.0,43.95,8.0
152.0,45.916000000000004,8.0
153.0,44.36,8.0
154.0,46.394,8.0
155.0,44.54,8.0
156.0,46.45,8.0
157.0,46.2,8.0
158.0,46.67,8.0
159.0,46.445,8.0
160.0,46.75,8.0
161.0,46.903333333333336,8.0
162.0,47.00333333333333,8.0
163.0,47.166666666666664,8.0
164.0,47.336666666666666,8.0
165.0,47.54,8.0
166.0,47.74666666666667,8.0
167.0,47.84666666666667,8.0
168.0,47.949999999999996,8.0
169.0,48.06,8.0
170.0,48.20666666666667,8.0
171.0,48.27,8.0
172.0,48.42333333333334,8.0
173.0,48.556666666666665,8.0
174.0,48.669999999999995,8.0
175.0,48.800000000000004,8.0
