Time(s),Coverage(%),Number of running robots
1.0,0.00,2
2.0,0.00,2
3.0,0.00,2
4.0,11.05,2
5.0,11.98,2
6.0,12.50,2
7.0,12.50,2
8.0,12.86,2
9.0,13.15,2
10.0,13.30,2
11.0,13.41,2
12.0,13.58,2
13.0,13.74,2
14.0,13.84,2
15.0,13.93,2
16.0,14.06,2
17.0,14.25,2
18.0,14.39,2
19.0,14.56,2
20.0,14.63,2
21.0,14.75,2
22.0,14.82,2
23.0,14.87,2
24.0,14.94,2
25.0,15.04,2
26.0,15.12,2
27.0,15.20,2
28.0,15.25,2
29.0,15.31,2
30.0,15.43,2
31.0,15.50,2
32.0,15.64,2
33.0,15.66,2
34.0,15.73,2
35.0,15.76,2
36.0,15.79,2
37.0,15.88,2
38.0,15.95,2
39.0,16.04,2
40.0,16.18,2
41.0,16.32,2
42.0,16.49,2
43.0,16.59,2
44.0,16.82,2
45.0,17.10,2
46.0,17.20,2
47.0,17.38,2
48.0,17.50,2
49.0,17.68,2
50.0,17.85,2
51.0,18.03,2
52.0,18.14,2
53.0,18.26,2
54.0,18.36,2
55.0,18.51,2
56.0,18.61,2
57.0,18.67,2
58.0,18.78,2
59.0,18.84,2
60.0,18.84,2
61.0,18.95,2
62.0,19.06,2
63.0,19.13,2
64.0,19.23,2
65.0,19.37,2
66.0,19.46,2
67.0,19.56,2
68.0,19.67,2
69.0,19.74,2
70.0,19.83,2
71.0,19.86,2
72.0,19.87,2
73.0,19.89,2
74.0,19.92,2
75.0,19.98,2
76.0,20.02,2
77.0,20.06,2
78.0,20.07,2
79.0,20.10,2
80.0,20.12,2
81.0,20.16,2
82.0,20.18,2
83.0,20.21,2
84.0,20.24,2
85.0,20.27,2
86.0,20.36,2
87.0,20.42,2
88.0,20.47,2
89.0,20.52,2
90.0,20.64,2
91.0,20.84,2
92.0,20.91,2
93.0,20.90,2
94.0,21.23,2
95.0,21.60,2
96.0,21.85,2
97.0,22.13,2
98.0,22.48,2
99.0,22.54,2
100.0,22.65,2
101.0,22.82,2
102.0,22.99,2
103.0,23.05,2
104.0,23.20,2
105.0,23.24,2
106.0,23.33,2
107.0,23.37,2
108.0,23.45,2
109.0,23.46,2
110.0,23.61,2
111.0,23.63,2
112.0,23.68,2
113.0,23.77,2
114.0,24.18,2
115.0,24.57,2
116.0,24.93,2
117.0,25.20,2
118.0,25.38,2
119.0,25.60,2
120.0,25.82,2
