Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 22.00, 0.00, 3.68, 1754.16, 15695.66
1.55, 0.80, 0.00, 67.49, 1803.17, 15695.66
2.86, 11.70, 0.00, 67.49, 1892.85, 15695.66
4.18, 0.00, 0.00, 67.49, 1893.68, 15695.66
5.49, 0.00, 0.00, 67.49, 1888.63, 15695.66
8.42, 16.70, 20.00, 568.80, 2124.80, 15695.66
11.34, 5.00, 10.00, 569.05, 2179.19, 15695.66
14.27, 3.40, 40.00, 569.05, 2140.61, 15695.66
17.20, 3.40, 20.00, 569.05, 2118.81, 15695.66
20.13, 22.50, 30.00, 569.05, 2107.75, 15695.66
23.05, 2.50, 20.00, 569.05, 2096.22, 15695.66
25.97, 24.40, 20.00, 569.17, 2076.94, 15695.66
28.90, 5.00, 10.00, 569.17, 2066.45, 15695.66
31.82, 3.40, 40.00, 569.30, 2064.00, 15695.66
34.75, 19.80, 29.90, 569.42, 2065.42, 15695.66
37.67, 5.00, 30.00, 569.42, 2065.87, 15695.66
40.60, 15.80, 40.00, 569.42, 2067.91, 15695.66
43.52, 20.30, 10.00, 569.42, 2068.52, 15695.66
46.45, 5.00, 10.00, 569.42, 2071.54, 15695.66
49.39, 24.20, 40.00, 569.42, 2073.12, 15695.66
52.31, 9.30, 10.00, 569.42, 2073.95, 15695.66
55.24, 24.20, 30.00, 569.42, 2075.63, 15695.66
58.17, 24.80, 30.00, 569.42, 2076.53, 15695.66
61.10, 5.00, 20.00, 569.42, 2074.11, 15695.66
64.02, 26.20, 10.00, 569.55, 2076.83, 15695.66
66.95, 20.80, 30.00, 569.55, 2071.70, 15695.66
69.87, 5.10, 30.00, 569.67, 2076.05, 15695.66
72.80, 22.70, 60.00, 569.92, 2075.19, 15695.66
75.72, 14.20, 60.00, 569.92, 2075.29, 15695.66
78.65, 10.70, 30.00, 569.92, 2073.43, 15695.66
81.58, 19.50, 10.00, 570.05, 2068.49, 15695.66
84.51, 5.90, 10.00, 570.05, 2070.18, 15695.66
87.44, 7.60, 10.00, 570.05, 2073.14, 15695.66
90.37, 11.70, 20.00, 570.30, 2071.54, 15695.66
93.29, 5.00, 20.00, 570.30, 2074.61, 15695.66
96.22, 24.20, 40.00, 570.42, 2078.05, 15695.66
99.15, 18.30, 40.00, 570.42, 2076.40, 15695.66
102.07, 5.00, 30.00, 570.42, 2078.18, 15695.66
105.01, 19.70, 20.00, 570.42, 2083.64, 15695.66
107.94, 17.40, 20.00, 570.42, 2080.59, 15695.66
110.86, 5.90, 20.00, 570.42, 2081.64, 15695.66
113.78, 15.70, 20.00, 570.55, 2082.14, 15695.66
116.72, 11.80, 0.00, 570.55, 2087.12, 15695.66
119.66, 8.40, 30.00, 570.55, 2084.32, 15695.66
122.59, 12.80, 40.00, 570.67, 2087.09, 15695.66
