Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 17.50, 0.00, 3.56, 1906.74, 15695.66
2.58, 47.50, 30.00, 506.52, 2150.84, 15695.66
4.90, 11.70, 20.00, 506.52, 2305.20, 15695.66
7.24, 8.40, 20.00, 533.80, 2305.59, 15695.66
9.56, 3.40, 20.00, 534.55, 2384.95, 15695.66
11.89, 12.40, 199.80, 542.64, 2362.68, 15695.66
14.22, 7.60, 69.90, 592.38, 2423.87, 15695.66
16.55, 11.10, 40.00, 606.98, 2437.27, 15695.66
18.88, 13.60, 30.00, 607.35, 2467.68, 15695.66
21.21, 12.00, 20.00, 607.60, 2473.11, 15695.66
23.54, 18.60, 10.00, 608.10, 2476.23, 15695.66
25.87, 12.70, 60.00, 608.10, 2477.41, 15695.66
28.20, 24.40, 30.00, 608.23, 2477.65, 15695.66
30.52, 16.70, 40.00, 608.48, 2480.24, 15695.66
32.85, 19.80, 20.00, 608.60, 2470.09, 15695.66
35.17, 18.60, 30.00, 608.73, 2468.50, 15695.66
37.51, 17.50, 50.00, 608.98, 2465.26, 15695.66
39.83, 24.80, 40.00, 609.10, 2467.58, 15695.66
42.17, 16.90, 10.00, 609.23, 2463.66, 15695.66
44.51, 20.30, 40.00, 609.35, 2468.25, 15695.66
46.84, 21.20, 20.00, 609.73, 2469.56, 15695.66
49.18, 18.10, 40.00, 609.85, 2470.30, 15695.66
51.52, 28.60, 10.00, 610.10, 2481.49, 15695.66
53.85, 17.80, 50.00, 610.10, 2471.73, 15695.66
56.17, 17.90, 10.00, 610.23, 2480.56, 15695.66
58.51, 15.30, 20.00, 610.48, 2482.16, 15695.66
60.84, 18.80, 30.00, 610.48, 2475.64, 15695.66
62.96, 21.60, 0.00, 505.60, 2470.43, 15695.66
65.09, 6.80, 0.00, 505.72, 2415.48, 15695.66
67.21, 3.40, 0.00, 505.85, 2411.75, 15695.66
69.33, 4.20, 0.00, 505.85, 2414.00, 15695.66
71.45, 3.40, 0.00, 505.97, 2409.08, 15695.66
73.57, 3.40, 0.00, 505.97, 2409.99, 15695.66
75.70, 4.20, 0.00, 506.10, 2410.29, 15695.66
77.82, 3.40, 0.00, 506.10, 2411.49, 15695.66
79.94, 2.60, 0.00, 506.10, 2411.96, 15695.66
82.07, 5.10, 0.00, 506.10, 2412.43, 15695.66
84.19, 4.20, 0.00, 506.10, 2412.79, 15695.66
86.31, 4.20, 0.00, 506.10, 2414.37, 15695.66
88.43, 4.20, 0.00, 506.10, 2415.31, 15695.66
90.56, 3.40, 0.00, 506.10, 2416.04, 15695.66
92.68, 4.20, 0.00, 506.10, 2417.00, 15695.66
94.80, 4.20, 0.00, 506.10, 2416.41, 15695.66
96.93, 3.40, 0.00, 506.10, 2416.89, 15695.66
99.05, 4.30, 0.00, 506.10, 2418.33, 15695.66
101.18, 3.40, 0.00, 506.10, 2419.55, 15695.66
103.30, 5.00, 0.00, 506.10, 2420.00, 15695.66
105.43, 3.40, 0.00, 506.10, 2420.98, 15695.66
107.55, 4.20, 0.00, 506.10, 2419.73, 15695.66
109.68, 3.40, 10.00, 506.10, 2420.37, 15695.66
111.80, 4.20, 0.00, 506.10, 2420.85, 15695.66
113.93, 4.20, 0.00, 506.10, 2416.36, 15695.66
116.05, 5.10, 0.00, 506.10, 2417.30, 15695.66
118.17, 3.40, 0.00, 506.10, 2418.04, 15695.66
120.29, 5.00, 0.00, 506.10, 2418.75, 15695.66
122.42, 4.20, 0.00, 506.10, 2419.21, 15695.66
124.54, 3.40, 0.00, 506.10, 2419.95, 15695.66
126.67, 3.40, 0.00, 506.10, 2421.14, 15695.66
128.79, 4.20, 10.00, 506.10, 2421.62, 15695.66
