Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 20.80, 0.00, 3.58, 1602.71, 15695.66
1.58, 0.00, 0.00, 67.41, 1669.00, 15695.66
2.89, 8.30, 0.00, 67.41, 1688.93, 15695.66
4.21, 0.00, 0.00, 67.54, 1731.52, 15695.66
5.52, 0.80, 0.00, 67.54, 1733.99, 15695.66
7.04, 2.50, 0.00, 129.48, 1757.32, 15695.66
8.55, 1.70, 10.00, 129.48, 1746.84, 15695.66
10.07, 1.70, 10.00, 129.48, 1726.46, 15695.66
11.59, 0.00, 0.00, 129.48, 1701.27, 15695.66
13.10, 1.70, 0.00, 129.48, 1684.41, 15695.66
14.62, 2.50, 0.00, 129.48, 1669.41, 15695.66
16.13, 1.70, 10.00, 129.48, 1659.00, 15695.66
17.65, 2.50, 0.00, 129.48, 1654.38, 15695.66
19.16, 0.00, 10.00, 129.48, 1649.08, 15695.66
20.68, 1.70, 0.00, 129.48, 1642.24, 15695.66
22.20, 0.80, 10.00, 129.48, 1636.01, 15695.66
23.71, 0.80, 0.00, 129.48, 1631.06, 15695.66
25.23, 2.50, 0.00, 129.48, 1622.20, 15695.66
26.74, 0.80, 10.00, 129.48, 1621.03, 15695.66
28.26, 0.00, 0.00, 129.48, 1620.27, 15695.66
29.77, 0.80, 0.00, 129.48, 1620.68, 15695.66
31.29, 1.70, 0.00, 129.48, 1621.57, 15695.66
32.80, 1.70, 0.00, 129.48, 1622.52, 15695.66
34.32, 0.80, 0.00, 129.48, 1623.25, 15695.66
35.83, 3.30, 0.00, 129.61, 1622.31, 15695.66
37.35, 2.50, 0.00, 129.61, 1616.11, 15695.66
38.87, 1.70, 10.00, 129.61, 1615.70, 15695.66
40.38, 0.80, 0.00, 129.61, 1614.34, 15695.66
41.90, 0.80, 0.00, 129.61, 1615.71, 15695.66
43.41, 2.50, 0.00, 129.61, 1613.71, 15695.66
44.93, 0.80, 0.00, 129.61, 1613.89, 15695.66
46.44, 0.80, 10.00, 129.61, 1613.20, 15695.66
47.96, 0.80, 10.00, 129.61, 1611.98, 15695.66
49.47, 2.50, 10.00, 129.61, 1611.97, 15695.66
50.99, 1.70, 0.00, 129.61, 1613.04, 15695.66
52.50, 0.80, 10.00, 129.61, 1614.29, 15695.66
54.02, 1.70, 10.00, 129.61, 1613.58, 15695.66
55.53, 2.50, 10.00, 129.61, 1613.29, 15695.66
57.05, 2.50, 0.00, 129.73, 1607.26, 15695.66
58.57, 3.30, 10.00, 129.73, 1607.67, 15695.66
60.08, 0.80, 0.00, 129.73, 1608.89, 15695.66
61.60, 1.70, 10.00, 129.73, 1608.88, 15695.66
63.11, 0.00, 0.00, 129.73, 1608.88, 15695.66
64.63, 1.70, 10.00, 129.73, 1608.60, 15695.66
66.14, 1.70, 0.00, 129.73, 1608.06, 15695.66
67.66, 0.80, 0.00, 129.73, 1607.88, 15695.66
69.18, 0.00, 0.00, 129.73, 1608.90, 15695.66
70.69, 1.70, 0.00, 129.73, 1607.66, 15695.66
72.21, 1.70, 0.00, 129.73, 1608.37, 15695.66
73.72, 3.30, 0.00, 129.73, 1608.61, 15695.66
75.24, 1.70, 10.00, 129.73, 1608.96, 15695.66
76.75, 2.50, 10.00, 129.73, 1608.33, 15695.66
78.27, 1.70, 0.00, 129.73, 1608.57, 15695.66
79.79, 1.70, 10.00, 129.73, 1608.63, 15695.66
81.30, 1.70, 0.00, 129.73, 1609.79, 15695.66
82.82, 0.80, 0.00, 129.73, 1608.86, 15695.66
84.33, 0.80, 0.00, 129.73, 1607.81, 15695.66
85.85, 0.80, 0.00, 129.73, 1608.50, 15695.66
87.36, 0.80, 10.00, 129.73, 1607.42, 15695.66
88.88, 1.70, 10.00, 129.73, 1608.13, 15695.66
90.39, 2.50, 10.00, 129.73, 1607.29, 15695.66
91.91, 0.80, 10.00, 129.73, 1607.37, 15695.66
93.42, 2.50, 0.00, 129.73, 1607.25, 15695.66
94.94, 3.30, 10.00, 129.73, 1608.72, 15695.66
96.45, 2.50, 0.00, 129.73, 1605.77, 15695.66
97.97, 0.80, 0.00, 129.73, 1606.65, 15695.66
99.48, 1.70, 0.00, 129.73, 1606.79, 15695.66
101.00, 0.80, 10.00, 129.73, 1607.28, 15695.66
102.51, 0.80, 0.00, 129.73, 1607.02, 15695.66
104.03, 1.70, 0.00, 129.73, 1608.59, 15695.66
105.54, 1.70, 10.00, 129.73, 1609.57, 15695.66
107.06, 0.00, 10.00, 129.73, 1609.23, 15695.66
108.58, 0.80, 10.00, 129.73, 1610.09, 15695.66
110.09, 0.00, 0.00, 129.73, 1610.56, 15695.66
111.61, 2.50, 0.00, 129.73, 1608.28, 15695.66
113.12, 2.50, 0.00, 129.73, 1609.39, 15695.66
114.64, 0.80, 0.00, 129.73, 1609.09, 15695.66
116.15, 1.70, 10.00, 129.73, 1613.27, 15695.66
117.67, 1.70, 10.00, 129.73, 1613.75, 15695.66
119.18, 1.70, 0.00, 129.73, 1613.93, 15695.66
120.70, 1.70, 0.00, 129.73, 1614.17, 15695.66
122.21, 0.80, 0.00, 129.73, 1615.63, 15695.66
123.73, 10.00, 0.00, 129.73, 1605.82, 15695.66
