Time(s),Coverage(%),Number of running robots
1747839072.5,0.00,13
1747839073.5,0.00,13
1747839074.5,20.26,13
1747839075.6,23.02,13
1747839076.6,23.98,13
1747839077.6,24.58,13
1747839078.6,25.43,13
1747839079.6,26.04,13
1747839080.6,26.05,13
1747839081.6,26.38,13
1747839082.7,27.04,13
1747839083.7,27.59,13
1747839084.7,27.90,13
1747839085.7,28.08,13
1747839086.7,28.16,13
1747839087.7,28.21,13
1747839088.8,28.24,13
1747839089.8,28.40,13
1747839090.8,28.50,13
1747839091.8,28.59,13
1747839092.9,28.68,13
1747839093.9,28.68,13
1747839094.9,28.77,13
1747839095.9,28.84,13
1747839096.9,28.96,13
1747839097.9,29.08,13
1747839099.0,29.21,13
1747839100.0,29.32,13
1747839101.0,29.43,13
1747839102.0,29.64,13
1747839103.0,29.79,13
1747839104.0,30.04,13
1747839105.0,30.30,13
1747839106.0,30.30,13
1747839107.0,30.76,13
1747839108.0,31.03,13
1747839109.1,31.30,13
1747839110.1,31.60,13
1747839111.1,31.88,13
1747839112.1,32.20,13
1747839113.1,32.33,13
1747839114.1,32.57,13
1747839115.1,32.85,13
1747839116.1,33.03,13
1747839117.2,33.18,13
1747839118.2,33.26,13
1747839119.2,33.40,13
1747839120.2,33.58,13
1747839121.2,33.63,13
1747839122.2,33.82,13
1747839123.2,33.92,13
1747839124.2,33.92,13
1747839125.2,34.12,13
1747839126.2,34.22,13
1747839127.3,34.29,13
1747839128.3,34.33,13
1747839129.3,34.44,13
1747839130.3,34.58,13
1747839131.3,34.77,13
1747839132.3,35.06,13
1747839133.4,35.44,13
1747839134.4,35.92,13
1747839135.4,36.45,13
1747839136.4,36.81,13
1747839137.4,37.52,13
1747839138.4,38.15,13
1747839139.5,38.71,13
1747839140.5,39.51,13
1747839141.5,40.09,13
1747839142.5,40.77,13
1747839143.5,41.97,13
1747839144.5,42.76,13
1747839145.5,43.29,13
1747839146.6,43.78,13
1747839147.6,43.94,13
1747839148.6,44.28,13
1747839149.6,44.49,13
1747839150.7,45.02,13
1747839151.7,45.38,13
1747839152.7,45.98,13
1747839153.7,46.21,13
1747839154.7,46.60,13
1747839155.8,47.14,13
1747839156.8,47.92,13
1747839157.8,48.45,13
1747839158.8,49.28,13
1747839159.8,49.66,13
1747839160.8,49.66,13
1747839161.9,50.44,13
1747839162.9,50.77,13
1747839163.9,50.94,13
1747839164.9,51.25,13
1747839165.9,51.39,13
1747839167.0,51.59,13
1747839168.0,51.84,13
