Time(s),Coverage(%),Number of running robots
1.0,0.00,13
2.0,0.00,13
3.0,0.00,13
4.0,0.00,13
5.0,0.00,13
6.0,20.64,13
7.0,24.00,13
8.0,25.07,13
9.0,26.01,13
10.0,26.42,13
11.0,26.75,13
12.0,27.27,13
13.0,28.01,13
14.0,28.53,13
15.0,28.82,13
16.0,28.89,13
17.0,28.99,13
18.0,29.04,13
19.0,29.07,13
20.0,29.07,13
21.0,29.12,13
22.0,29.26,13
23.0,29.33,13
24.0,29.36,13
25.0,29.40,13
26.0,29.40,13
27.0,29.54,13
28.0,29.61,13
29.0,29.65,13
30.0,29.70,13
31.0,29.73,13
32.0,29.82,13
33.0,29.94,13
34.0,30.04,13
35.0,30.16,13
36.0,30.41,13
37.0,30.63,13
38.0,30.67,13
39.0,30.67,13
40.0,31.25,13
41.0,31.25,13
42.0,31.72,13
43.0,32.05,13
44.0,32.38,13
45.0,32.38,13
46.0,32.76,13
47.0,33.01,13
48.0,33.55,13
49.0,33.55,13
50.0,33.80,13
51.0,33.80,13
52.0,34.32,13
53.0,34.32,13
54.0,34.94,13
55.0,35.22,13
56.0,35.45,13
57.0,35.74,13
58.0,35.94,13
59.0,36.09,13
60.0,36.23,13
61.0,36.38,13
62.0,36.37,13
63.0,36.46,13
64.0,36.65,13
65.0,36.84,13
66.0,36.95,13
67.0,37.13,13
68.0,37.46,13
69.0,37.46,13
70.0,37.66,13
71.0,38.21,13
72.0,38.65,13
73.0,39.32,13
74.0,39.83,13
75.0,40.59,13
76.0,41.41,13
77.0,41.80,13
78.0,42.28,13
79.0,42.79,13
80.0,43.04,13
81.0,43.04,13
82.0,43.81,13
83.0,43.81,13
84.0,44.45,13
85.0,45.05,13
86.0,45.33,13
87.0,45.78,13
88.0,46.61,13
89.0,46.61,13
90.0,47.65,13
91.0,47.65,13
92.0,49.06,13
93.0,49.86,13
94.0,50.24,13
95.0,50.59,13
96.0,50.59,13
97.0,50.87,13
98.0,51.33,13
99.0,51.33,13
100.0,52.04,13
101.0,52.42,13
102.0,52.42,13
103.0,52.86,13
104.0,53.19,13
105.0,53.44,13
106.0,53.44,13
107.0,53.74,13
108.0,54.17,13
109.0,54.17,13
110.0,54.56,13
111.0,55.03,13
112.0,55.24,13
113.0,55.61,13
114.0,55.88,13
115.0,56.13,13
116.0,56.71,13
117.0,56.71,13
118.0,57.64,13
119.0,58.36,13
120.0,58.36,13
