Time(s), CPU(%), Memory(MB)
298.68, 20.00, 380.96
300.90, 10.00, 380.96
303.12, 20.00, 380.96
305.36, 0.00, 380.96
307.58, 20.00, 381.08
309.80, 20.00, 381.08
312.03, 20.00, 381.21
314.27, 20.00, 381.21
316.49, 10.00, 381.21
318.72, 10.00, 381.21
320.94, 10.00, 381.21
323.17, 20.00, 381.21
325.39, 0.00, 381.21
327.61, 10.00, 381.33
329.83, 10.00, 381.33
332.06, 30.00, 381.33
334.28, 0.00, 381.33
336.50, 20.00, 381.33
338.72, 20.00, 381.33
340.95, 10.00, 381.33
343.17, 10.00, 381.33
345.39, 30.00, 381.33
347.62, 20.00, 381.33
349.84, 10.00, 381.58
352.07, 10.00, 381.58
354.29, 20.00, 381.58
356.51, 10.00, 381.58
358.76, 10.00, 381.71
360.99, 10.00, 381.71
363.22, 40.00, 381.71
365.44, 20.00, 381.71
367.67, 30.00, 381.71
369.90, 10.00, 381.83
372.12, 10.00, 381.96
374.35, 10.00, 381.96
376.58, 0.00, 382.21
378.80, 10.00, 382.21
381.03, 10.00, 382.21
383.26, 0.00, 382.33
385.48, 10.00, 382.33
387.72, 20.00, 382.33
389.96, 0.00, 382.33
392.19, 30.00, 382.33
394.41, 10.00, 382.46
396.64, 10.00, 382.46
398.86, 0.00, 382.46
401.08, 0.00, 382.46
403.31, 19.90, 382.46
405.55, 0.00, 382.46
407.78, 10.00, 382.58
410.01, 10.00, 382.71
412.23, 20.00, 382.71
414.46, 30.00, 382.71
416.68, 0.00, 382.71
418.90, 20.00, 382.71
421.12, 30.00, 382.71
423.35, 0.00, 382.71
425.57, 29.90, 382.71
427.79, 20.00, 382.71
430.03, 30.00, 382.71
432.25, 10.00, 382.71
434.48, 10.00, 382.71
436.71, 30.00, 382.71
438.94, 10.00, 382.71
441.16, 20.00, 382.83
443.38, 0.00, 382.83
445.61, 20.00, 382.83
447.83, 20.00, 382.83
450.06, 10.00, 382.96
452.29, 30.00, 382.96
454.51, 20.00, 382.96
456.73, 30.00, 382.96
458.95, 30.00, 382.96
461.18, 10.00, 383.08
463.40, 10.00, 383.08
465.62, 20.00, 383.08
467.85, 10.00, 383.08
470.07, 0.00, 383.08
472.30, 10.00, 383.08
474.52, 10.00, 383.08
476.74, 20.00, 383.08
478.97, 30.00, 383.21
481.19, 20.00, 383.21
483.42, 20.00, 383.21
485.65, 30.00, 383.33
487.87, 10.00, 383.46
490.10, 10.00, 383.83
492.35, 20.00, 381.45
494.58, 0.00, 381.45
496.80, 20.00, 379.02
499.03, 20.00, 379.02
501.26, 10.00, 379.02
503.48, 30.00, 379.14
505.71, 20.00, 379.14
507.94, 0.00, 379.14
510.16, 0.00, 379.14
512.39, 0.00, 379.27
514.62, 10.00, 379.27
516.86, 20.00, 379.39
519.09, 10.00, 379.39
521.32, 30.00, 379.52
523.54, 20.00, 379.52
525.77, 10.00, 379.52
528.00, 20.00, 379.52
530.23, 10.00, 379.64
532.45, 20.00, 379.64
534.68, 0.00, 379.77
536.91, 10.00, 379.77
539.13, 20.00, 379.77
541.37, 0.00, 379.77
543.59, 0.00, 379.77
545.82, 30.00, 379.77
548.04, 20.00, 379.77
550.28, 20.00, 379.77
552.50, 40.00, 379.77
554.73, 0.00, 379.77
556.95, 30.00, 379.77
559.17, 20.00, 379.77
561.40, 0.00, 379.77
563.63, 20.00, 379.77
565.85, 30.00, 380.02
568.07, 10.00, 380.39
570.32, 30.00, 380.39
572.54, 30.00, 380.39
574.77, 20.00, 380.39
576.99, 0.00, 380.39
579.22, 20.00, 380.39
581.44, 0.00, 380.39
583.67, 20.00, 380.52
585.90, 10.00, 380.52
588.12, 10.00, 380.52
590.37, 30.00, 380.52
592.60, 20.00, 380.64
594.82, 10.00, 380.64
597.05, 20.00, 380.64
599.28, 20.00, 380.77
601.50, 20.00, 381.02
603.75, 10.00, 381.02
605.98, 10.00, 381.02
608.20, 30.00, 381.02
610.42, 0.00, 381.02
612.65, 30.00, 381.02
614.89, 30.00, 381.14
617.13, 30.00, 381.39
619.35, 10.00, 381.39
621.58, 0.00, 381.39
623.81, 40.00, 381.52
626.05, 0.00, 381.64
628.27, 0.00, 381.77
630.49, 10.00, 381.77
632.72, 30.00, 381.77
634.95, 20.00, 381.77
637.17, 10.00, 381.77
639.42, 20.00, 381.77
641.64, 20.00, 381.77
643.86, 20.00, 381.77
646.09, 0.00, 381.89
648.31, 20.00, 382.02
650.54, 20.00, 382.02
652.76, 10.00, 382.14
654.99, 20.00, 382.14
657.22, 0.00, 382.14
659.44, 30.00, 382.14
661.67, 0.00, 382.14
663.91, 20.00, 382.14
666.13, 20.00, 382.27
668.36, 10.00, 382.27
670.58, 20.00, 382.39
672.81, 10.00, 382.39
675.03, 20.00, 382.39
677.25, 10.00, 382.52
679.47, 40.00, 382.52
681.72, 20.00, 382.52
683.94, 50.00, 382.52
686.17, 0.00, 382.52
688.42, 19.90, 382.52
690.65, 10.00, 382.52
692.87, 20.00, 382.52
695.10, 0.00, 382.64
697.33, 30.00, 382.64
699.55, 10.00, 382.77
701.78, 10.00, 382.77
704.01, 20.00, 382.77
706.24, 19.70, 382.77
708.48, 30.00, 382.89
710.71, 20.00, 383.02
712.94, 0.00, 383.14
715.17, 29.90, 383.14
717.40, 0.00, 383.14
719.63, 10.00, 383.14
721.85, 10.00, 383.27
724.09, 10.00, 383.27
726.31, 30.00, 383.39
728.56, 10.00, 383.39
730.79, 10.00, 383.39
733.01, 20.00, 383.52
735.24, 0.00, 383.64
737.46, 10.00, 383.89
739.69, 30.00, 383.89
741.93, 0.00, 383.89
744.17, 10.00, 384.02
746.41, 10.00, 384.02
748.64, 20.00, 384.02
750.87, 20.00, 384.14
753.10, 20.00, 384.14
755.34, 30.00, 384.27
757.57, 10.00, 384.27
759.79, 30.00, 384.27
762.02, 20.00, 384.27
764.25, 30.00, 384.39
766.50, 10.00, 384.39
768.75, 10.00, 384.52
770.97, 0.00, 384.52
773.21, 10.00, 384.52
775.44, 10.00, 384.52
777.67, 30.00, 384.52
779.90, 20.00, 384.64
782.13, 30.00, 384.64
784.37, 10.00, 384.64
786.61, 29.90, 384.64
788.83, 0.00, 384.64
791.06, 10.00, 384.77
793.30, 40.00, 384.89
795.52, 30.00, 384.89
797.74, 10.00, 384.89
799.97, 0.00, 385.02
802.21, 0.00, 385.02
804.44, 0.00, 385.02
806.67, 30.00, 385.02
808.90, 10.00, 385.02
811.12, 20.00, 385.02
813.36, 30.00, 385.02
815.60, 10.00, 385.02
817.83, 10.00, 385.02
820.05, 10.00, 385.02
822.28, 0.00, 385.02
824.51, 10.00, 385.02
826.74, 30.00, 385.27
828.97, 40.00, 385.39
831.20, 20.00, 385.39
833.44, 20.00, 385.52
835.67, 10.00, 385.52
837.90, 0.00, 385.64
840.12, 20.00, 385.64
842.35, 10.00, 385.64
844.58, 19.90, 385.64
846.82, 20.00, 385.64
849.05, 30.00, 385.64
851.27, 30.00, 385.64
853.52, 20.00, 385.77
855.75, 20.00, 385.89
857.98, 20.00, 385.89
860.20, 10.00, 385.89
862.43, 0.00, 386.02
864.66, 0.00, 386.02
866.90, 20.00, 386.02
869.12, 30.00, 386.02
871.35, 10.00, 386.14
873.58, 20.00, 386.14
875.80, 0.00, 386.14
878.02, 20.00, 386.14
880.25, 30.00, 386.14
882.48, 40.00, 386.14
884.71, 30.00, 386.14
886.95, 10.00, 386.14
889.17, 29.90, 386.14
891.40, 20.00, 386.27
893.63, 20.00, 386.27
895.85, 0.00, 386.27
898.08, 20.00, 386.39
900.31, 10.00, 386.39
902.54, 20.00, 386.39
904.76, 0.00, 386.39
907.00, 10.00, 386.39
909.23, 20.00, 386.39
911.46, 20.00, 386.39
913.69, 0.00, 386.39
915.93, 29.90, 386.52
918.16, 30.00, 386.52
920.39, 20.00, 386.89
922.63, 50.00, 386.89
924.86, 20.00, 386.89
927.08, 30.00, 387.02
929.30, 0.00, 387.02
931.53, 19.90, 387.02
933.78, 20.00, 387.02
936.01, 10.00, 387.14
938.24, 40.00, 387.27
940.47, 20.00, 387.27
942.70, 10.00, 387.39
944.93, 10.00, 387.52
947.15, 10.00, 387.64
949.39, 20.00, 387.64
951.61, 10.00, 387.77
953.84, 30.00, 387.77
956.06, 40.00, 387.77
958.29, 10.00, 387.89
960.52, 10.00, 388.02
962.75, 0.00, 388.14
965.00, 49.80, 388.14
967.22, 40.00, 388.27
969.45, 10.00, 388.27
971.68, 0.00, 388.27
973.91, 0.00, 388.27
976.16, 10.00, 388.27
978.40, 20.00, 388.39
980.64, 30.00, 388.39
982.88, 20.00, 388.52
985.11, 10.00, 388.64
987.35, 30.00, 388.64
989.58, 10.00, 388.64
991.83, 10.00, 388.64
994.05, 20.00, 388.64
996.31, 10.00, 388.64
998.54, 20.00, 388.64
1000.77, 0.00, 388.64
1003.00, 20.00, 388.77
1005.23, 30.00, 388.77
1007.46, 0.00, 388.77
1009.68, 0.00, 389.14
1011.90, 20.00, 389.14
1014.14, 0.00, 389.14
1016.37, 20.00, 389.14
1018.60, 10.00, 389.27
1020.83, 10.00, 389.27
1023.05, 0.00, 389.39
1025.29, 0.00, 389.39
1027.51, 0.00, 389.39
1029.75, 10.00, 389.52
1031.99, 10.00, 389.52
1034.22, 30.00, 389.52
1036.45, 10.00, 389.52
1038.67, 20.00, 389.52
1040.90, 0.00, 389.52
1043.13, 20.00, 389.52
1045.37, 20.00, 389.52
1047.61, 40.00, 389.64
1049.84, 20.00, 389.64
1052.07, 20.00, 389.64
1054.29, 20.00, 389.64
1056.52, 10.00, 389.64
1058.76, 30.00, 389.64
1061.01, 20.00, 389.64
1063.24, 20.00, 389.64
1065.46, 10.00, 389.64
1067.69, 10.00, 389.64
1069.93, 0.00, 389.64
1072.16, 10.00, 389.64
1074.40, 0.00, 389.64
1076.64, 30.00, 389.64
1078.86, 0.00, 389.64
1081.09, 30.00, 389.64
1083.32, 30.00, 389.64
1085.54, 10.00, 389.64
1087.78, 20.00, 389.77
1090.01, 20.00, 389.77
1092.24, 0.00, 389.77
1094.48, 20.00, 389.77
1096.71, 20.00, 389.77
1098.93, 10.00, 389.77
1101.16, 29.90, 389.77
1103.38, 10.00, 389.77
1105.61, 20.00, 389.77
1107.83, 30.00, 389.77
1110.06, 30.00, 389.77
1112.28, 20.00, 389.77
1114.51, 10.00, 389.77
1116.73, 0.00, 389.77
1118.97, 20.00, 389.77
1121.20, 30.00, 389.89
1123.42, 0.00, 389.89
1125.65, 40.00, 390.02
1127.87, 20.00, 390.02
1130.10, 30.00, 390.14
1132.35, 10.00, 390.14
1134.57, 20.00, 390.14
1136.81, 20.00, 390.14
1139.04, 20.00, 390.14
1141.28, 10.00, 390.14
1143.51, 10.00, 390.14
1145.74, 30.00, 390.14
1147.97, 0.00, 390.14
1150.20, 40.00, 390.14
1152.43, 20.00, 390.14
1154.66, 20.00, 390.14
1156.89, 20.00, 390.27
1159.12, 10.00, 390.27
1161.35, 10.00, 390.27
1163.60, 30.00, 390.39
1165.82, 20.00, 390.39
1168.05, 0.00, 390.39
1170.27, 10.00, 390.39
1172.50, 20.00, 390.39
1174.74, 20.00, 390.39
1176.97, 20.00, 390.39
1179.22, 10.00, 390.39
1181.47, 20.00, 390.39
1183.70, 10.00, 390.39
1185.94, 10.00, 390.39
1188.17, 20.00, 390.39
1190.40, 10.00, 390.39
1192.63, 10.00, 390.39
1194.87, 40.00, 390.39
1197.10, 10.00, 390.39
1199.33, 30.00, 390.39
1201.56, 10.00, 390.39
1203.79, 10.00, 390.39
1206.02, 10.00, 390.39
1208.25, 40.00, 390.52
1210.49, 10.00, 390.52
1212.71, 0.00, 390.52
1214.96, 0.00, 390.64
1217.20, 20.00, 390.77
1219.44, 0.00, 390.77
1221.68, 10.00, 390.77
1223.90, 0.00, 391.02
1226.14, 40.00, 391.02
1228.38, 20.00, 391.02
1230.61, 20.00, 391.02
1232.84, 10.00, 391.14
1235.07, 20.00, 391.14
1237.31, 20.00, 391.14
1239.53, 20.00, 391.14
1241.76, 30.00, 391.27
1244.01, 10.00, 391.27
1246.25, 10.00, 391.27
1248.49, 30.00, 391.27
1250.71, 20.00, 391.27
1252.95, 30.00, 391.27
1255.18, 10.00, 391.27
1257.41, 20.00, 391.27
1259.64, 10.00, 391.39
1261.87, 10.00, 391.52
1264.10, 20.00, 391.52
1266.32, 10.00, 391.64
1268.58, 20.00, 391.64
1270.81, 10.00, 391.64
1273.04, 0.00, 391.77
1275.27, 10.00, 391.77
1277.49, 30.00, 391.77
1279.73, 0.00, 391.77
1281.98, 10.00, 391.77
1284.21, 10.00, 391.77
1286.45, 10.00, 391.77
1288.67, 20.00, 391.89
1290.90, 10.00, 391.89
1293.14, 19.90, 391.89
1295.38, 10.00, 391.89
1297.60, 20.00, 392.02
1299.83, 0.00, 392.02
1302.06, 0.00, 392.02
1304.28, 0.00, 392.02
1306.52, 20.00, 392.02
1308.75, 30.00, 392.02
1310.97, 20.00, 392.02
1313.21, 10.00, 392.02
1315.44, 20.00, 392.02
1317.66, 10.00, 392.02
1319.89, 10.00, 392.27
1322.11, 20.00, 392.27
1324.35, 30.00, 392.27
1326.58, 10.00, 392.27
1328.80, 20.00, 392.27
1331.04, 10.00, 392.27
1333.26, 10.00, 392.27
1335.49, 20.00, 392.27
1337.71, 20.00, 392.27
1339.93, 10.00, 392.27
1342.17, 10.00, 392.27
1344.40, 30.00, 392.27
1346.62, 30.00, 392.27
1348.86, 0.00, 392.27
1351.10, 20.00, 392.27
1353.32, 20.00, 392.27
1355.55, 10.00, 392.27
1357.78, 20.00, 392.27
1360.00, 20.00, 392.27
1362.24, 20.00, 392.27
1364.47, 10.00, 392.27
1366.70, 30.00, 392.27
1368.93, 20.00, 392.27
1371.16, 20.00, 392.27
1373.40, 0.00, 392.27
1375.63, 20.00, 392.27
1377.85, 20.00, 392.27
1380.08, 40.00, 392.27
1382.31, 30.00, 392.27
1384.53, 10.00, 392.27
1386.76, 20.00, 392.27
1388.99, 20.00, 392.27
1391.23, 10.00, 392.27
1393.45, 10.00, 392.27
1395.68, 19.90, 392.27
1397.93, 20.00, 392.27
1400.15, 20.00, 392.27
1402.38, 10.00, 392.27
1404.61, 30.00, 392.27
1406.83, 30.00, 392.27
1409.06, 10.00, 392.27
1411.30, 10.00, 392.27
1413.52, 30.00, 392.27
1415.75, 10.00, 392.27
1417.98, 30.00, 392.27
1420.21, 30.00, 392.27
1422.44, 20.00, 392.27
1424.68, 10.00, 392.27
1426.90, 20.00, 392.27
1429.12, 10.00, 392.27
1431.34, 30.00, 392.27
1433.57, 10.00, 392.27
1435.80, 20.00, 392.27
1438.03, 0.00, 392.27
1440.27, 10.00, 392.27
1442.50, 20.00, 392.27
1444.73, 10.00, 392.27
1446.95, 20.00, 392.27
1449.19, 10.00, 392.27
1451.42, 0.00, 392.27
1453.65, 10.00, 392.27
1455.87, 30.00, 392.27
1458.10, 10.00, 392.27
1460.32, 20.00, 392.27
1462.55, 30.00, 392.27
1464.79, 20.00, 392.27
1467.02, 10.00, 392.27
1469.25, 30.00, 392.27
1471.48, 10.00, 392.27
1473.70, 20.00, 392.27
1475.93, 10.00, 392.27
1478.15, 20.00, 392.27
1480.38, 20.00, 392.27
1482.60, 0.00, 392.27
1484.83, 40.00, 392.27
1487.05, 20.00, 392.27
1489.28, 40.00, 392.27
1491.52, 30.00, 392.27
1493.75, 20.00, 392.27
1495.97, 10.00, 392.27
1498.20, 20.00, 392.27
1500.43, 10.00, 392.27
1502.66, 20.00, 392.27
1504.88, 0.00, 392.27
1507.11, 10.00, 392.27
1509.34, 20.00, 392.27
1511.57, 20.00, 392.27
1513.80, 10.00, 392.27
1516.03, 10.00, 392.27
1518.25, 20.00, 392.27
1520.48, 10.00, 392.27
1522.70, 30.00, 392.27
1524.94, 10.00, 392.27
1527.17, 10.00, 392.27
1529.39, 10.00, 392.27
1531.63, 40.00, 392.27
1533.87, 30.00, 392.27
1536.12, 29.90, 392.27
1538.35, 10.00, 392.27
1540.58, 0.00, 392.27
1542.81, 39.90, 392.27
1545.04, 20.00, 392.27
1547.26, 10.00, 392.27
1549.49, 0.00, 392.27
1551.72, 20.00, 392.27
1553.95, 10.00, 392.27
1556.19, 10.00, 392.27
1558.42, 30.00, 392.27
1560.65, 0.00, 392.27
1562.88, 20.00, 392.27
1565.10, 0.00, 392.27
1567.33, 10.00, 392.27
1569.58, 30.00, 392.27
1571.80, 29.90, 392.27
1574.03, 20.00, 392.27
1576.27, 20.00, 392.27
1578.49, 20.00, 392.27
1580.73, 20.00, 392.27
1582.96, 10.00, 392.27
1585.21, 30.00, 392.27
1587.43, 0.00, 392.27
1589.66, 30.00, 392.27
1591.89, 10.00, 392.27
1594.13, 10.00, 392.27
1596.36, 20.00, 392.27
1598.58, 0.00, 392.27
1600.81, 20.00, 392.27
1603.03, 30.00, 392.27
1605.28, 0.00, 392.27
1607.53, 20.00, 392.27
1609.76, 30.00, 392.27
1611.98, 40.00, 392.27
1614.21, 10.00, 392.27
1616.44, 10.00, 392.27
1618.66, 10.00, 392.27
1620.89, 20.00, 392.27
1623.12, 20.00, 392.27
1625.36, 40.00, 392.27
1627.59, 0.00, 392.27
1629.83, 30.00, 392.27
1632.06, 0.00, 392.27
1634.29, 30.00, 392.27
1636.53, 30.00, 392.27
1638.76, 10.00, 392.27
1641.00, 10.00, 392.27
1643.24, 10.00, 392.27
1645.48, 10.00, 392.27
1647.71, 19.90, 392.27
1649.94, 10.00, 392.27
1652.17, 0.00, 392.27
1654.40, 10.00, 392.27
1656.63, 20.00, 392.27
1658.87, 10.00, 392.27
1661.10, 20.00, 392.27
1663.33, 40.00, 392.27
1665.57, 20.00, 392.27
1667.80, 20.00, 392.27
1670.03, 10.00, 392.27
1672.27, 30.00, 392.27
1674.51, 40.00, 392.27
1676.74, 20.00, 392.27
1678.98, 20.00, 392.27
1681.21, 10.00, 392.27
1683.44, 30.00, 392.27
1685.67, 10.00, 392.27
1687.90, 19.90, 392.27
1690.12, 30.00, 392.27
1692.37, 10.00, 392.27
1694.61, 40.00, 392.27
1696.83, 20.00, 392.27
1699.06, 10.00, 392.27
1701.29, 10.00, 392.27
1703.51, 30.00, 392.27
1705.74, 40.00, 392.27
1707.97, 10.00, 392.27
1710.22, 20.00, 392.27
1712.45, 30.00, 392.27
1714.68, 19.90, 392.27
1716.92, 30.00, 392.27
1719.15, 0.00, 392.27
1721.38, 40.00, 392.27
1723.60, 0.00, 392.27
1725.84, 20.00, 392.27
1728.07, 20.00, 392.27
1730.29, 10.00, 392.27
1732.52, 0.00, 392.27
1734.75, 10.00, 392.39
1736.98, 10.00, 392.39
1739.21, 20.00, 392.39
1741.43, 10.00, 392.39
1743.67, 20.00, 392.52
1745.90, 10.00, 392.52
1748.13, 30.00, 392.52
1750.36, 20.00, 392.52
1752.59, 10.00, 392.52
1754.83, 10.00, 392.52
1757.06, 20.00, 392.52
1759.30, 0.00, 392.52
1761.52, 20.00, 392.52
1763.75, 20.00, 392.52
1765.99, 30.00, 392.52
1768.22, 20.00, 392.52
1770.46, 20.00, 392.52
1772.68, 10.00, 392.52
1774.91, 20.00, 392.52
1777.14, 10.00, 392.52
1779.37, 10.00, 392.52
1781.60, 30.00, 392.52
1783.83, 40.00, 392.52
1786.06, 10.00, 392.52
1788.29, 30.00, 392.52
1790.52, 20.00, 392.52
1792.74, 10.00, 392.52
1794.98, 20.00, 392.52
1797.21, 30.00, 392.52
1799.45, 30.00, 392.52
1801.68, 20.00, 392.52
1803.90, 30.00, 392.52
1806.13, 0.00, 392.52
1808.35, 30.00, 392.52
