Time(s),Coverage(%),Number of running robots
1747729605.6,0.00,5
1747729606.6,12.77,5
1747729607.6,18.63,5
1747729608.6,19.81,5
1747729609.6,20.21,5
1747729610.6,20.56,5
1747729611.6,21.04,5
1747729612.6,21.62,5
1747729613.6,21.97,5
1747729614.6,22.15,5
1747729615.6,22.45,5
1747729616.6,22.74,5
1747729617.7,23.00,5
1747729618.7,23.36,5
1747729619.7,23.57,5
1747729620.7,23.66,5
1747729621.7,23.81,5
1747729622.7,24.04,5
1747729623.7,24.18,5
1747729624.7,24.45,5
1747729625.7,24.70,5
1747729626.7,24.84,5
1747729627.7,25.14,5
1747729628.7,25.26,5
1747729629.7,25.36,5
1747729630.7,25.46,5
1747729631.7,25.52,5
1747729632.7,25.55,5
1747729633.8,25.56,5
1747729634.8,25.62,5
1747729635.8,25.81,5
1747729636.8,26.21,5
1747729637.8,26.55,5
1747729638.8,26.74,5
1747729639.8,26.86,5
1747729640.8,27.04,5
1747729641.8,27.21,5
1747729642.8,27.30,5
1747729643.8,27.50,5
1747729644.8,27.63,5
1747729645.8,27.75,5
1747729646.8,27.80,5
1747729647.9,27.90,5
1747729648.9,28.03,5
1747729649.9,28.21,5
1747729650.9,28.39,5
1747729651.9,28.59,5
1747729652.9,28.70,5
1747729653.9,28.88,5
1747729654.9,29.05,5
1747729655.9,29.19,5
1747729656.9,29.39,5
1747729657.9,29.47,5
1747729659.0,29.54,5
1747729660.0,29.54,5
1747729661.0,29.58,5
1747729662.0,29.73,5
1747729663.0,29.88,5
1747729664.0,30.06,5
1747729665.0,30.22,5
1747729666.0,30.31,5
1747729667.0,30.40,5
1747729668.1,30.53,5
1747729669.1,30.72,5
1747729670.1,30.87,5
1747729671.1,31.01,5
1747729672.1,31.11,5
1747729673.1,31.25,5
1747729674.1,31.34,5
1747729675.1,31.49,5
1747729676.1,31.56,5
1747729677.1,31.59,5
1747729678.1,31.65,5
1747729679.1,31.71,5
1747729680.2,31.86,5
1747729681.2,31.90,5
1747729682.2,32.14,5
1747729683.2,32.50,5
1747729684.2,32.82,5
1747729685.2,32.91,5
1747729686.2,33.18,5
1747729687.2,33.40,5
1747729688.2,33.57,5
1747729689.2,33.72,5
1747729690.2,33.86,5
1747729691.2,33.98,5
1747729692.2,34.06,5
1747729693.3,34.27,5
1747729694.3,34.35,5
1747729695.3,34.46,5
1747729696.3,34.60,5
1747729697.3,34.73,5
1747729698.3,34.87,5
1747729699.3,34.88,5
1747729700.3,34.92,5
1747729701.3,34.99,5
1747729702.4,34.99,5
1747729703.4,35.00,5
1747729704.4,35.07,5
