Time(s),Coverage(%),Number of running robots
1.0,2.95,1
2.0,2.95,1
3.0,2.95,1
4.0,2.95,1
5.0,2.95,1
6.0,2.95,1
7.0,2.95,1
8.0,2.95,1
9.0,2.95,1
10.0,2.95,1
11.0,7.10,1
12.0,7.10,1
13.0,7.10,1
14.0,9.88,1
15.0,9.88,1
16.0,9.88,1
17.0,9.88,1
18.0,9.88,1
19.0,9.88,1
20.0,9.88,1
21.0,9.88,1
22.0,9.88,1
23.0,9.88,1
24.0,9.88,1
25.0,9.88,1
26.0,9.88,1
27.0,9.88,1
28.0,9.88,1
29.0,9.88,1
30.0,9.88,1
31.0,9.88,1
32.0,9.88,1
33.0,9.88,1
34.0,9.88,1
35.0,9.88,1
36.0,9.88,1
37.0,9.88,1
38.0,9.88,1
39.0,9.88,1
40.0,9.88,1
41.0,9.88,1
42.0,10.48,1
43.0,11.26,1
44.0,12.14,1
45.0,12.63,1
46.0,13.00,1
47.0,13.00,1
48.0,13.00,1
49.0,13.35,1
50.0,13.44,1
51.0,13.44,1
52.0,13.53,1
53.0,13.57,1
54.0,13.57,1
55.0,13.61,1
56.0,14.45,1
57.0,14.92,1
58.0,15.15,1
59.0,15.32,1
60.0,15.32,1
61.0,15.35,1
62.0,15.44,1
63.0,15.52,1
64.0,15.66,1
65.0,16.04,1
66.0,16.16,1
67.0,16.16,1
68.0,16.20,1
69.0,16.30,1
70.0,16.41,1
71.0,16.56,1
72.0,16.70,1
73.0,16.76,1
74.0,16.93,1
75.0,16.93,1
76.0,17.43,1
77.0,18.18,1
78.0,19.29,1
79.0,20.72,1
80.0,21.21,1
81.0,21.21,1
82.0,21.21,1
83.0,21.48,1
84.0,21.69,1
85.0,22.00,1
86.0,22.18,1
87.0,22.18,1
88.0,22.27,1
89.0,22.33,1
90.0,22.43,1
91.0,22.43,1
92.0,22.43,1
93.0,22.50,1
94.0,22.56,1
95.0,22.62,1
96.0,22.66,1
97.0,22.71,1
98.0,22.78,1
99.0,22.81,1
100.0,22.88,1
101.0,22.96,1
102.0,23.09,1
103.0,23.30,1
104.0,23.62,1
105.0,24.08,1
106.0,24.68,1
107.0,24.88,1
108.0,24.88,1
109.0,24.88,1
110.0,24.88,1
111.0,25.03,1
112.0,25.32,1
113.0,25.44,1
114.0,25.38,1
115.0,25.39,1
116.0,25.34,1
117.0,25.46,1
118.0,25.70,1
119.0,25.73,1
120.0,25.73,1
