Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 22.50, 0.00, 3.49, 1759.40, 15695.66
1.77, 0.80, 0.00, 136.51, 1827.94, 15695.66
3.28, 0.80, 0.00, 136.51, 1873.76, 15695.66
4.80, 0.80, 0.00, 136.51, 1875.58, 15695.66
6.32, 1.70, 0.00, 159.21, 1876.13, 15695.66
7.84, 10.00, 10.00, 159.21, 1858.65, 15695.66
9.36, 0.80, 10.00, 159.33, 1876.93, 15695.66
10.88, 1.70, 109.80, 163.24, 1879.93, 15695.66
12.39, 0.80, 10.00, 167.24, 1897.78, 15695.66
13.92, 3.40, 0.00, 170.41, 1896.36, 15695.66
15.44, 2.50, 0.00, 170.41, 1901.27, 15695.66
16.96, 1.70, 0.00, 170.41, 1898.82, 15695.66
18.48, 4.20, 0.00, 170.41, 1897.18, 15695.66
19.99, 3.30, 0.00, 170.53, 1895.53, 15695.66
21.51, 3.40, 0.00, 170.53, 1893.36, 15695.66
23.03, 2.50, 0.00, 170.53, 1883.08, 15695.66
24.55, 2.50, 0.00, 170.53, 1879.53, 15695.66
26.06, 3.30, 10.00, 170.66, 1875.00, 15695.66
27.58, 4.90, 0.00, 170.66, 1870.49, 15695.66
29.10, 3.30, 10.00, 170.66, 1866.93, 15695.66
30.62, 3.30, 10.00, 170.66, 1862.17, 15695.66
32.14, 3.30, 20.00, 170.66, 1856.84, 15695.66
33.66, 4.10, 0.00, 170.66, 1855.16, 15695.66
35.17, 2.50, 0.00, 170.66, 1855.39, 15695.66
36.70, 4.20, 10.00, 170.66, 1852.94, 15695.66
38.21, 4.20, 0.00, 170.66, 1854.64, 15695.66
39.73, 2.50, 10.00, 170.66, 1853.47, 15695.66
41.25, 2.50, 0.00, 170.66, 1855.43, 15695.66
42.77, 3.40, 0.00, 170.66, 1852.26, 15695.66
44.29, 3.40, 0.00, 170.78, 1847.86, 15695.66
45.80, 3.30, 10.00, 170.91, 1856.62, 15695.66
47.32, 3.30, 10.00, 171.16, 1851.86, 15695.66
48.84, 2.50, 0.00, 171.16, 1849.91, 15695.66
50.36, 4.20, 10.00, 171.16, 1852.61, 15695.66
51.88, 4.90, 0.00, 171.16, 1855.48, 15695.66
53.40, 2.50, 10.00, 171.16, 1849.60, 15695.66
54.92, 3.40, 10.00, 171.16, 1854.38, 15695.66
56.44, 4.20, 0.00, 171.16, 1854.73, 15695.66
57.96, 4.10, 10.00, 171.16, 1853.46, 15695.66
59.48, 4.10, 0.00, 171.16, 1855.61, 15695.66
61.00, 5.00, 0.00, 171.16, 1849.64, 15695.66
62.52, 5.00, 0.00, 171.16, 1847.47, 15695.66
64.03, 2.50, 0.00, 171.16, 1844.63, 15695.66
65.55, 2.50, 10.00, 171.28, 1843.02, 15695.66
67.07, 3.30, 0.00, 171.28, 1845.11, 15695.66
68.59, 5.00, 0.00, 171.28, 1841.82, 15695.66
70.11, 4.20, 10.00, 171.28, 1844.18, 15695.66
71.63, 5.00, 0.00, 171.28, 1843.14, 15695.66
73.15, 2.50, 10.00, 171.28, 1843.52, 15695.66
74.67, 5.00, 0.00, 171.41, 1843.79, 15695.66
76.19, 2.50, 10.00, 171.41, 1843.32, 15695.66
77.70, 5.00, 10.00, 171.41, 1841.11, 15695.66
79.23, 2.50, 10.00, 171.41, 1840.27, 15695.66
80.75, 2.50, 0.00, 171.41, 1841.94, 15695.66
82.27, 2.50, 0.00, 171.41, 1841.61, 15695.66
83.79, 3.30, 10.00, 171.41, 1849.12, 15695.66
85.31, 4.10, 0.00, 171.41, 1850.43, 15695.66
86.82, 1.70, 0.00, 171.41, 1852.01, 15695.66
88.34, 2.50, 0.00, 171.53, 1856.71, 15695.66
89.86, 2.50, 10.00, 171.53, 1855.71, 15695.66
91.38, 4.20, 0.00, 171.53, 1851.91, 15695.66
92.89, 4.10, 10.00, 171.66, 1848.46, 15695.66
94.41, 5.00, 10.00, 171.66, 1850.42, 15695.66
95.93, 5.00, 0.00, 171.66, 1849.39, 15695.66
97.45, 3.30, 0.00, 171.66, 1849.55, 15695.66
98.97, 5.00, 10.00, 171.66, 1854.52, 15695.66
100.49, 3.40, 0.00, 171.66, 1854.45, 15695.66
102.00, 2.50, 10.00, 171.66, 1857.11, 15695.66
103.52, 4.10, 0.00, 171.66, 1851.42, 15695.66
105.04, 3.30, 0.00, 171.66, 1855.92, 15695.66
106.56, 2.50, 10.00, 171.66, 1854.97, 15695.66
108.08, 3.30, 0.00, 170.85, 1852.36, 15695.66
109.61, 6.60, 0.00, 170.85, 1851.29, 15695.66
111.12, 5.80, 10.00, 170.85, 1845.71, 15695.66
112.64, 5.00, 0.00, 170.85, 1846.80, 15695.66
114.16, 2.50, 0.00, 170.85, 1845.14, 15695.66
115.68, 3.30, 10.00, 170.85, 1852.62, 15695.66
117.20, 3.30, 10.00, 170.85, 1852.16, 15695.66
118.71, 4.10, 10.00, 170.98, 1850.29, 15695.66
120.23, 5.00, 0.00, 170.98, 1844.64, 15695.66
121.76, 5.00, 0.00, 171.10, 1842.84, 15695.66
123.27, 3.40, 10.00, 171.10, 1851.58, 15695.66
124.79, 3.40, 0.00, 171.10, 1845.21, 15695.66
126.31, 3.30, 0.00, 171.23, 1846.13, 15695.66
127.83, 2.50, 10.00, 171.23, 1849.72, 15695.66
