Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 16.80, 0.00, 3.46, 1705.02, 15695.66
1.56, 0.80, 0.00, 67.04, 1775.88, 15695.66
2.88, 9.20, 0.00, 67.04, 1821.41, 15695.66
4.19, 0.00, 0.00, 67.04, 1841.31, 15695.66
5.51, 0.00, 0.00, 67.04, 1837.59, 15695.66
7.83, 15.80, 30.00, 379.54, 1970.80, 15695.66
10.15, 2.50, 40.00, 379.67, 1990.28, 15695.66
12.47, 1.70, 10.00, 379.67, 1975.92, 15695.66
14.79, 1.70, 10.00, 379.67, 1951.75, 15695.66
17.12, 3.30, 10.00, 379.67, 1937.51, 15695.66
19.44, 2.50, 19.90, 379.79, 1923.95, 15695.66
21.76, 3.30, 10.00, 379.79, 1910.17, 15695.66
24.08, 12.50, 20.00, 379.79, 1906.99, 15695.66
26.40, 3.30, 0.00, 379.79, 1902.54, 15695.66
28.72, 21.50, 30.00, 379.79, 1903.62, 15695.66
31.04, 2.50, 30.00, 379.79, 1905.06, 15695.66
33.37, 21.00, 20.00, 379.79, 1905.79, 15695.66
35.69, 2.50, 30.00, 379.79, 1899.35, 15695.66
38.02, 22.30, 10.00, 379.79, 1895.35, 15695.66
40.34, 3.30, 10.00, 379.79, 1889.36, 15695.66
42.66, 10.80, 0.00, 379.79, 1890.51, 15695.66
44.98, 1.70, 0.00, 379.79, 1891.48, 15695.66
47.32, 10.90, 10.00, 379.79, 1895.95, 15695.66
49.64, 3.30, 10.00, 379.79, 1888.36, 15695.66
51.96, 5.10, 0.00, 379.79, 1889.40, 15695.66
54.28, 4.20, 30.00, 379.79, 1892.53, 15695.66
56.61, 2.50, 10.00, 379.79, 1893.26, 15695.66
58.92, 10.00, 10.00, 379.79, 1893.51, 15695.66
61.25, 3.40, 30.00, 379.79, 1893.54, 15695.66
63.57, 15.00, 20.00, 379.79, 1897.02, 15695.66
65.90, 2.50, 20.00, 379.79, 1892.09, 15695.66
68.22, 13.40, 29.90, 379.79, 1895.26, 15695.66
70.54, 2.50, 0.00, 379.92, 1899.94, 15695.66
72.86, 18.30, 30.00, 379.92, 1899.38, 15695.66
75.18, 1.70, 20.00, 380.04, 1894.96, 15695.66
77.50, 5.00, 20.00, 380.04, 1895.20, 15695.66
79.82, 2.50, 20.00, 380.17, 1891.99, 15695.66
82.14, 13.30, 10.00, 380.42, 1893.20, 15695.66
84.46, 2.50, 10.00, 380.42, 1893.93, 15695.66
86.79, 4.20, 30.00, 380.42, 1890.61, 15695.66
89.11, 2.50, 30.00, 380.42, 1890.11, 15695.66
91.44, 4.20, 30.00, 380.42, 1888.20, 15695.66
93.76, 3.30, 20.00, 380.42, 1883.55, 15695.66
96.09, 2.50, 30.00, 380.42, 1882.29, 15695.66
98.41, 5.00, 40.00, 380.54, 1883.03, 15695.66
100.73, 2.50, 20.00, 380.54, 1887.26, 15695.66
103.05, 11.80, 0.00, 380.54, 1888.48, 15695.66
105.37, 2.50, 0.00, 380.54, 1888.96, 15695.66
107.70, 14.00, 10.00, 380.54, 1889.68, 15695.66
110.02, 1.70, 30.00, 380.54, 1883.28, 15695.66
112.34, 17.10, 20.00, 380.54, 1888.25, 15695.66
114.66, 1.70, 30.00, 380.54, 1898.34, 15695.66
116.98, 12.90, 10.00, 380.54, 1897.23, 15695.66
119.30, 5.80, 30.00, 380.54, 1899.42, 15695.66
121.62, 5.80, 10.00, 380.67, 1899.84, 15695.66
123.94, 2.50, 20.00, 380.79, 1900.38, 15695.66
