Time(s),Coverage(%),Number of running robots
1.0,0.00,5
2.0,0.00,5
3.0,0.00,5
4.0,12.81,5
5.0,17.98,5
6.0,19.13,5
7.0,19.51,5
8.0,19.86,5
9.0,20.30,5
10.0,20.98,5
11.0,21.36,5
12.0,21.52,5
13.0,21.66,5
14.0,21.85,5
15.0,22.11,5
16.0,22.45,5
17.0,22.67,5
18.0,22.85,5
19.0,23.03,5
20.0,23.12,5
21.0,23.27,5
22.0,23.33,5
23.0,23.41,5
24.0,23.46,5
25.0,23.55,5
26.0,23.61,5
27.0,23.69,5
28.0,23.75,5
29.0,23.81,5
30.0,23.91,5
31.0,23.98,5
32.0,24.10,5
33.0,24.25,5
34.0,24.33,5
35.0,24.43,5
36.0,24.49,5
37.0,24.51,5
38.0,24.55,5
39.0,24.55,5
40.0,24.54,5
41.0,24.54,5
42.0,24.55,5
43.0,24.58,5
44.0,24.59,5
45.0,24.61,5
46.0,24.64,5
47.0,24.68,5
48.0,24.69,5
49.0,24.72,5
50.0,24.82,5
51.0,25.00,5
52.0,25.19,5
53.0,25.30,5
54.0,25.42,5
55.0,25.54,5
56.0,25.66,5
57.0,25.73,5
58.0,25.92,5
59.0,26.19,5
60.0,26.57,5
61.0,26.90,5
62.0,27.13,5
63.0,27.33,5
64.0,27.47,5
65.0,27.63,5
66.0,27.87,5
67.0,27.97,5
68.0,28.03,5
69.0,28.11,5
70.0,28.34,5
71.0,28.48,5
72.0,28.59,5
73.0,28.71,5
74.0,28.97,5
75.0,29.15,5
76.0,29.47,5
77.0,29.68,5
78.0,29.85,5
79.0,30.43,5
80.0,31.14,5
81.0,32.12,5
82.0,32.82,5
83.0,33.86,5
84.0,34.62,5
85.0,35.38,5
86.0,36.10,5
87.0,36.71,5
88.0,37.20,5
89.0,37.63,5
90.0,37.96,5
91.0,38.29,5
92.0,38.41,5
93.0,38.48,5
94.0,38.55,5
95.0,38.66,5
96.0,38.80,5
97.0,38.91,5
98.0,39.08,5
99.0,39.22,5
100.0,39.31,5
101.0,39.47,5
102.0,39.55,5
103.0,39.69,5
104.0,39.86,5
105.0,39.92,5
106.0,40.06,5
107.0,40.13,5
108.0,40.19,5
109.0,40.24,5
110.0,40.27,5
111.0,40.05,5
112.0,40.09,5
113.0,40.14,5
114.0,40.16,5
115.0,40.23,5
116.0,40.33,5
117.0,40.36,5
118.0,40.44,5
119.0,40.50,5
120.0,40.56,5
