Time(s),Coverage(%),Number of running robots
1.0,0.00,8
2.0,0.00,8
3.0,0.00,8
4.0,14.45,8
5.0,17.84,8
6.0,19.47,8
7.0,19.78,8
8.0,20.00,8
9.0,20.14,8
10.0,20.26,8
11.0,20.41,8
12.0,20.79,8
13.0,20.97,8
14.0,21.20,8
15.0,21.39,8
16.0,21.47,8
17.0,21.55,8
18.0,21.70,8
19.0,21.73,8
20.0,21.83,8
21.0,21.93,8
22.0,22.06,8
23.0,22.14,8
24.0,22.23,8
25.0,22.41,8
26.0,22.55,8
27.0,22.68,8
28.0,22.74,8
29.0,22.86,8
30.0,22.96,8
31.0,23.09,8
32.0,23.13,8
33.0,23.18,8
34.0,23.31,8
35.0,23.36,8
36.0,23.51,8
37.0,23.61,8
38.0,23.71,8
39.0,23.84,8
40.0,23.94,8
41.0,24.06,8
42.0,24.12,8
43.0,24.19,8
44.0,24.22,8
45.0,24.27,8
46.0,24.32,8
47.0,24.36,8
48.0,24.37,8
49.0,24.44,8
50.0,24.52,8
51.0,24.57,8
52.0,24.61,8
53.0,24.64,8
54.0,24.71,8
55.0,24.78,8
56.0,24.91,8
57.0,25.00,8
58.0,25.09,8
59.0,25.16,8
60.0,25.25,8
61.0,25.30,8
62.0,25.36,8
63.0,25.42,8
64.0,25.45,8
65.0,25.47,8
66.0,25.62,8
67.0,25.94,8
68.0,26.33,8
69.0,26.67,8
70.0,26.91,8
71.0,27.39,8
72.0,27.94,8
73.0,28.24,8
74.0,28.54,8
75.0,29.10,8
76.0,29.31,8
77.0,29.65,8
78.0,29.95,8
79.0,30.08,8
80.0,30.35,8
81.0,30.52,8
82.0,30.72,8
83.0,30.86,8
84.0,31.18,8
85.0,31.56,8
86.0,31.91,8
87.0,32.44,8
88.0,32.70,8
89.0,33.10,8
90.0,33.48,8
91.0,33.85,8
92.0,34.27,8
93.0,34.61,8
94.0,34.78,8
95.0,34.99,8
96.0,35.09,8
97.0,35.24,8
98.0,35.41,8
99.0,35.54,8
100.0,35.59,8
101.0,35.59,8
102.0,35.72,8
103.0,35.84,8
104.0,35.98,8
105.0,36.06,8
106.0,36.21,8
107.0,36.47,8
108.0,36.61,8
109.0,36.76,8
110.0,36.86,8
111.0,36.96,8
112.0,37.02,8
113.0,37.09,8
114.0,37.15,8
115.0,37.15,8
116.0,37.56,8
117.0,37.73,8
118.0,37.95,8
119.0,38.05,8
120.0,38.26,8
