Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 19.20, 0.00, 3.56, 1758.55, 15695.66
1.56, 0.00, 0.00, 67.34, 1823.46, 15695.66
2.88, 9.10, 0.00, 67.34, 1879.82, 15695.66
4.20, 0.00, 0.00, 67.46, 1868.64, 15695.66
5.51, 0.00, 0.00, 67.46, 1853.16, 15695.66
8.44, 6.60, 10.00, 569.44, 2076.35, 15695.66
11.37, 4.20, 20.00, 569.44, 2103.09, 15695.66
14.29, 10.00, 40.00, 569.44, 2097.04, 15695.66
17.22, 2.50, 20.00, 569.69, 2093.65, 15695.66
20.14, 11.90, 60.00, 569.81, 2091.98, 15695.66
23.07, 13.30, 30.00, 569.81, 2090.18, 15695.66
25.99, 11.60, 20.00, 570.06, 2083.86, 15695.66
28.92, 26.90, 0.00, 570.06, 2082.07, 15695.66
31.84, 5.00, 10.00, 570.19, 2079.98, 15695.66
34.76, 24.80, 50.00, 570.19, 2074.91, 15695.66
37.69, 25.20, 40.00, 570.19, 2070.72, 15695.66
40.62, 3.40, 40.00, 570.31, 2071.37, 15695.66
43.55, 23.10, 29.90, 570.31, 2072.57, 15695.66
46.48, 13.60, 40.00, 570.31, 2068.75, 15695.66
49.41, 14.30, 30.00, 570.31, 2070.29, 15695.66
52.33, 22.70, 30.00, 570.31, 2075.84, 15695.66
55.26, 10.00, 30.00, 570.31, 2069.42, 15695.66
58.18, 26.20, 0.00, 570.31, 2071.06, 15695.66
61.11, 13.60, 20.00, 570.31, 2067.46, 15695.66
64.03, 4.20, 20.00, 570.31, 2068.48, 15695.66
66.96, 19.80, 10.00, 570.31, 2080.41, 15695.66
69.88, 20.70, 10.00, 570.31, 2081.16, 15695.66
72.80, 9.20, 30.00, 570.31, 2080.68, 15695.66
75.73, 25.20, 40.00, 570.31, 2079.83, 15695.66
78.66, 10.90, 20.00, 570.31, 2079.10, 15695.66
81.59, 12.40, 30.00, 570.56, 2077.30, 15695.66
84.52, 22.70, 40.00, 570.56, 2082.93, 15695.66
87.44, 4.20, 20.00, 570.81, 2083.90, 15695.66
90.37, 25.80, 20.00, 570.94, 2084.50, 15695.66
93.30, 22.50, 30.00, 570.94, 2087.66, 15695.66
96.24, 6.80, 70.00, 570.94, 2086.24, 15695.66
99.17, 23.30, 30.00, 571.06, 2091.32, 15695.66
102.11, 21.20, 40.00, 571.06, 2085.91, 15695.66
105.03, 7.50, 50.00, 571.31, 2094.06, 15695.66
107.96, 21.20, 30.00, 571.31, 2093.79, 15695.66
110.89, 16.10, 59.90, 571.44, 2090.16, 15695.66
113.82, 8.30, 30.00, 571.44, 2090.57, 15695.66
116.74, 22.50, 60.00, 571.44, 2092.30, 15695.66
119.67, 5.90, 0.00, 571.56, 2095.80, 15695.66
122.59, 12.60, 30.00, 571.56, 2092.68, 15695.66
