Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 16.80, 0.00, 3.57, 1719.46, 15695.66
1.53, 0.00, 0.00, 67.18, 1769.94, 15695.66
2.85, 8.30, 0.00, 67.18, 1826.57, 15695.66
4.17, 0.00, 0.00, 67.30, 1830.06, 15695.66
5.48, 0.00, 0.00, 67.30, 1814.10, 15695.66
7.81, 5.80, 30.00, 379.99, 1987.27, 15695.66
10.13, 4.10, 30.00, 379.99, 2008.50, 15695.66
12.45, 4.10, 0.00, 379.99, 1991.07, 15695.66
14.77, 2.50, 20.00, 379.99, 1976.51, 15695.66
17.09, 1.70, 0.00, 379.99, 1960.52, 15695.66
19.41, 3.40, 10.00, 379.99, 1939.02, 15695.66
21.74, 2.50, 10.00, 379.99, 1928.75, 15695.66
24.06, 19.30, 20.00, 379.99, 1919.89, 15695.66
26.38, 1.70, 0.00, 379.99, 1914.79, 15695.66
28.70, 24.60, 10.00, 379.99, 1904.80, 15695.66
31.02, 3.30, 30.00, 380.11, 1902.66, 15695.66
33.35, 25.40, 10.00, 380.11, 1900.93, 15695.66
35.67, 3.30, 10.00, 380.11, 1898.04, 15695.66
38.00, 14.20, 20.00, 380.11, 1898.08, 15695.66
40.32, 4.10, 10.00, 380.11, 1898.91, 15695.66
42.66, 10.20, 30.00, 380.11, 1903.59, 15695.66
44.98, 3.30, 20.00, 380.11, 1904.14, 15695.66
47.30, 10.90, 10.00, 380.36, 1905.00, 15695.66
49.62, 1.70, 30.00, 380.49, 1906.57, 15695.66
51.96, 2.50, 20.00, 380.49, 1907.36, 15695.66
54.28, 4.20, 20.00, 380.49, 1898.92, 15695.66
56.60, 3.30, 9.90, 380.49, 1900.69, 15695.66
58.92, 2.50, 0.00, 380.49, 1901.87, 15695.66
61.24, 5.00, 10.00, 380.49, 1902.61, 15695.66
63.57, 10.20, 10.00, 380.49, 1903.03, 15695.66
65.89, 2.50, 30.00, 380.49, 1900.74, 15695.66
68.21, 13.70, 20.00, 380.49, 1902.26, 15695.66
70.53, 4.10, 30.00, 380.61, 1901.66, 15695.66
72.85, 8.50, 10.00, 380.61, 1902.70, 15695.66
75.17, 2.50, 10.00, 380.61, 1903.68, 15695.66
77.50, 8.40, 10.00, 380.61, 1902.17, 15695.66
79.82, 3.30, 20.00, 380.61, 1904.14, 15695.66
82.16, 11.00, 10.00, 380.74, 1905.26, 15695.66
84.48, 3.30, 10.00, 380.74, 1905.89, 15695.66
86.80, 5.90, 10.00, 380.74, 1906.93, 15695.66
89.12, 1.70, 20.00, 380.74, 1909.02, 15695.66
91.45, 2.50, 20.00, 380.74, 1909.32, 15695.66
93.77, 2.50, 30.00, 380.74, 1909.32, 15695.66
96.10, 2.50, 10.00, 380.74, 1910.66, 15695.66
98.42, 4.20, 20.00, 380.86, 1911.47, 15695.66
100.74, 3.30, 0.00, 380.86, 1911.75, 15695.66
103.06, 11.50, 20.00, 380.86, 1912.98, 15695.66
105.38, 3.30, 10.00, 380.86, 1913.37, 15695.66
107.70, 12.60, 10.00, 380.86, 1912.91, 15695.66
110.02, 3.30, 10.00, 380.86, 1911.10, 15695.66
112.34, 16.00, 10.00, 380.86, 1911.93, 15695.66
114.66, 2.50, 59.80, 380.86, 1911.13, 15695.66
116.98, 10.80, 10.00, 380.86, 1913.01, 15695.66
119.30, 5.00, 10.00, 380.99, 1913.72, 15695.66
121.62, 5.00, 0.00, 380.99, 1914.19, 15695.66
123.95, 2.50, 39.90, 380.99, 1914.88, 15695.66
