Time(s),Coverage(%),Number of running robots
1.0,7.71,2
2.0,7.71,2
3.0,7.71,2
4.0,7.71,2
5.0,7.71,2
6.0,7.71,2
7.0,7.71,2
8.0,7.71,2
9.0,7.71,2
10.0,7.71,2
11.0,11.78,2
12.0,11.78,2
13.0,12.06,2
14.0,12.25,2
15.0,12.25,2
16.0,12.49,2
17.0,12.87,2
18.0,13.13,2
19.0,13.15,2
20.0,13.44,2
21.0,14.29,2
22.0,15.40,2
23.0,15.78,2
24.0,15.95,2
25.0,16.03,2
26.0,16.16,2
27.0,16.40,2
28.0,16.55,2
29.0,16.56,2
30.0,16.62,2
31.0,16.84,2
32.0,17.04,2
33.0,17.34,2
34.0,17.89,2
35.0,18.77,2
36.0,19.78,2
37.0,20.84,2
38.0,21.16,2
39.0,21.16,2
40.0,21.34,2
41.0,21.50,2
42.0,21.77,2
43.0,22.00,2
44.0,22.24,2
45.0,22.52,2
46.0,22.72,2
47.0,23.01,2
48.0,23.49,2
49.0,24.03,2
50.0,24.69,2
51.0,25.17,2
52.0,26.12,2
53.0,26.90,2
54.0,27.18,2
55.0,27.29,2
56.0,27.73,2
57.0,27.98,2
58.0,28.31,2
59.0,28.73,2
60.0,29.17,2
61.0,29.45,2
62.0,29.51,2
63.0,29.75,2
64.0,30.65,2
65.0,31.06,2
66.0,31.41,2
67.0,31.63,2
68.0,32.42,2
69.0,33.12,2
70.0,33.97,2
71.0,34.25,2
72.0,34.34,2
73.0,34.42,2
74.0,34.59,2
75.0,34.71,2
76.0,34.82,2
77.0,34.89,2
78.0,35.07,2
79.0,35.25,2
80.0,35.45,2
81.0,35.54,2
82.0,35.61,2
83.0,35.77,2
84.0,36.09,2
85.0,36.96,2
86.0,38.01,2
87.0,38.74,2
88.0,38.74,2
89.0,38.76,2
90.0,38.91,2
91.0,39.32,2
92.0,39.83,2
93.0,40.00,2
94.0,40.06,2
95.0,40.20,2
96.0,40.41,2
97.0,40.52,2
98.0,40.68,2
99.0,40.88,2
100.0,40.89,2
101.0,40.95,2
102.0,41.14,2
103.0,41.34,2
104.0,41.40,2
105.0,41.50,2
106.0,41.57,2
107.0,41.69,2
108.0,41.77,2
109.0,41.85,2
110.0,42.07,2
111.0,42.23,2
112.0,42.82,2
113.0,44.46,2
114.0,45.41,2
115.0,46.32,2
116.0,47.65,2
117.0,47.84,2
118.0,47.89,2
119.0,48.45,2
120.0,48.52,2
