Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 22.50, 0.00, 3.62, 1804.91, 15695.66
1.75, 1.70, 0.00, 137.09, 1983.09, 15695.66
3.26, 1.70, 10.00, 137.09, 1987.45, 15695.66
4.78, 0.80, 0.00, 137.09, 1919.01, 15695.66
6.30, 0.80, 0.00, 159.76, 1961.86, 15695.66
7.82, 10.00, 0.00, 160.01, 1949.23, 15695.66
9.34, 1.70, 0.00, 160.26, 1944.28, 15695.66
10.86, 0.80, 109.80, 164.29, 1930.79, 15695.66
12.38, 2.50, 10.00, 168.16, 1930.69, 15695.66
13.90, 2.50, 10.00, 171.19, 1887.92, 15695.66
15.42, 3.30, 10.00, 171.19, 1889.44, 15695.66
16.94, 2.50, 0.00, 171.19, 1883.16, 15695.66
18.46, 1.70, 0.00, 171.19, 1881.29, 15695.66
19.98, 1.70, 10.00, 171.19, 1886.56, 15695.66
21.50, 3.40, 10.00, 171.19, 1880.88, 15695.66
23.02, 2.50, 10.00, 171.19, 1878.91, 15695.66
24.53, 2.50, 0.00, 171.19, 1870.81, 15695.66
26.05, 1.70, 10.00, 171.19, 1867.29, 15695.66
27.58, 1.70, 0.00, 171.19, 1866.34, 15695.66
29.10, 2.50, 0.00, 171.31, 1871.00, 15695.66
30.62, 2.50, 10.00, 171.31, 1871.49, 15695.66
32.14, 2.50, 10.00, 171.31, 1872.23, 15695.66
33.66, 2.50, 10.00, 171.31, 1873.64, 15695.66
35.17, 1.70, 20.00, 171.31, 1862.79, 15695.66
36.69, 1.70, 0.00, 171.31, 1862.50, 15695.66
38.21, 1.70, 20.00, 171.44, 1858.01, 15695.66
39.73, 3.40, 10.00, 171.44, 1864.32, 15695.66
41.25, 2.60, 0.00, 171.56, 1865.02, 15695.66
42.76, 2.50, 0.00, 171.56, 1868.57, 15695.66
44.28, 2.50, 0.00, 171.56, 1861.89, 15695.66
45.80, 2.50, 0.00, 171.56, 1857.56, 15695.66
47.32, 1.70, 10.00, 171.69, 1867.76, 15695.66
48.84, 3.30, 0.00, 171.69, 1871.01, 15695.66
50.36, 2.50, 10.00, 171.69, 1869.70, 15695.66
51.88, 2.50, 0.00, 171.81, 1868.12, 15695.66
53.40, 2.50, 10.00, 171.81, 1868.35, 15695.66
54.91, 2.50, 10.00, 171.81, 1873.55, 15695.66
56.43, 2.50, 10.00, 171.81, 1871.54, 15695.66
57.95, 2.50, 0.00, 171.81, 1867.67, 15695.66
59.47, 4.20, 10.00, 171.81, 1867.39, 15695.66
60.99, 4.20, 10.00, 171.81, 1869.47, 15695.66
62.51, 2.50, 0.00, 171.94, 1867.33, 15695.66
64.03, 2.50, 10.00, 171.94, 1871.53, 15695.66
65.55, 5.00, 0.00, 171.94, 1867.76, 15695.66
67.07, 4.10, 0.00, 171.94, 1873.88, 15695.66
68.59, 2.50, 10.00, 171.94, 1875.41, 15695.66
70.11, 4.10, 0.00, 171.94, 1874.76, 15695.66
71.62, 0.90, 0.00, 171.94, 1865.43, 15695.66
73.14, 2.50, 10.00, 171.94, 1868.14, 15695.66
74.66, 1.70, 0.00, 171.94, 1874.41, 15695.66
76.19, 2.50, 0.00, 171.94, 1870.29, 15695.66
77.71, 1.70, 0.00, 171.94, 1870.52, 15695.66
79.23, 1.70, 10.00, 172.06, 1875.25, 15695.66
80.74, 2.50, 0.00, 172.06, 1878.49, 15695.66
82.26, 4.10, 0.00, 172.06, 1872.62, 15695.66
83.78, 4.20, 0.00, 172.06, 1870.35, 15695.66
85.30, 2.50, 10.00, 172.06, 1868.14, 15695.66
86.82, 3.40, 10.00, 172.06, 1868.37, 15695.66
88.33, 5.00, 10.00, 172.06, 1869.93, 15695.66
89.85, 1.70, 0.00, 172.06, 1873.64, 15695.66
91.37, 1.70, 10.00, 172.06, 1868.55, 15695.66
92.89, 2.50, 0.00, 172.06, 1866.67, 15695.66
94.41, 2.50, 10.00, 172.31, 1870.28, 15695.66
95.93, 1.70, 10.00, 172.31, 1869.51, 15695.66
97.45, 2.50, 10.00, 172.31, 1864.04, 15695.66
98.97, 4.10, 10.00, 172.31, 1867.02, 15695.66
100.49, 3.30, 19.90, 172.31, 1871.59, 15695.66
102.01, 0.90, 0.00, 172.31, 1878.05, 15695.66
103.53, 2.50, 0.00, 172.31, 1878.77, 15695.66
105.04, 3.30, 0.00, 172.31, 1887.57, 15695.66
106.56, 1.70, 10.00, 172.31, 1876.35, 15695.66
108.08, 1.70, 0.00, 172.31, 1876.12, 15695.66
109.60, 2.50, 0.00, 172.31, 1872.97, 15695.66
111.12, 3.30, 0.00, 172.31, 1868.81, 15695.66
112.64, 5.90, 0.00, 172.31, 1864.90, 15695.66
114.16, 1.70, 10.00, 171.53, 1872.30, 15695.66
115.67, 2.50, 10.00, 171.53, 1873.21, 15695.66
117.19, 2.50, 10.00, 171.53, 1869.82, 15695.66
118.71, 5.00, 10.00, 171.66, 1874.96, 15695.66
120.23, 3.30, 0.00, 171.66, 1868.02, 15695.66
121.75, 1.70, 0.00, 171.66, 1871.65, 15695.66
123.27, 3.40, 10.00, 171.66, 1871.04, 15695.66
124.79, 1.70, 0.00, 171.66, 1870.19, 15695.66
126.32, 2.50, 0.00, 171.66, 1871.70, 15695.66
127.84, 3.30, 0.00, 171.66, 1875.55, 15695.66
