Time(s),Coverage(%),Number of running robots
1.0,7.73,2
2.0,7.73,2
3.0,7.73,2
4.0,7.73,2
5.0,7.73,2
6.0,7.73,2
7.0,7.73,2
8.0,7.73,2
9.0,7.73,2
10.0,7.73,2
11.0,11.82,2
12.0,12.04,2
13.0,12.09,2
14.0,12.34,2
15.0,12.37,2
16.0,12.37,2
17.0,12.48,2
18.0,12.50,2
19.0,12.53,2
20.0,12.58,2
21.0,12.81,2
22.0,13.30,2
23.0,13.67,2
24.0,14.63,2
25.0,15.47,2
26.0,15.87,2
27.0,15.88,2
28.0,15.93,2
29.0,15.90,2
30.0,16.18,2
31.0,16.26,2
32.0,16.27,2
33.0,16.32,2
34.0,16.48,2
35.0,16.60,2
36.0,16.79,2
37.0,16.93,2
38.0,17.10,2
39.0,17.42,2
40.0,17.68,2
41.0,17.99,2
42.0,18.12,2
43.0,18.23,2
44.0,18.29,2
45.0,18.44,2
46.0,18.80,2
47.0,19.21,2
48.0,19.41,2
49.0,19.66,2
50.0,19.81,2
51.0,20.11,2
52.0,20.36,2
53.0,21.17,2
54.0,21.75,2
55.0,22.08,2
56.0,22.43,2
57.0,22.67,2
58.0,23.02,2
59.0,23.04,2
60.0,23.14,2
61.0,23.26,2
62.0,23.66,2
63.0,24.03,2
64.0,24.33,2
65.0,25.29,2
66.0,25.77,2
67.0,26.25,2
68.0,26.78,2
69.0,27.46,2
70.0,27.85,2
71.0,28.08,2
72.0,28.27,2
73.0,28.45,2
74.0,28.66,2
75.0,28.80,2
76.0,29.11,2
77.0,29.76,2
78.0,30.35,2
79.0,30.51,2
80.0,30.72,2
81.0,31.24,2
82.0,31.66,2
83.0,32.17,2
84.0,32.75,2
85.0,33.41,2
86.0,33.82,2
87.0,34.38,2
88.0,34.86,2
89.0,35.49,2
90.0,35.59,2
91.0,35.99,2
92.0,36.29,2
93.0,36.60,2
94.0,36.76,2
95.0,36.81,2
96.0,36.84,2
97.0,36.87,2
98.0,36.87,2
99.0,36.87,2
100.0,36.87,2
101.0,37.40,2
102.0,39.01,2
103.0,40.18,2
104.0,40.53,2
105.0,40.53,2
106.0,40.81,2
107.0,41.09,2
108.0,41.33,2
109.0,41.43,2
110.0,41.48,2
111.0,41.49,2
112.0,41.50,2
113.0,41.50,2
114.0,41.52,2
115.0,41.53,2
116.0,41.55,2
117.0,41.77,2
118.0,42.09,2
119.0,42.32,2
120.0,42.39,2
