Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 20.00, 0.00, 3.62, 1813.73, 15695.66
1.56, 5.90, 0.00, 67.38, 2038.35, 15695.66
2.88, 12.50, 0.00, 67.38, 2093.92, 15695.66
4.20, 0.80, 0.00, 67.50, 2093.75, 15695.66
5.52, 0.00, 0.00, 67.50, 2082.44, 15695.66
11.20, 100.00, 90.00, 1393.26, 2472.14, 15695.66
16.73, 19.00, 60.00, 1415.39, 2861.78, 15695.66
22.30, 39.80, 59.90, 1415.77, 2835.28, 15695.66
27.87, 38.70, 10.00, 1416.27, 2809.60, 15695.66
33.41, 34.50, 50.00, 1416.64, 2793.93, 15695.66
38.97, 36.90, 30.00, 1416.89, 2794.73, 15695.66
44.52, 33.60, 49.90, 1417.14, 2798.79, 15695.66
50.07, 34.20, 70.00, 1417.52, 2801.76, 15695.66
55.61, 32.50, 50.00, 1418.14, 2795.73, 15695.66
61.17, 33.30, 80.00, 1418.77, 2799.66, 15695.66
66.71, 30.30, 50.00, 1419.77, 2792.92, 15695.66
72.28, 34.40, 59.80, 1420.39, 2790.13, 15695.66
77.83, 32.80, 70.00, 1421.27, 2797.38, 15695.66
83.38, 30.80, 60.00, 1421.77, 2797.75, 15695.66
88.94, 33.30, 100.00, 1422.14, 2801.40, 15695.66
94.48, 33.60, 60.00, 1422.52, 2796.41, 15695.66
100.02, 33.60, 50.00, 1423.14, 2797.11, 15695.66
105.56, 31.40, 90.00, 1419.14, 2804.71, 15695.66
111.10, 33.90, 40.00, 1417.84, 2805.50, 15695.66
116.65, 27.50, 90.00, 1408.14, 2801.38, 15695.66
122.19, 30.50, 50.00, 1407.38, 2803.51, 15695.66
