Time(s),Coverage(%),Number of running robots
1747746440.3,0.00,13
1747746441.3,16.36,13
1747746442.3,16.36,13
1747746443.3,16.36,13
1747746444.3,16.36,13
1747746445.3,16.36,13
1747746446.4,16.36,13
1747746447.4,16.36,13
1747746448.4,16.36,13
1747746449.5,16.36,13
1747746450.5,16.36,13
1747746451.5,16.36,13
1747746452.6,16.36,13
1747746453.6,16.36,13
1747746454.6,16.36,13
1747746455.6,17.30,13
1747746456.6,19.71,13
1747746457.6,21.38,13
1747746458.6,22.62,13
1747746459.7,23.71,13
1747746460.7,24.38,13
1747746461.7,25.42,13
1747746462.7,25.74,13
1747746463.7,26.32,13
1747746464.7,26.36,13
1747746465.7,26.68,13
1747746466.7,27.05,13
1747746467.8,27.36,13
1747746468.8,27.53,13
1747746469.8,27.79,13
1747746470.8,28.20,13
1747746471.8,28.54,13
1747746472.8,28.54,13
1747746473.8,28.57,13
1747746474.8,28.73,13
1747746475.9,28.80,13
1747746476.9,29.18,13
1747746477.9,29.32,13
1747746479.0,29.38,13
1747746480.0,29.38,13
1747746481.0,29.61,13
1747746482.1,29.62,13
1747746483.1,29.82,13
1747746484.1,29.85,13
1747746485.1,30.16,13
1747746486.1,30.16,13
1747746487.2,30.36,13
1747746488.2,30.53,13
1747746489.2,30.65,13
1747746490.2,30.89,13
1747746491.3,31.03,13
1747746492.3,31.32,13
1747746493.3,31.47,13
1747746494.4,31.83,13
1747746495.4,32.09,13
1747746496.4,32.75,13
1747746497.4,33.92,13
1747746498.5,35.17,13
1747746499.5,36.78,13
1747746500.5,37.65,13
1747746501.5,38.51,13
1747746502.5,39.33,13
1747746503.5,39.45,13
1747746504.5,39.88,13
1747746505.5,40.10,13
1747746506.5,40.82,13
1747746507.5,41.03,13
1747746508.6,41.87,13
1747746509.6,42.67,12
1747746510.6,42.87,12
1747746511.6,43.26,12
1747746512.6,43.28,12
1747746513.7,43.56,12
1747746514.7,43.75,12
1747746515.7,43.88,12
1747746516.7,44.19,12
1747746517.7,44.47,12
1747746518.7,44.52,12
1747746519.7,44.86,12
1747746520.8,44.92,12
1747746521.8,45.22,12
1747746522.8,45.41,12
1747746523.8,45.51,12
1747746524.9,45.67,12
1747746525.9,45.88,12
1747746526.9,46.11,12
1747746527.9,46.25,12
1747746528.9,46.37,12
1747746530.0,46.54,12
1747746531.0,46.78,12
1747746532.0,46.79,12
1747746533.0,46.79,12
1747746534.0,46.97,12
1747746535.0,47.35,12
1747746536.1,47.52,12
1747746537.1,47.52,12
1747746538.1,48.22,12
1747746539.2,48.71,12
1747746540.2,49.00,12
1747746541.2,49.44,12
1747746542.2,50.11,12
1747746543.3,50.69,12
1747746544.3,51.50,12
1747746545.3,52.09,12
1747746546.3,53.26,12
1747746547.3,54.28,12
1747746548.3,56.27,12
1747746549.3,57.00,11
1747746550.4,57.87,10
1747746551.4,58.59,10
1747746552.4,58.85,10
1747746553.4,59.22,10
1747746554.4,59.54,10
1747746555.5,60.01,10
1747746556.5,60.61,10
1747746557.5,61.14,10
1747746558.5,61.83,10
1747746559.5,62.28,9
1747746560.5,62.29,9
1747746561.5,63.95,9
1747746562.5,64.45,9
1747746563.6,64.66,9
1747746564.6,64.70,9
1747746565.6,64.71,9
1747746566.6,64.75,9
1747746567.6,64.78,9
1747746568.6,64.79,9
1747746569.6,64.88,9
1747746570.7,64.88,9
1747746571.7,65.05,9
1747746572.7,65.06,9
1747746573.7,65.49,9
1747746574.7,65.52,9
1747746575.8,66.06,9
1747746576.8,66.09,9
1747746577.8,66.53,9
1747746578.9,66.55,9
1747746579.9,66.59,9
1747746580.9,66.65,9
1747746581.9,66.68,9
1747746583.0,66.68,9
1747746584.0,66.70,9
1747746585.0,66.70,9
1747746586.0,66.70,9
1747746587.0,66.70,9
1747746588.1,66.71,9
1747746589.1,66.72,9
1747746590.1,66.72,9
1747746591.2,66.75,9
1747746592.2,66.75,9
1747746593.2,66.80,9
1747746594.2,66.89,9
1747746595.3,66.89,9
1747746596.3,66.89,9
1747746597.3,67.17,9
1747746598.3,67.18,9
1747746599.4,67.31,9
1747746600.4,67.31,9
1747746601.4,67.39,9
1747746602.5,67.55,9
1747746603.5,68.56,9
1747746604.5,68.57,9
1747746605.5,69.73,9
1747746606.6,69.83,9
1747746607.6,70.36,9
1747746608.6,70.82,9
1747746609.6,71.03,9
1747746610.7,71.23,9
1747746611.7,71.47,9
1747746612.7,71.61,9
1747746613.7,71.85,9
1747746614.7,71.88,9
1747746615.7,71.96,9
1747746616.8,72.19,9
1747746617.8,72.36,9
1747746618.8,72.75,9
1747746619.8,73.29,9
1747746620.8,73.39,9
1747746621.9,73.59,9
1747746622.9,73.64,9
1747746623.9,73.80,9
1747746624.9,74.03,9
1747746625.9,74.27,9
1747746626.9,74.68,9
1747746628.0,74.68,9
1747746629.0,74.98,9
1747746630.0,75.06,9
1747746631.0,75.14,9
1747746632.0,75.14,9
1747746633.0,75.22,9
1747746634.1,75.29,9
1747746635.1,75.33,9
1747746636.1,75.33,9
1747746637.1,75.38,9
1747746638.1,75.38,9
1747746639.1,75.53,9
1747746640.2,75.70,9
1747746641.2,75.76,9
1747746642.2,75.97,9
1747746643.2,76.30,9
1747746644.2,76.55,9
1747746645.2,76.55,9
1747746646.2,76.66,9
1747746647.2,76.70,9
1747746648.2,76.88,9
1747746649.3,76.89,9
1747746650.3,76.91,9
1747746651.3,76.92,9
1747746652.3,76.98,9
1747746653.3,76.98,9
1747746654.3,77.05,9
1747746655.4,77.17,9
1747746656.4,77.19,9
1747746657.4,77.25,9
1747746658.4,77.25,9
1747746659.4,77.28,9
1747746660.5,77.29,9
1747746661.5,77.31,9
1747746662.5,77.32,9
1747746663.5,77.35,9
1747746664.5,77.38,9
1747746665.5,77.50,9
1747746666.5,77.64,9
1747746667.5,77.87,9
1747746668.6,78.10,9
1747746669.6,78.20,9
1747746670.6,78.39,9
1747746671.6,78.43,9
1747746672.6,78.47,9
1747746673.6,79.02,9
1747746674.7,80.38,9
1747746675.7,80.81,9
1747746676.7,81.89,9
1747746677.7,81.91,9
1747746678.7,82.35,9
1747746679.7,82.51,9
1747746680.8,82.84,9
1747746681.8,83.09,9
1747746682.8,83.71,9
1747746683.8,84.47,9
1747746684.8,85.38,9
1747746685.9,85.76,9
1747746686.9,87.53,9
1747746687.9,88.82,9
1747746688.9,88.94,9
1747746689.9,89.42,9
1747746691.0,90.09,9
1747746692.0,90.24,9
1747746693.0,90.24,9
1747746694.0,90.46,9
1747746695.0,90.50,9
1747746696.0,90.52,9
1747746697.0,90.53,9
1747746698.1,90.53,9
1747746699.1,90.53,9
1747746700.1,90.53,9
1747746701.1,90.53,9
1747746702.1,90.55,9
1747746703.1,90.56,9
1747746704.2,90.56,9
1747746705.2,90.56,9
1747746706.2,90.58,9
1747746707.2,90.58,9
1747746708.3,90.58,9
1747746709.3,90.57,9
1747746710.3,90.57,9
1747746711.3,90.60,9
1747746712.3,90.61,9
1747746713.4,90.61,9
1747746714.4,90.61,9
1747746715.4,90.66,9
1747746716.4,90.68,9
1747746717.5,90.68,9
1747746718.5,90.71,9
1747746719.5,90.71,9
1747746720.5,90.71,9
1747746721.6,90.71,9
1747746722.6,90.71,9
1747746723.6,90.72,9
1747746724.6,90.72,9
1747746725.7,90.72,9
1747746726.7,90.73,9
1747746727.7,90.75,9
1747746728.7,90.75,9
1747746729.8,90.77,9
1747746730.8,90.77,9
1747746731.8,90.79,9
1747746732.8,90.79,9
1747746733.9,90.83,9
1747746734.9,90.84,9
1747746735.9,90.84,9
1747746736.9,90.86,9
1747746738.0,90.86,9
1747746739.0,90.86,9
1747746740.0,90.86,9
1747746741.0,90.88,9
1747746742.0,90.88,9
1747746743.1,90.89,9
1747746744.1,90.91,9
1747746745.1,90.91,9
1747746746.1,90.91,9
1747746747.1,90.91,9
1747746748.2,90.92,9
1747746749.2,90.92,9
1747746750.2,90.94,9
1747746751.2,90.94,9
1747746752.2,90.95,9
1747746753.2,90.99,9
1747746754.2,91.00,9
1747746755.3,91.01,7
1747746756.3,91.01,7
1747746757.3,91.03,7
1747746758.3,91.05,7
1747746759.3,91.05,7
1747746760.3,91.09,7
1747746761.4,91.09,7
1747746762.4,91.20,7
1747746763.4,91.34,7
1747746764.4,91.45,7
1747746765.4,91.45,7
1747746766.4,91.53,7
1747746767.5,91.66,7
1747746768.5,91.83,7
1747746769.5,92.03,7
1747746770.5,92.04,7
1747746771.5,92.04,7
1747746772.5,92.40,7
1747746773.6,92.40,7
1747746774.6,93.22,7
1747746775.6,94.29,7
1747746776.6,94.29,7
1747746777.6,94.29,7
1747746778.6,94.29,7
1747746779.6,94.88,7
1747746780.7,94.88,7
1747746781.7,94.90,7
1747746782.7,94.91,7
1747746783.7,94.91,7
1747746784.8,94.91,7
1747746785.8,94.91,7
1747746786.8,94.91,7
1747746787.8,94.91,7
1747746788.9,94.92,7
1747746789.9,94.92,7
1747746790.9,94.93,7
1747746791.9,94.94,7
1747746792.9,95.08,7
1747746793.9,95.13,7
1747746794.9,95.16,7
