Time(s),Coverage(%),Number of running robots
1747740580.4,0.00,8
1747740581.4,14.06,8
1747740582.4,14.06,8
1747740583.4,14.06,8
1747740584.4,14.06,8
1747740585.4,14.06,8
1747740586.4,14.06,8
1747740587.5,14.06,8
1747740588.5,14.06,8
1747740589.5,14.06,8
1747740590.5,14.06,8
1747740591.5,14.06,8
1747740592.5,14.82,8
1747740593.5,16.63,8
1747740594.5,18.66,8
1747740595.5,19.28,8
1747740596.5,19.86,8
1747740597.6,20.04,8
1747740598.6,20.36,8
1747740599.6,20.68,8
1747740600.6,20.88,8
1747740601.6,21.35,8
1747740602.6,21.67,8
1747740603.6,22.03,8
1747740604.6,22.58,8
1747740605.7,23.13,8
1747740606.7,23.70,8
1747740607.7,24.23,8
1747740608.7,24.66,8
1747740609.7,25.00,8
1747740610.7,25.16,8
1747740611.7,25.14,8
1747740612.8,25.22,8
1747740613.8,25.30,8
1747740614.8,25.58,8
1747740615.8,25.89,8
1747740616.8,26.27,8
1747740617.8,27.13,8
1747740618.8,28.53,8
1747740619.8,29.97,8
1747740620.8,31.37,8
1747740621.8,32.13,8
1747740622.8,33.00,8
1747740623.8,34.42,8
1747740624.8,36.38,8
1747740625.8,36.88,8
1747740626.9,37.31,8
1747740627.9,38.69,8
1747740628.9,40.16,8
1747740629.9,41.38,8
1747740630.9,42.24,8
1747740631.9,43.26,8
1747740632.9,44.21,8
1747740633.9,44.83,8
1747740634.9,45.25,8
1747740635.9,45.56,8
1747740636.9,45.92,8
1747740637.9,46.21,8
1747740639.0,46.89,8
1747740640.0,48.00,8
1747740641.0,49.02,8
1747740642.0,50.36,8
1747740643.0,50.94,8
1747740644.0,51.68,8
1747740645.0,52.78,8
1747740646.0,53.65,8
1747740647.1,54.13,8
1747740648.1,54.75,8
1747740649.1,55.20,8
1747740650.1,55.68,8
1747740651.1,56.10,8
1747740652.1,56.88,8
1747740653.1,57.83,8
1747740654.1,58.55,8
1747740655.1,59.28,8
1747740656.1,60.23,8
1747740657.2,61.15,8
1747740658.2,61.24,8
1747740659.2,61.32,8
1747740660.2,62.70,8
1747740661.2,63.85,8
1747740662.2,63.99,8
1747740663.2,64.04,8
1747740664.2,64.52,8
1747740665.2,65.14,8
1747740666.2,65.55,8
1747740667.2,65.90,8
1747740668.2,66.87,8
1747740669.3,67.77,8
1747740670.3,68.41,8
1747740671.3,68.72,8
1747740672.3,69.08,8
1747740673.3,69.66,8
1747740674.3,70.63,8
1747740675.3,71.23,8
1747740676.3,71.70,8
1747740677.3,71.80,8
1747740678.4,72.01,8
1747740679.4,72.13,8
1747740680.4,72.32,8
1747740681.4,72.50,8
1747740682.4,72.77,8
1747740683.4,73.15,8
1747740684.4,73.29,8
1747740685.4,73.61,8
1747740686.4,73.79,8
1747740687.4,74.45,8
1747740688.4,75.29,8
1747740689.4,76.42,8
1747740690.4,77.22,8
1747740691.4,77.47,8
1747740692.4,77.68,8
1747740693.5,78.32,8
1747740694.5,79.62,8
1747740695.5,80.04,8
1747740696.5,80.05,8
1747740697.5,80.09,8
1747740698.5,80.14,8
1747740699.5,80.19,8
1747740700.5,80.44,8
1747740701.5,81.01,8
1747740702.5,81.49,8
1747740703.5,81.52,8
1747740704.5,81.55,8
1747740705.5,81.75,8
1747740706.5,82.04,8
1747740707.5,82.23,8
1747740708.5,82.39,8
1747740709.6,83.53,8
1747740710.6,83.53,8
1747740711.6,84.07,8
1747740712.6,84.71,8
1747740713.6,85.45,8
1747740714.6,86.00,8
1747740715.6,86.26,8
1747740716.6,86.26,8
1747740717.6,86.27,8
1747740718.6,86.27,8
1747740719.6,86.28,8
1747740720.6,86.31,8
1747740721.6,86.33,8
1747740722.7,86.36,8
1747740723.7,86.42,8
1747740724.7,86.45,8
1747740725.7,86.47,8
1747740726.7,86.49,8
1747740727.7,86.61,8
1747740728.7,86.64,8
1747740729.7,86.70,8
1747740730.7,86.81,8
1747740731.7,86.92,8
1747740732.8,86.93,8
1747740733.8,86.94,8
1747740734.8,87.05,8
1747740735.8,87.19,8
1747740736.8,87.36,8
1747740737.8,87.52,8
1747740738.8,87.71,8
1747740739.8,87.74,8
1747740740.8,87.78,8
1747740741.9,87.90,8
1747740742.9,88.06,8
1747740743.9,88.26,8
1747740744.9,88.39,8
1747740745.9,88.39,8
1747740746.9,88.47,8
1747740747.9,88.72,8
1747740748.9,89.03,8
1747740749.9,89.58,8
1747740750.9,90.38,8
1747740751.9,90.42,8
1747740753.0,90.54,8
1747740754.0,91.55,8
1747740755.0,92.47,8
1747740756.0,93.10,8
1747740757.0,93.53,8
1747740758.0,94.57,8
1747740759.0,94.59,8
1747740760.0,94.61,8
1747740761.0,95.14,8
1747740762.0,95.14,8
1747740763.0,95.46,8
