Time(s),Coverage(%),Number of running robots
1.0,0.00,2
2.0,0.00,2
3.0,0.00,2
4.0,10.91,2
5.0,11.90,2
6.0,11.90,2
7.0,12.46,2
8.0,12.72,2
9.0,13.08,2
10.0,13.46,2
11.0,13.60,2
12.0,13.65,2
13.0,13.81,2
14.0,14.02,2
15.0,14.16,2
16.0,14.19,2
17.0,14.39,2
18.0,14.50,2
19.0,14.50,2
20.0,14.62,2
21.0,14.72,2
22.0,14.81,2
23.0,14.89,2
24.0,14.97,2
25.0,15.01,2
26.0,15.06,2
27.0,15.15,2
28.0,15.22,2
29.0,15.32,2
30.0,15.38,2
31.0,15.45,2
32.0,15.53,2
33.0,15.67,2
34.0,15.71,2
35.0,15.77,2
36.0,15.83,2
37.0,15.91,2
38.0,16.00,2
39.0,16.12,2
40.0,16.30,2
41.0,16.41,2
42.0,16.53,2
43.0,16.63,2
44.0,16.85,2
45.0,16.98,2
46.0,17.08,2
47.0,17.28,2
48.0,17.44,2
49.0,17.71,2
50.0,17.89,2
51.0,18.09,2
52.0,18.16,2
53.0,18.24,2
54.0,18.39,2
55.0,18.51,2
56.0,18.60,2
57.0,18.70,2
58.0,18.73,2
59.0,18.81,2
60.0,18.93,2
61.0,19.01,2
62.0,19.13,2
63.0,19.23,2
64.0,19.34,2
65.0,19.44,2
66.0,19.53,2
67.0,19.62,2
68.0,19.70,2
69.0,19.80,2
70.0,19.85,2
71.0,19.88,2
72.0,19.91,2
73.0,19.93,2
74.0,19.96,2
75.0,19.98,2
76.0,20.02,2
77.0,20.06,2
78.0,20.12,2
79.0,20.15,2
80.0,20.18,2
81.0,20.22,2
82.0,20.25,2
83.0,20.28,2
84.0,20.29,2
85.0,20.36,2
86.0,20.42,2
87.0,20.54,2
88.0,20.62,2
89.0,20.69,2
90.0,20.73,2
91.0,20.77,2
92.0,20.84,2
93.0,21.14,2
94.0,21.39,2
95.0,21.73,2
96.0,22.04,2
97.0,22.13,2
98.0,22.34,2
99.0,22.47,2
100.0,22.63,2
101.0,22.68,2
102.0,22.75,2
103.0,22.89,2
104.0,22.95,2
105.0,23.05,2
106.0,23.16,2
107.0,23.18,2
108.0,23.21,2
109.0,23.46,2
110.0,23.52,2
111.0,23.53,2
112.0,23.80,2
113.0,24.09,2
114.0,24.54,2
115.0,24.89,2
116.0,25.21,2
117.0,25.43,2
118.0,25.66,2
119.0,25.82,2
120.0,26.01,2
