Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 20.00, 0.00, 3.50, 1628.57, 15695.66
1.55, 0.00, 0.00, 67.25, 1710.40, 15695.66
2.87, 7.60, 0.00, 67.25, 1770.27, 15695.66
4.18, 1.70, 0.00, 67.25, 1797.93, 15695.66
5.50, 0.00, 0.00, 67.25, 1780.08, 15695.66
7.21, 0.80, 10.00, 191.44, 1895.02, 15695.66
8.93, 0.80, 0.00, 191.57, 1873.49, 15695.66
10.65, 3.40, 20.00, 191.57, 1846.80, 15695.66
12.36, 1.70, 0.00, 191.57, 1815.41, 15695.66
14.08, 2.50, 0.00, 191.57, 1789.93, 15695.66
15.80, 0.80, 10.00, 191.57, 1768.41, 15695.66
17.52, 1.70, 10.00, 191.57, 1751.42, 15695.66
19.23, 1.70, 10.00, 191.57, 1738.84, 15695.66
20.95, 0.80, 10.00, 191.57, 1733.90, 15695.66
22.67, 5.90, 0.00, 191.57, 1724.79, 15695.66
24.39, 2.50, 10.00, 191.57, 1718.45, 15695.66
26.11, 2.50, 0.00, 191.57, 1714.95, 15695.66
27.83, 5.00, 20.00, 191.57, 1712.36, 15695.66
29.54, 0.80, 10.00, 191.57, 1712.47, 15695.66
31.26, 0.80, 0.00, 191.57, 1708.73, 15695.66
32.98, 1.70, 10.00, 191.57, 1708.79, 15695.66
34.70, 2.50, 0.00, 191.57, 1708.46, 15695.66
36.41, 1.70, 10.00, 191.57, 1708.95, 15695.66
38.13, 0.80, 10.00, 191.57, 1710.16, 15695.66
39.85, 6.60, 19.90, 191.57, 1709.81, 15695.66
41.56, 2.50, 0.00, 191.57, 1709.79, 15695.66
43.28, 1.70, 20.00, 191.57, 1710.04, 15695.66
45.00, 5.90, 0.00, 191.57, 1709.75, 15695.66
46.72, 0.80, 0.00, 191.57, 1710.94, 15695.66
48.44, 1.70, 10.00, 191.57, 1710.75, 15695.66
50.16, 1.70, 0.00, 191.57, 1706.14, 15695.66
51.87, 0.80, 0.00, 191.57, 1701.89, 15695.66
53.59, 1.70, 10.00, 191.57, 1702.45, 15695.66
55.31, 0.80, 0.00, 191.57, 1702.93, 15695.66
57.02, 2.50, 10.00, 191.57, 1702.14, 15695.66
58.74, 2.50, 0.00, 191.57, 1700.02, 15695.66
60.46, 0.80, 0.00, 191.57, 1700.39, 15695.66
62.17, 5.00, 0.00, 191.57, 1700.59, 15695.66
63.89, 1.70, 10.00, 191.57, 1700.73, 15695.66
65.61, 0.80, 0.00, 191.57, 1701.22, 15695.66
67.33, 1.70, 0.00, 191.57, 1701.70, 15695.66
69.04, 1.70, 20.00, 191.57, 1701.00, 15695.66
70.76, 0.80, 0.00, 191.57, 1701.73, 15695.66
72.48, 1.70, 10.00, 191.57, 1701.97, 15695.66
74.20, 1.70, 10.00, 191.57, 1701.67, 15695.66
75.91, 0.80, 10.00, 191.57, 1701.40, 15695.66
77.63, 2.50, 10.00, 191.57, 1701.36, 15695.66
79.35, 3.40, 0.00, 191.57, 1701.59, 15695.66
81.06, 1.70, 0.00, 191.57, 1700.43, 15695.66
82.78, 2.50, 20.00, 191.57, 1702.38, 15695.66
84.50, 4.20, 0.00, 191.57, 1702.02, 15695.66
86.21, 1.70, 0.00, 191.57, 1701.29, 15695.66
87.93, 1.70, 10.00, 191.57, 1701.76, 15695.66
89.65, 2.50, 0.00, 191.57, 1701.73, 15695.66
91.36, 1.70, 10.00, 191.57, 1702.68, 15695.66
93.08, 0.80, 20.00, 191.57, 1702.37, 15695.66
94.80, 1.70, 0.00, 191.57, 1702.63, 15695.66
96.52, 5.90, 10.00, 191.57, 1699.51, 15695.66
98.23, 1.70, 10.00, 191.69, 1700.24, 15695.66
99.95, 0.80, 10.00, 191.69, 1699.79, 15695.66
101.67, 6.70, 10.00, 191.69, 1699.38, 15695.66
103.38, 1.70, 10.00, 191.69, 1699.62, 15695.66
105.10, 1.70, 0.00, 191.69, 1700.09, 15695.66
106.82, 2.50, 10.00, 191.69, 1701.04, 15695.66
108.54, 2.50, 0.00, 191.69, 1701.34, 15695.66
110.26, 1.70, 10.00, 191.69, 1702.05, 15695.66
111.97, 1.70, 0.00, 191.69, 1702.54, 15695.66
113.69, 1.70, 0.00, 191.69, 1701.84, 15695.66
115.41, 0.80, 10.00, 191.69, 1701.64, 15695.66
117.13, 2.50, 10.00, 191.69, 1702.61, 15695.66
118.84, 3.30, 10.00, 191.69, 1702.78, 15695.66
120.56, 1.70, 10.00, 191.69, 1702.99, 15695.66
122.27, 1.70, 0.00, 191.82, 1703.38, 15695.66
123.99, 12.60, 10.00, 191.82, 1691.78, 15695.66
