Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 20.20, 0.00, 3.41, 1784.75, 15695.66
1.58, 4.20, 0.00, 67.02, 2016.27, 15695.66
2.89, 9.20, 0.00, 67.02, 2043.07, 15695.66
4.21, 0.00, 0.00, 67.14, 2050.84, 15695.66
5.53, 0.00, 0.00, 67.14, 2053.91, 15695.66
11.22, 100.00, 108.60, 1399.58, 2447.32, 15695.66
16.76, 21.80, 49.90, 1414.51, 2932.50, 15695.66
22.33, 40.80, 70.00, 1414.64, 2858.43, 15695.66
27.89, 37.00, 60.00, 1414.89, 2811.58, 15695.66
33.44, 37.00, 70.00, 1415.01, 2792.13, 15695.66
38.99, 34.50, 50.00, 1415.26, 2785.60, 15695.66
44.53, 33.10, 49.90, 1415.64, 2783.81, 15695.66
50.07, 36.40, 50.00, 1416.01, 2779.46, 15695.66
55.62, 28.70, 60.00, 1416.14, 2782.77, 15695.66
61.17, 35.30, 49.90, 1416.76, 2785.95, 15695.66
66.71, 28.70, 10.00, 1417.26, 2788.38, 15695.66
72.28, 33.10, 60.00, 1417.26, 2792.21, 15695.66
77.83, 32.80, 69.90, 1418.14, 2796.07, 15695.66
83.39, 32.80, 59.90, 1418.39, 2800.58, 15695.66
88.95, 34.20, 70.00, 1418.51, 2800.41, 15695.66
94.50, 35.00, 60.00, 1418.64, 2795.58, 15695.66
100.04, 32.80, 99.90, 1419.26, 2800.02, 15695.66
105.58, 31.10, 70.00, 1415.86, 2799.74, 15695.66
111.14, 33.10, 40.00, 1412.77, 2801.34, 15695.66
116.69, 28.60, 89.90, 1404.78, 2799.49, 15695.66
122.25, 30.80, 50.00, 1404.36, 2796.94, 15695.66
