Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 20.00, 0.00, 3.59, 1807.54, 15695.66
1.55, 4.20, 0.00, 67.36, 2022.00, 15695.66
2.87, 11.80, 0.00, 67.36, 2101.45, 15695.66
4.18, 0.00, 0.00, 67.48, 2085.00, 15695.66
5.50, 0.00, 0.00, 67.48, 2077.30, 15695.66
11.17, 100.00, 80.00, 1411.86, 2460.77, 15695.66
16.71, 11.80, 100.00, 1415.25, 2955.35, 15695.66
22.26, 34.80, 90.00, 1415.87, 2849.79, 15695.66
27.82, 37.80, 69.90, 1416.25, 2809.00, 15695.66
33.37, 36.10, 70.00, 1416.37, 2790.60, 15695.66
38.93, 34.20, 90.00, 1416.50, 2790.96, 15695.66
44.47, 34.20, 80.00, 1416.75, 2794.51, 15695.66
50.02, 33.10, 80.00, 1416.87, 2790.01, 15695.66
55.58, 35.80, 50.00, 1417.00, 2791.89, 15695.66
61.12, 33.30, 70.00, 1417.37, 2798.87, 15695.66
66.67, 30.20, 19.90, 1418.37, 2797.91, 15695.66
72.22, 34.20, 70.00, 1419.00, 2800.16, 15695.66
77.77, 33.90, 60.00, 1419.87, 2803.12, 15695.66
83.33, 34.50, 70.00, 1420.50, 2805.25, 15695.66
88.88, 31.90, 70.00, 1420.50, 2806.05, 15695.66
94.44, 33.30, 60.00, 1421.50, 2806.96, 15695.66
99.99, 34.50, 70.00, 1422.00, 2808.59, 15695.66
105.55, 33.10, 50.00, 1416.65, 2807.52, 15695.66
111.11, 32.80, 60.00, 1414.47, 2791.10, 15695.66
116.66, 28.30, 60.00, 1408.91, 2792.85, 15695.66
122.21, 32.80, 79.90, 1407.75, 2792.60, 15695.66
