Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 21.70, 0.00, 3.49, 1989.77, 15695.66
3.16, 69.40, 80.00, 789.88, 2271.75, 15695.66
6.09, 12.60, 69.80, 791.75, 2503.93, 15695.66
9.04, 15.10, 60.00, 819.54, 2538.11, 15695.66
11.97, 5.10, 20.00, 820.29, 2580.35, 15695.66
14.95, 100.00, 129.60, 941.40, 2710.10, 15695.66
17.88, 22.20, 69.70, 978.58, 2922.98, 15695.66
20.83, 34.20, 69.80, 980.08, 2974.73, 15695.66
23.76, 33.90, 70.00, 980.46, 2993.68, 15695.66
26.70, 32.50, 40.00, 981.58, 2984.98, 15695.66
29.63, 26.90, 70.00, 982.21, 2979.53, 15695.66
32.58, 42.40, 59.90, 982.71, 2985.83, 15695.66
35.51, 46.30, 70.00, 983.78, 2979.95, 15695.66
38.44, 32.20, 59.80, 984.16, 2994.14, 15695.66
41.39, 44.60, 10.00, 984.66, 2993.34, 15695.66
44.34, 28.30, 50.00, 985.16, 2997.65, 15695.66
47.28, 25.80, 40.00, 985.79, 3005.26, 15695.66
50.21, 37.70, 50.00, 986.66, 3007.61, 15695.66
53.15, 32.00, 79.90, 987.54, 3001.92, 15695.66
56.10, 45.00, 49.80, 987.91, 3011.28, 15695.66
59.05, 29.40, 80.00, 988.29, 3013.33, 15695.66
61.98, 37.70, 50.00, 989.16, 3018.25, 15695.66
64.94, 34.20, 39.80, 989.41, 3013.41, 15695.66
67.90, 29.20, 30.00, 989.91, 3018.73, 15695.66
70.84, 27.30, 89.90, 990.54, 3017.59, 15695.66
73.79, 40.50, 50.00, 990.33, 3027.39, 15695.66
76.73, 35.50, 40.00, 986.93, 3027.36, 15695.66
79.69, 37.70, 30.00, 985.49, 3031.82, 15695.66
82.64, 28.70, 39.80, 986.37, 3035.18, 15695.66
85.57, 30.50, 69.80, 986.87, 3038.25, 15695.66
88.51, 36.10, 50.00, 987.40, 3040.93, 15695.66
91.45, 26.70, 60.00, 988.40, 3044.53, 15695.66
94.40, 44.20, 40.00, 989.53, 3048.72, 15695.66
97.35, 32.50, 49.80, 990.28, 3055.43, 15695.66
100.28, 34.40, 20.00, 991.53, 3059.12, 15695.66
103.23, 41.00, 60.00, 992.40, 3062.87, 15695.66
106.17, 33.30, 30.00, 993.15, 3067.29, 15695.66
109.10, 47.90, 10.00, 993.78, 3069.94, 15695.66
112.03, 40.00, 80.00, 994.28, 3072.79, 15695.66
114.98, 35.80, 40.00, 995.28, 3079.02, 15695.66
117.93, 39.50, 60.00, 995.90, 3079.39, 15695.66
120.89, 36.80, 50.00, 996.70, 3082.45, 15695.66
123.82, 45.10, 40.00, 997.70, 3085.96, 15695.66
126.76, 29.80, 50.00, 998.57, 3088.79, 15695.66
129.70, 42.20, 40.00, 999.20, 3090.82, 15695.66
