Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 17.50, 0.00, 3.55, 1849.62, 15695.66
1.54, 0.00, 0.00, 67.18, 1906.12, 15695.66
2.85, 8.30, 0.00, 67.18, 1962.61, 15695.66
4.17, 0.00, 0.00, 67.18, 1974.77, 15695.66
5.48, 0.00, 0.00, 67.18, 1969.05, 15695.66
8.41, 6.70, 40.00, 568.14, 2193.84, 15695.66
11.33, 3.40, 20.00, 568.26, 2258.61, 15695.66
14.26, 13.40, 10.00, 568.26, 2204.73, 15695.66
17.18, 4.20, 40.00, 568.26, 2166.36, 15695.66
20.11, 30.60, 30.00, 568.26, 2127.58, 15695.66
23.03, 3.40, 20.00, 568.26, 2109.86, 15695.66
25.96, 28.10, 30.00, 568.26, 2090.64, 15695.66
28.91, 27.00, 20.00, 568.26, 2086.72, 15695.66
31.83, 5.80, 10.00, 568.39, 2081.86, 15695.66
34.77, 24.60, 10.00, 568.39, 2075.46, 15695.66
37.70, 18.50, 30.00, 568.39, 2070.64, 15695.66
40.62, 11.00, 20.00, 568.39, 2071.89, 15695.66
43.55, 22.90, 40.00, 568.39, 2074.73, 15695.66
46.48, 4.20, 40.00, 568.39, 2080.60, 15695.66
49.40, 24.60, 20.00, 568.51, 2082.55, 15695.66
52.32, 23.50, 30.00, 568.51, 2084.15, 15695.66
55.25, 3.40, 30.00, 568.51, 2087.22, 15695.66
58.18, 22.90, 20.00, 568.51, 2087.17, 15695.66
61.11, 19.20, 30.00, 568.51, 2088.33, 15695.66
64.03, 22.50, 10.00, 568.64, 2091.51, 15695.66
66.96, 24.20, 10.00, 568.76, 2089.09, 15695.66
69.90, 10.70, 30.00, 568.76, 2084.57, 15695.66
72.83, 9.20, 40.00, 568.76, 2086.59, 15695.66
75.76, 22.00, 10.00, 568.76, 2088.30, 15695.66
78.69, 4.20, 20.00, 568.89, 2090.18, 15695.66
81.62, 16.70, 30.00, 568.89, 2093.12, 15695.66
84.54, 23.80, 30.00, 568.89, 2101.77, 15695.66
87.47, 4.20, 50.00, 568.89, 2096.20, 15695.66
90.39, 16.90, 30.00, 568.89, 2099.38, 15695.66
93.32, 11.60, 40.00, 568.89, 2093.42, 15695.66
96.25, 10.90, 20.00, 569.01, 2097.55, 15695.66
99.18, 18.50, 40.00, 569.01, 2104.31, 15695.66
102.11, 6.70, 50.00, 569.01, 2102.48, 15695.66
105.03, 16.70, 30.00, 569.14, 2114.47, 15695.66
107.96, 25.40, 30.00, 569.14, 2108.66, 15695.66
110.88, 8.40, 40.00, 569.14, 2105.64, 15695.66
113.81, 19.70, 10.00, 569.14, 2101.05, 15695.66
116.74, 16.70, 20.00, 569.14, 2102.12, 15695.66
119.67, 4.20, 30.00, 569.14, 2103.84, 15695.66
122.60, 16.10, 30.00, 569.39, 2106.26, 15695.66
