Time(s),Coverage(%),Number of running robots
1.0,0.00,8
2.0,0.00,8
3.0,0.00,8
4.0,14.35,8
5.0,17.77,8
6.0,18.88,8
7.0,19.06,8
8.0,19.30,8
9.0,19.43,8
10.0,19.63,8
11.0,19.79,8
12.0,19.98,8
13.0,20.12,8
14.0,20.24,8
15.0,20.41,8
16.0,20.56,8
17.0,20.71,8
18.0,20.85,8
19.0,20.96,8
20.0,21.04,8
21.0,21.08,8
22.0,21.12,8
23.0,21.26,8
24.0,21.39,8
25.0,21.52,8
26.0,21.66,8
27.0,21.78,8
28.0,21.85,8
29.0,21.96,8
30.0,22.02,8
31.0,22.12,8
32.0,22.21,8
33.0,22.30,8
34.0,22.43,8
35.0,22.52,8
36.0,22.80,8
37.0,23.06,8
38.0,23.23,8
39.0,23.41,8
40.0,23.62,8
41.0,23.86,8
42.0,24.00,8
43.0,24.00,8
44.0,24.25,8
45.0,24.25,8
46.0,24.48,8
47.0,24.64,8
48.0,24.77,8
49.0,24.77,8
50.0,25.18,8
51.0,25.28,8
52.0,25.37,8
53.0,25.51,8
54.0,25.64,8
55.0,25.79,8
56.0,25.91,8
57.0,26.00,8
58.0,26.00,8
59.0,26.12,8
60.0,26.31,8
61.0,26.31,8
62.0,26.41,8
63.0,26.45,8
64.0,26.45,8
65.0,26.50,8
66.0,26.52,8
67.0,27.36,8
68.0,28.67,8
69.0,29.87,8
70.0,30.25,8
71.0,30.54,8
72.0,30.83,8
73.0,30.83,8
74.0,31.53,8
75.0,31.53,8
76.0,31.80,8
77.0,32.30,8
78.0,32.50,8
79.0,32.75,8
80.0,32.95,8
81.0,33.20,8
82.0,33.36,8
83.0,33.56,8
84.0,33.75,8
85.0,34.28,8
86.0,34.28,8
87.0,34.90,8
88.0,35.04,8
89.0,35.22,8
90.0,35.38,8
91.0,35.58,8
92.0,35.75,8
93.0,35.89,8
94.0,36.07,8
95.0,36.29,8
96.0,36.46,8
97.0,36.46,8
98.0,36.66,8
99.0,36.82,8
100.0,36.94,8
101.0,37.23,8
102.0,37.40,8
103.0,37.65,8
104.0,37.89,8
105.0,38.06,8
106.0,38.29,8
107.0,38.59,8
108.0,38.73,8
109.0,38.90,8
110.0,39.05,8
111.0,39.05,8
112.0,39.15,8
113.0,39.28,8
114.0,39.33,8
115.0,39.45,8
116.0,39.48,8
117.0,39.48,8
118.0,40.12,8
119.0,41.33,8
120.0,41.93,8
