Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 20.80, 0.00, 3.45, 1787.21, 15695.66
1.56, 0.80, 0.00, 66.96, 1845.32, 15695.66
2.90, 9.20, 0.00, 66.96, 1923.20, 15695.66
4.21, 0.00, 0.00, 67.09, 1920.57, 15695.66
5.53, 0.80, 0.00, 67.09, 1922.76, 15695.66
8.46, 5.90, 20.00, 569.48, 2142.86, 15695.66
11.40, 4.20, 30.00, 569.48, 2201.14, 15695.66
14.32, 13.40, 50.00, 569.48, 2151.53, 15695.66
17.25, 3.40, 40.00, 569.73, 2140.48, 15695.66
20.18, 3.40, 10.00, 569.73, 2120.50, 15695.66
23.11, 14.90, 20.00, 569.86, 2103.46, 15695.66
26.04, 7.50, 30.00, 569.86, 2078.12, 15695.66
28.97, 24.20, 40.00, 569.86, 2075.52, 15695.66
31.90, 6.60, 30.00, 569.98, 2077.08, 15695.66
34.82, 17.90, 10.00, 569.98, 2076.23, 15695.66
37.75, 23.50, 30.00, 569.98, 2084.30, 15695.66
40.67, 4.20, 10.00, 569.98, 2088.32, 15695.66
43.61, 22.90, 10.00, 570.11, 2080.88, 15695.66
46.53, 14.50, 40.00, 570.11, 2079.22, 15695.66
49.45, 11.70, 40.00, 570.11, 2077.09, 15695.66
52.38, 20.80, 30.00, 570.11, 2078.80, 15695.66
55.32, 12.50, 20.00, 570.23, 2074.41, 15695.66
58.26, 23.10, 39.90, 570.36, 2074.58, 15695.66
61.18, 5.80, 30.00, 570.36, 2078.05, 15695.66
64.11, 3.40, 20.00, 570.48, 2081.49, 15695.66
67.04, 21.80, 30.00, 570.61, 2082.56, 15695.66
69.96, 21.80, 20.00, 570.61, 2084.68, 15695.66
72.88, 7.40, 20.00, 570.73, 2086.67, 15695.66
75.81, 21.00, 10.00, 570.73, 2088.38, 15695.66
78.74, 20.80, 20.00, 570.73, 2090.19, 15695.66
81.67, 6.80, 10.00, 570.73, 2086.23, 15695.66
84.60, 19.50, 0.00, 570.73, 2090.51, 15695.66
87.52, 5.80, 30.00, 570.73, 2086.93, 15695.66
90.45, 23.60, 30.00, 570.98, 2086.21, 15695.66
93.37, 10.80, 30.00, 570.98, 2087.12, 15695.66
96.30, 5.80, 20.00, 570.98, 2086.38, 15695.66
99.23, 21.00, 40.00, 570.98, 2091.84, 15695.66
102.17, 9.90, 40.00, 570.98, 2094.78, 15695.66
105.09, 6.80, 30.00, 570.98, 2104.43, 15695.66
108.02, 23.00, 10.00, 570.98, 2108.30, 15695.66
110.94, 14.20, 10.00, 570.98, 2104.44, 15695.66
113.87, 14.90, 30.00, 571.11, 2106.31, 15695.66
116.79, 18.50, 50.00, 571.23, 2104.12, 15695.66
119.72, 4.20, 20.00, 571.23, 2105.73, 15695.66
122.65, 12.50, 40.00, 571.23, 2104.56, 15695.66
