Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 26.70, 0.00, 3.56, 1816.00, 15695.66
1.54, 0.00, 0.00, 67.33, 1943.74, 15695.66
2.86, 8.40, 0.00, 67.33, 2032.68, 15695.66
4.17, 0.00, 0.00, 67.45, 2047.43, 15695.66
5.49, 0.80, 0.00, 67.45, 2047.43, 15695.66
9.45, 97.50, 50.00, 891.36, 2393.92, 15695.66
13.38, 5.90, 40.00, 891.61, 2497.25, 15695.66
17.32, 37.80, 30.00, 892.02, 2436.18, 15695.66
21.27, 31.60, 30.00, 892.02, 2394.73, 15695.66
25.21, 30.30, 39.90, 892.02, 2367.84, 15695.66
29.17, 31.40, 59.90, 892.27, 2353.08, 15695.66
33.10, 30.00, 29.90, 892.52, 2354.43, 15695.66
37.05, 29.40, 20.00, 892.77, 2352.17, 15695.66
41.00, 21.20, 39.90, 892.90, 2351.95, 15695.66
44.93, 26.10, 29.90, 892.90, 2353.17, 15695.66
48.86, 26.10, 30.00, 892.90, 2355.45, 15695.66
52.81, 28.30, 39.90, 893.02, 2353.03, 15695.66
56.74, 26.40, 60.00, 893.02, 2355.53, 15695.66
60.69, 26.70, 10.00, 893.15, 2356.84, 15695.66
64.63, 29.70, 30.00, 893.40, 2359.18, 15695.66
68.56, 24.60, 40.00, 893.40, 2363.34, 15695.66
72.50, 26.70, 50.00, 893.52, 2364.92, 15695.66
76.44, 24.40, 50.00, 893.65, 2365.91, 15695.66
80.38, 22.90, 49.90, 893.65, 2369.16, 15695.66
84.32, 22.70, 70.00, 893.77, 2371.38, 15695.66
88.26, 27.60, 10.00, 893.77, 2372.31, 15695.66
92.22, 27.10, 29.90, 893.90, 2376.00, 15695.66
96.16, 23.70, 40.00, 894.02, 2372.18, 15695.66
100.09, 27.70, 40.00, 894.27, 2374.61, 15695.66
104.03, 25.80, 39.90, 894.27, 2377.57, 15695.66
107.96, 26.40, 30.00, 894.65, 2379.19, 15695.66
111.90, 27.90, 20.00, 894.90, 2380.64, 15695.66
115.84, 23.70, 29.90, 895.02, 2382.43, 15695.66
119.79, 23.30, 30.00, 895.15, 2384.98, 15695.66
123.74, 28.50, 60.00, 895.40, 2383.37, 15695.66
