Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 26.10, 0.00, 3.46, 1826.39, 15695.66
1.57, 0.80, 0.00, 67.02, 1931.62, 15695.66
2.88, 11.80, 0.00, 67.02, 1993.07, 15695.66
4.20, 0.00, 0.00, 67.15, 2029.63, 15695.66
5.51, 0.00, 0.00, 67.15, 2014.54, 15695.66
9.48, 99.20, 0.00, 891.34, 2371.67, 15695.66
13.40, 5.90, 20.00, 891.59, 2526.84, 15695.66
17.35, 35.00, 40.00, 891.72, 2464.57, 15695.66
21.29, 31.70, 50.00, 891.72, 2415.72, 15695.66
25.23, 31.70, 20.00, 892.09, 2393.36, 15695.66
29.16, 31.10, 30.00, 892.22, 2379.69, 15695.66
33.10, 29.20, 30.00, 892.22, 2371.91, 15695.66
37.04, 26.90, 40.00, 892.22, 2371.89, 15695.66
40.98, 26.30, 40.00, 892.72, 2374.32, 15695.66
44.91, 23.50, 20.00, 892.72, 2378.89, 15695.66
48.85, 31.40, 40.00, 892.84, 2379.01, 15695.66
52.80, 27.30, 30.00, 892.97, 2378.63, 15695.66
56.74, 28.20, 40.00, 893.09, 2379.52, 15695.66
60.68, 25.40, 60.00, 893.09, 2383.03, 15695.66
64.61, 23.90, 19.90, 893.34, 2384.27, 15695.66
68.55, 27.10, 40.00, 893.34, 2387.11, 15695.66
72.48, 26.40, 40.00, 893.47, 2388.80, 15695.66
76.41, 23.50, 40.00, 893.47, 2394.50, 15695.66
80.34, 22.90, 70.00, 893.59, 2394.89, 15695.66
84.28, 24.60, 50.00, 893.84, 2397.12, 15695.66
88.23, 23.50, 50.00, 894.09, 2399.00, 15695.66
92.16, 24.40, 10.00, 894.34, 2402.40, 15695.66
96.10, 21.80, 50.00, 894.47, 2406.89, 15695.66
100.03, 25.00, 39.90, 894.47, 2408.25, 15695.66
103.98, 20.70, 59.90, 894.59, 2410.12, 15695.66
107.90, 28.00, 40.00, 894.72, 2412.32, 15695.66
111.84, 21.00, 30.00, 894.97, 2414.45, 15695.66
115.78, 25.80, 50.00, 895.09, 2418.52, 15695.66
119.72, 25.80, 90.00, 895.09, 2420.05, 15695.66
123.65, 24.80, 50.00, 895.22, 2423.10, 15695.66
