Time(s),Coverage(%),Number of running robots
1.0,0.00,13
2.0,0.00,13
3.0,0.00,13
4.0,5.15,13
5.0,19.54,13
6.0,21.77,13
7.0,22.79,13
8.0,23.36,13
9.0,24.07,13
10.0,24.38,13
11.0,24.77,13
12.0,25.59,13
13.0,25.99,13
14.0,26.16,13
15.0,26.33,13
16.0,26.43,13
17.0,26.53,13
18.0,26.64,13
19.0,26.81,13
20.0,26.91,13
21.0,27.03,13
22.0,27.14,13
23.0,27.21,13
24.0,27.26,13
25.0,27.36,13
26.0,27.45,13
27.0,27.47,13
28.0,27.47,13
29.0,27.78,13
30.0,27.93,13
31.0,27.93,13
32.0,28.25,13
33.0,28.39,13
34.0,28.50,13
35.0,28.54,13
36.0,28.62,13
37.0,28.79,13
38.0,28.91,13
39.0,29.05,13
40.0,29.05,13
41.0,29.57,13
42.0,29.75,13
43.0,29.75,13
44.0,30.25,13
45.0,30.37,13
46.0,30.55,13
47.0,30.79,13
48.0,30.91,13
49.0,30.91,13
50.0,31.16,13
51.0,31.16,13
52.0,31.52,13
53.0,31.52,13
54.0,31.66,13
55.0,31.81,13
56.0,31.84,13
57.0,31.84,13
58.0,32.18,13
59.0,32.18,13
60.0,32.39,13
61.0,32.39,13
62.0,32.70,13
63.0,33.02,13
64.0,33.20,13
65.0,33.44,13
66.0,33.70,13
67.0,33.70,13
68.0,33.78,13
69.0,33.89,13
70.0,34.17,13
71.0,34.39,13
72.0,34.78,13
73.0,35.41,13
74.0,35.41,13
75.0,37.20,13
76.0,37.84,13
77.0,38.67,13
78.0,39.37,13
79.0,39.93,13
80.0,40.28,13
81.0,40.38,13
82.0,40.38,13
83.0,40.68,13
84.0,40.83,13
85.0,40.83,13
86.0,41.33,13
87.0,41.75,13
88.0,42.13,13
89.0,42.41,13
90.0,42.41,13
91.0,43.15,13
92.0,43.60,13
93.0,43.60,13
94.0,44.35,13
95.0,44.62,13
96.0,45.05,13
97.0,45.05,13
98.0,45.81,13
99.0,45.81,13
100.0,46.46,13
101.0,46.66,13
102.0,47.08,13
103.0,47.08,13
104.0,47.84,13
105.0,48.00,13
106.0,48.23,13
107.0,48.31,13
108.0,48.55,13
109.0,48.67,13
110.0,48.79,13
111.0,48.79,13
112.0,49.13,13
113.0,49.35,13
114.0,49.35,13
115.0,49.76,13
116.0,49.96,13
117.0,49.96,13
118.0,50.39,13
119.0,50.39,13
120.0,51.13,13
