Time(s),Coverage(%),Number of running robots
1747738467.6,0.00,5
1747738468.6,12.53,5
1747738469.6,12.53,5
1747738470.6,12.53,5
1747738471.6,12.53,5
1747738472.6,12.53,5
1747738473.6,12.53,5
1747738474.7,12.53,5
1747738475.7,12.53,5
1747738476.7,12.53,5
1747738477.7,12.53,5
1747738478.7,13.93,5
1747738479.7,17.01,5
1747738480.7,19.38,5
1747738481.7,20.67,5
1747738482.7,21.02,5
1747738483.7,21.14,5
1747738484.7,21.29,5
1747738485.8,21.83,5
1747738486.8,22.48,5
1747738487.8,23.78,5
1747738488.8,25.43,5
1747738489.8,26.16,5
1747738490.8,26.40,5
1747738491.8,27.41,5
1747738492.8,27.78,5
1747738493.8,28.03,5
1747738494.9,28.26,5
1747738495.9,28.45,5
1747738496.9,28.63,5
1747738497.9,28.89,5
1747738498.9,29.07,5
1747738499.9,29.29,5
1747738500.9,29.65,5
1747738501.9,29.92,5
1747738502.9,30.04,5
1747738503.9,30.15,5
1747738505.0,30.23,5
1747738506.0,30.72,5
1747738507.0,31.35,5
1747738508.0,31.52,5
1747738509.0,31.71,5
1747738510.0,31.94,5
1747738511.0,32.14,5
1747738512.0,32.49,5
1747738513.0,32.58,5
1747738514.1,32.87,5
1747738515.1,33.36,5
1747738516.1,33.99,5
1747738517.1,34.59,5
1747738518.1,36.14,5
1747738519.1,37.83,5
1747738520.1,38.41,5
1747738521.1,38.77,5
1747738522.1,38.78,5
1747738523.1,38.78,5
1747738524.1,38.91,5
1747738525.2,38.99,5
1747738526.2,39.08,5
1747738527.2,39.17,5
1747738528.2,39.27,5
1747738529.2,39.44,5
1747738530.2,39.53,5
1747738531.2,39.69,5
1747738532.2,39.83,5
1747738533.2,39.94,5
1747738534.2,40.09,5
1747738535.3,40.17,5
1747738536.3,40.41,5
1747738537.3,40.63,5
1747738538.3,41.03,5
1747738539.3,41.47,5
1747738540.3,41.97,5
1747738541.3,41.97,5
1747738542.3,44.80,5
1747738543.3,45.49,5
1747738544.3,45.80,5
1747738545.3,46.02,5
1747738546.3,46.23,5
1747738547.3,46.47,5
1747738548.4,46.76,5
1747738549.4,47.27,5
1747738550.4,47.57,5
1747738551.4,47.86,5
1747738552.4,49.25,5
1747738553.4,50.55,5
1747738554.4,51.35,5
1747738555.4,51.35,5
1747738556.4,51.36,5
1747738557.4,51.66,5
1747738558.4,51.89,5
1747738559.4,52.24,5
1747738560.4,52.46,5
1747738561.4,52.53,5
1747738562.5,52.62,5
1747738563.5,52.69,5
1747738564.5,52.73,5
1747738565.5,53.03,5
1747738566.5,53.41,5
1747738567.5,53.68,5
1747738568.5,53.92,5
1747738569.5,54.03,5
1747738570.5,54.09,5
1747738571.5,54.26,5
1747738572.5,54.40,5
1747738573.5,54.50,5
1747738574.5,54.61,5
1747738575.6,54.93,5
1747738576.6,55.44,5
1747738577.6,55.54,5
1747738578.6,55.61,5
1747738579.6,55.88,5
1747738580.6,56.14,5
1747738581.6,56.17,5
1747738582.6,56.65,5
1747738583.6,57.29,5
1747738584.6,57.72,5
1747738585.6,58.81,5
1747738586.6,59.32,5
1747738587.6,59.81,5
1747738588.6,60.37,5
1747738589.7,60.44,5
1747738590.7,60.64,5
1747738591.7,60.69,5
1747738592.7,60.93,5
1747738593.7,61.40,5
1747738594.7,61.69,5
1747738595.7,61.84,5
1747738596.7,61.86,5
1747738597.7,61.90,5
1747738598.7,61.93,5
1747738599.7,61.98,5
1747738600.7,62.13,5
1747738601.8,62.70,5
1747738602.8,62.88,5
1747738603.8,62.96,5
1747738604.8,62.96,5
1747738605.8,62.96,5
1747738606.8,63.15,5
1747738607.8,64.62,5
1747738608.8,65.36,5
1747738609.8,65.41,5
1747738610.8,65.50,5
1747738611.8,66.11,5
1747738612.8,66.73,5
1747738613.8,67.33,5
1747738614.8,67.77,5
1747738615.8,67.91,5
1747738616.9,67.92,5
1747738617.9,67.92,5
1747738618.9,67.97,5
1747738619.9,68.03,5
1747738620.9,68.07,5
1747738621.9,68.10,5
1747738622.9,68.12,5
1747738623.9,68.20,5
1747738624.9,68.41,5
1747738625.9,68.51,5
1747738626.9,68.66,5
1747738627.9,68.75,5
1747738628.9,68.96,5
1747738629.9,69.15,5
1747738631.0,69.16,5
1747738632.0,69.18,5
1747738633.0,69.41,5
1747738634.0,69.53,5
1747738635.0,69.75,5
1747738636.0,70.04,5
1747738637.0,70.23,5
1747738638.0,70.50,5
1747738639.0,70.70,5
1747738640.0,70.88,5
1747738641.0,71.18,5
1747738642.0,71.54,5
1747738643.0,71.79,5
1747738644.1,72.10,5
1747738645.1,72.33,5
1747738646.1,72.50,5
1747738647.1,72.82,5
1747738648.1,73.19,5
1747738649.1,74.18,5
1747738650.1,74.92,5
1747738651.1,75.22,5
1747738652.1,75.28,5
1747738653.1,75.29,5
1747738654.1,75.29,5
1747738655.1,75.75,5
1747738656.1,76.11,5
1747738657.1,76.45,5
1747738658.1,76.68,5
1747738659.2,76.87,5
1747738660.2,77.03,5
1747738661.2,77.18,5
1747738662.2,77.24,5
1747738663.2,77.30,5
1747738664.2,77.32,5
1747738665.2,77.34,5
1747738666.2,77.11,5
1747738667.2,77.13,5
1747738668.2,77.15,5
1747738669.2,77.15,5
1747738670.3,77.19,5
1747738671.3,77.19,5
1747738672.3,77.19,5
1747738673.3,77.19,5
1747738674.3,77.19,5
1747738675.4,77.19,5
1747738676.4,77.19,5
1747738677.4,77.19,5
1747738678.4,77.19,5
1747738679.4,77.20,5
1747738680.4,77.20,5
1747738681.4,77.20,5
1747738682.4,77.23,5
1747738683.4,77.24,5
1747738684.4,77.25,5
1747738685.4,77.30,5
