Time(s),Coverage(%),Number of running robots
1.0,0.00,1
2.0,0.00,1
3.0,0.00,1
4.0,7.23,1
5.0,10.46,1
6.0,11.05,1
7.0,11.50,1
8.0,11.68,1
9.0,11.89,1
10.0,12.17,1
11.0,12.51,1
12.0,12.78,1
13.0,12.99,1
14.0,13.19,1
15.0,13.60,1
16.0,14.11,1
17.0,14.57,1
18.0,15.04,1
19.0,15.36,1
20.0,15.62,1
21.0,15.97,1
22.0,16.48,1
23.0,16.80,1
24.0,17.27,1
25.0,17.54,1
26.0,17.69,1
27.0,17.85,1
28.0,18.05,1
29.0,18.18,1
30.0,18.25,1
31.0,18.34,1
32.0,18.37,1
33.0,18.38,1
34.0,18.37,1
35.0,18.53,1
36.0,18.76,1
37.0,18.92,1
38.0,19.16,1
39.0,19.36,1
40.0,19.42,1
41.0,19.55,1
42.0,19.69,1
43.0,19.85,1
44.0,19.91,1
45.0,20.06,1
46.0,20.07,1
47.0,20.14,1
48.0,20.18,1
49.0,20.22,1
50.0,20.24,1
51.0,20.24,1
52.0,20.24,1
53.0,20.25,1
54.0,20.26,1
55.0,20.29,1
56.0,20.59,1
57.0,21.03,1
58.0,21.38,1
59.0,21.65,1
60.0,21.88,1
61.0,22.13,1
62.0,22.35,1
63.0,22.53,1
64.0,22.82,1
65.0,23.02,1
66.0,23.06,1
67.0,23.17,1
68.0,23.28,1
69.0,23.29,1
70.0,23.33,1
71.0,23.43,1
72.0,23.49,1
73.0,23.52,1
74.0,23.54,1
75.0,23.54,1
76.0,23.57,1
77.0,23.61,1
78.0,23.61,1
79.0,23.63,1
80.0,23.63,1
81.0,23.64,1
82.0,23.64,1
83.0,23.65,1
84.0,23.65,1
85.0,23.65,1
86.0,23.68,1
87.0,23.68,1
88.0,23.69,1
89.0,23.69,1
90.0,23.69,1
91.0,23.69,1
92.0,23.69,1
93.0,23.69,1
94.0,23.69,1
95.0,23.69,1
96.0,23.69,1
97.0,23.69,1
98.0,23.69,1
99.0,23.69,1
100.0,23.70,1
101.0,23.70,1
102.0,23.70,1
103.0,23.70,1
104.0,23.72,1
105.0,23.72,1
106.0,23.73,1
107.0,23.74,1
108.0,23.77,1
109.0,23.79,1
110.0,23.82,1
111.0,23.64,1
112.0,23.64,1
113.0,23.65,1
114.0,23.66,1
115.0,23.70,1
116.0,23.74,1
117.0,23.75,1
118.0,23.75,1
119.0,23.76,1
120.0,23.78,1
