Time(s),Coverage(%),Number of running robots
1.0,10.09,3
2.0,10.09,3
3.0,10.09,3
4.0,10.09,3
5.0,10.09,3
6.0,10.09,3
7.0,10.09,3
8.0,10.09,3
9.0,10.75,3
10.0,12.43,3
11.0,13.71,3
12.0,15.77,3
13.0,15.94,3
14.0,15.94,3
15.0,15.99,3
16.0,16.04,3
17.0,16.43,3
18.0,16.70,3
19.0,16.91,3
20.0,17.06,3
21.0,17.15,3
22.0,17.19,3
23.0,17.33,3
24.0,17.54,3
25.0,18.15,3
26.0,18.79,3
27.0,20.00,3
28.0,20.99,3
29.0,20.99,3
30.0,21.00,3
31.0,21.49,3
32.0,21.91,3
33.0,22.43,3
34.0,22.91,3
35.0,23.26,3
36.0,23.63,3
37.0,24.01,3
38.0,24.21,3
39.0,24.40,3
40.0,24.57,3
41.0,25.09,3
42.0,25.51,3
43.0,26.63,3
44.0,27.67,3
45.0,28.36,3
46.0,28.92,3
47.0,29.55,3
48.0,29.97,3
49.0,30.09,3
50.0,30.18,3
51.0,30.30,3
52.0,30.50,3
53.0,30.64,3
54.0,31.00,3
55.0,31.35,3
56.0,31.85,3
57.0,32.33,3
58.0,32.34,3
59.0,32.34,3
60.0,32.91,3
61.0,33.99,3
62.0,34.86,3
63.0,35.60,3
64.0,35.84,3
65.0,36.23,3
66.0,36.23,3
67.0,36.24,3
68.0,36.38,3
69.0,36.68,3
70.0,36.87,3
71.0,37.29,3
72.0,37.82,3
73.0,39.04,3
74.0,39.81,3
75.0,39.91,3
76.0,39.91,3
77.0,39.91,3
78.0,39.92,3
79.0,39.93,3
80.0,39.93,3
81.0,39.93,3
82.0,39.96,3
83.0,40.11,3
84.0,40.60,3
85.0,40.82,3
86.0,41.04,3
87.0,41.13,3
88.0,41.24,3
89.0,41.25,3
90.0,41.25,3
91.0,41.25,3
92.0,41.25,3
93.0,41.30,3
94.0,41.32,3
95.0,41.33,3
96.0,41.34,3
97.0,41.35,3
98.0,41.42,3
99.0,41.52,3
100.0,41.68,3
101.0,41.78,3
102.0,41.90,3
103.0,42.01,3
104.0,42.13,3
105.0,42.13,3
106.0,42.15,3
107.0,42.20,3
108.0,42.21,3
109.0,42.21,3
110.0,42.21,3
111.0,42.21,3
112.0,42.21,3
113.0,42.22,3
114.0,42.23,3
115.0,42.23,3
116.0,42.23,3
117.0,42.23,3
118.0,42.23,3
119.0,42.23,3
120.0,42.25,3
