Time(s),Coverage(%),Number of running robots
1.0,7.73,2
2.0,7.73,2
3.0,7.73,2
4.0,7.73,2
5.0,7.73,2
6.0,7.73,2
7.0,7.73,2
8.0,7.73,2
9.0,7.73,2
10.0,11.80,2
11.0,11.94,2
12.0,12.04,2
13.0,12.35,2
14.0,12.45,2
15.0,12.47,2
16.0,12.57,2
17.0,12.61,2
18.0,12.63,2
19.0,12.64,2
20.0,13.01,2
21.0,13.59,2
22.0,14.63,2
23.0,15.10,2
24.0,15.17,2
25.0,15.17,2
26.0,15.50,2
27.0,15.96,2
28.0,16.27,2
29.0,16.33,2
30.0,16.39,2
31.0,16.41,2
32.0,16.61,2
33.0,16.89,2
34.0,17.54,2
35.0,18.38,2
36.0,19.36,2
37.0,20.35,2
38.0,20.93,2
39.0,21.00,2
40.0,21.19,2
41.0,21.48,2
42.0,21.73,2
43.0,21.95,2
44.0,22.13,2
45.0,22.18,2
46.0,22.23,2
47.0,22.41,2
48.0,22.65,2
49.0,23.18,2
50.0,23.70,2
51.0,24.20,2
52.0,24.20,2
53.0,24.26,2
54.0,25.03,2
55.0,26.13,2
56.0,27.11,2
57.0,27.64,2
58.0,27.83,2
59.0,28.21,2
60.0,28.57,2
61.0,28.69,2
62.0,28.95,2
63.0,29.20,2
64.0,29.61,2
65.0,30.23,2
66.0,30.27,2
67.0,30.31,2
68.0,30.26,2
69.0,31.66,2
70.0,32.56,2
71.0,33.19,2
72.0,33.65,2
73.0,33.87,2
74.0,33.96,2
75.0,33.97,2
76.0,33.98,2
77.0,34.03,2
78.0,34.04,2
79.0,34.10,2
80.0,34.12,2
81.0,34.17,2
82.0,34.28,2
83.0,34.45,2
84.0,34.73,2
85.0,34.86,2
86.0,34.86,2
87.0,35.07,2
88.0,35.35,2
89.0,36.09,2
90.0,37.31,2
91.0,37.93,2
92.0,37.93,2
93.0,37.93,2
94.0,38.17,2
95.0,38.70,2
96.0,39.17,2
97.0,39.44,2
98.0,39.71,2
99.0,39.81,2
100.0,39.83,2
101.0,39.83,2
102.0,39.92,2
103.0,40.05,2
104.0,40.28,2
105.0,40.49,2
106.0,40.49,2
107.0,41.20,2
108.0,41.20,2
109.0,43.76,2
110.0,45.25,2
111.0,46.75,2
112.0,46.75,2
113.0,47.19,2
114.0,47.30,2
115.0,47.50,2
116.0,47.67,2
117.0,47.71,2
118.0,47.71,2
119.0,48.19,2
120.0,48.19,2
