Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 26.70, 0.00, 3.62, 1764.69, 15695.66
1.54, 0.80, 0.00, 67.11, 1889.38, 15695.66
2.85, 10.80, 0.00, 67.11, 1902.34, 15695.66
4.17, 0.00, 0.00, 67.23, 1930.63, 15695.66
5.49, 0.00, 0.00, 67.23, 1930.27, 15695.66
9.49, 100.00, 80.00, 890.61, 2307.85, 15695.66
13.42, 6.70, 10.00, 890.86, 2481.27, 15695.66
17.35, 37.00, 59.90, 890.86, 2423.48, 15695.66
21.29, 33.10, 10.00, 890.98, 2400.72, 15695.66
25.24, 30.10, 10.00, 891.23, 2379.33, 15695.66
29.17, 31.10, 20.00, 891.48, 2362.48, 15695.66
33.11, 28.00, 50.00, 891.86, 2358.90, 15695.66
37.05, 28.80, 30.00, 892.11, 2359.61, 15695.66
40.98, 25.00, 40.00, 892.23, 2363.12, 15695.66
44.91, 27.90, 40.00, 892.23, 2364.57, 15695.66
48.87, 28.80, 50.00, 892.23, 2357.08, 15695.66
52.80, 26.20, 49.90, 892.23, 2359.87, 15695.66
56.73, 25.60, 40.00, 892.36, 2362.38, 15695.66
60.68, 25.20, 40.00, 892.36, 2364.08, 15695.66
64.61, 25.20, 30.00, 892.48, 2366.27, 15695.66
68.55, 24.80, 40.00, 892.86, 2369.23, 15695.66
72.48, 26.40, 30.00, 893.11, 2378.20, 15695.66
76.41, 25.00, 20.00, 893.23, 2376.07, 15695.66
80.34, 18.80, 50.00, 893.23, 2377.64, 15695.66
84.28, 23.10, 40.00, 893.48, 2381.07, 15695.66
88.22, 26.40, 30.00, 893.61, 2382.45, 15695.66
92.15, 22.70, 10.00, 893.73, 2383.59, 15695.66
96.08, 25.40, 10.00, 893.73, 2386.93, 15695.66
100.02, 23.10, 29.90, 893.73, 2384.01, 15695.66
103.96, 18.30, 59.80, 893.73, 2388.96, 15695.66
107.90, 22.00, 50.00, 893.86, 2390.03, 15695.66
111.83, 21.00, 70.00, 893.86, 2388.93, 15695.66
115.77, 26.90, 50.00, 894.11, 2393.45, 15695.66
119.71, 25.20, 30.00, 894.23, 2396.00, 15695.66
123.64, 20.70, 60.00, 894.48, 2395.05, 15695.66
