Time(s),Coverage(%),Number of running robots
1.0,14.04,8
2.0,14.04,8
3.0,14.04,8
4.0,14.04,8
5.0,14.04,8
6.0,14.04,8
7.0,14.04,8
8.0,14.04,8
9.0,14.04,8
10.0,14.04,8
11.0,14.04,8
12.0,16.34,8
13.0,17.76,8
14.0,19.13,8
15.0,20.20,8
16.0,21.44,8
17.0,22.82,8
18.0,24.75,8
19.0,25.34,8
20.0,25.37,8
21.0,26.02,8
22.0,26.55,8
23.0,26.88,8
24.0,27.39,8
25.0,27.93,8
26.0,28.30,8
27.0,28.53,8
28.0,28.98,8
29.0,29.38,8
30.0,29.82,8
31.0,30.32,8
32.0,30.61,8
33.0,30.74,8
34.0,30.86,8
35.0,31.30,8
36.0,31.70,8
37.0,31.98,8
38.0,32.21,8
39.0,32.61,8
40.0,33.15,8
41.0,33.87,8
42.0,35.25,8
43.0,37.03,8
44.0,37.67,8
45.0,37.94,8
46.0,39.34,8
47.0,41.08,8
48.0,42.79,8
49.0,44.57,8
50.0,45.93,8
51.0,46.17,8
52.0,46.44,8
53.0,46.80,8
54.0,47.38,8
55.0,47.78,8
56.0,48.00,8
57.0,48.09,8
58.0,48.07,8
59.0,48.20,8
60.0,48.43,8
61.0,48.49,8
62.0,48.55,8
63.0,48.79,8
64.0,49.08,8
65.0,49.41,8
66.0,49.49,8
67.0,49.69,8
68.0,50.11,8
69.0,51.13,8
70.0,52.01,8
71.0,52.22,8
72.0,52.24,8
73.0,52.29,8
74.0,52.35,8
75.0,52.66,8
76.0,52.92,8
77.0,52.98,8
78.0,53.22,8
79.0,53.41,8
80.0,53.73,8
81.0,54.12,8
82.0,54.63,8
83.0,55.04,8
84.0,55.81,8
85.0,56.52,8
86.0,56.64,8
87.0,56.75,8
88.0,57.43,8
89.0,58.35,8
90.0,59.38,8
91.0,60.26,8
92.0,60.47,8
93.0,60.64,8
94.0,60.68,8
95.0,60.96,8
96.0,61.13,7
97.0,61.13,7
98.0,61.13,7
99.0,61.13,7
100.0,61.13,7
101.0,61.13,7
102.0,61.13,7
103.0,61.13,7
104.0,61.13,7
105.0,61.13,7
106.0,61.13,7
107.0,61.13,7
108.0,61.13,7
109.0,61.13,7
110.0,61.13,7
111.0,61.13,7
112.0,61.13,7
113.0,61.13,7
114.0,61.13,7
115.0,61.13,7
116.0,61.13,7
117.0,61.13,7
118.0,61.13,7
119.0,61.13,7
120.0,61.13,7
