Time(s),Coverage(%),Number of running robots
1747835603.2,0.00,8
1747835604.2,14.27,8
1747835605.2,17.77,8
1747835606.2,18.69,8
1747835607.3,18.94,8
1747835608.3,19.16,8
1747835609.3,19.38,8
1747835610.3,19.58,8
1747835611.3,19.74,8
1747835612.3,19.88,8
1747835613.3,19.99,8
1747835614.3,20.12,8
1747835615.3,20.27,8
1747835616.3,20.37,8
1747835617.4,20.50,8
1747835618.4,20.65,8
1747835619.4,20.76,8
1747835620.4,20.90,8
1747835621.4,20.99,8
1747835622.4,21.09,8
1747835623.4,21.25,8
1747835624.4,21.32,8
1747835625.4,21.42,8
1747835626.4,21.55,8
1747835627.5,21.66,8
1747835628.5,21.77,8
1747835629.5,21.88,8
1747835630.5,21.93,8
1747835631.5,22.02,8
1747835632.5,22.12,8
1747835633.6,22.29,8
1747835634.6,22.33,8
1747835635.6,22.44,8
1747835636.6,22.55,8
1747835637.6,22.62,8
1747835638.6,22.86,8
1747835639.6,22.96,8
1747835640.6,23.07,8
1747835641.6,23.22,8
1747835642.6,23.31,8
1747835643.7,23.41,8
1747835644.7,23.48,8
1747835645.7,23.54,8
1747835646.7,23.63,8
1747835647.7,23.71,8
1747835648.7,23.81,8
1747835649.7,23.90,8
1747835650.7,24.19,8
1747835651.7,24.34,8
1747835652.8,24.41,8
1747835653.8,24.52,8
1747835654.8,24.61,8
1747835655.8,24.69,8
1747835656.8,24.83,8
1747835657.8,24.93,8
1747835658.8,25.05,8
1747835659.8,25.15,8
1747835660.9,25.39,8
1747835661.9,25.70,8
1747835662.9,25.88,8
1747835663.9,26.30,8
1747835664.9,26.55,8
1747835665.9,27.07,8
1747835666.9,27.40,8
1747835667.9,27.75,8
1747835668.9,28.07,8
1747835669.9,28.36,8
1747835670.9,28.60,8
1747835672.0,28.84,8
1747835673.0,28.99,8
1747835674.0,29.36,8
1747835675.0,29.67,8
1747835676.0,29.83,8
1747835677.0,30.06,8
1747835678.0,30.23,8
1747835679.0,30.58,8
1747835680.0,30.76,8
1747835681.0,31.00,8
1747835682.0,31.23,8
1747835683.0,31.50,8
1747835684.0,31.94,8
1747835685.1,32.30,8
1747835686.1,32.61,8
1747835687.1,32.74,8
1747835688.1,33.04,8
1747835689.1,33.37,8
1747835690.2,33.52,8
1747835691.2,33.69,8
1747835692.2,33.83,8
1747835693.2,33.95,8
1747835694.2,34.05,8
1747835695.2,34.24,8
1747835696.2,34.46,8
1747835697.2,34.59,8
1747835698.2,34.70,8
1747835699.3,34.86,8
1747835700.3,35.08,8
1747835701.3,35.15,8
1747835702.3,35.21,8
1747835703.3,35.27,8
1747835704.3,35.30,8
1747835705.3,35.59,8
1747835706.3,35.88,8
1747835707.3,36.13,8
1747835708.4,36.34,8
1747835709.4,36.62,8
1747835710.4,36.73,8
1747835711.4,36.86,8
1747835712.4,36.95,8
1747835713.4,37.00,8
1747835714.4,37.04,8
1747835715.4,37.08,8
1747835716.4,37.11,8
1747835717.4,37.16,8
1747835718.4,37.21,8
1747835719.4,37.28,8
1747835720.5,37.30,8
1747835721.5,37.34,8
1747835722.5,37.38,8
1747835723.5,37.40,8
1747835724.5,37.44,8
1747835725.5,37.46,8
1747835726.5,37.48,8
1747835727.5,37.59,8
1747835728.6,37.61,8
1747835729.6,37.74,8
1747835730.6,37.95,8
1747835731.6,38.09,8
1747835732.6,38.32,8
1747835733.7,38.52,8
1747835734.7,38.59,8
1747835735.7,38.64,8
1747835736.7,38.72,8
1747835737.7,38.92,8
1747835738.7,39.18,8
1747835739.7,40.01,8
1747835740.7,40.67,8
1747835741.7,41.07,8
1747835742.7,41.56,8
1747835743.7,42.01,8
1747835744.7,42.41,8
1747835745.7,42.85,8
1747835746.7,42.98,8
1747835747.7,43.07,8
1747835748.7,43.31,8
1747835749.8,43.44,8
1747835750.8,43.73,8
1747835751.8,43.73,8
1747835752.8,43.95,8
1747835753.8,43.95,8
1747835754.8,44.06,8
1747835755.8,44.36,8
1747835756.8,44.47,8
1747835757.8,44.54,8
1747835758.8,44.61,8
1747835759.9,44.72,8
1747835760.9,44.82,8
1747835761.9,44.86,8
1747835762.9,44.92,8
1747835763.9,45.01,8
1747835764.9,45.02,8
1747835765.9,45.03,8
1747835767.0,45.07,8
1747835768.0,45.17,8
1747835769.0,45.24,8
1747835770.0,45.28,8
1747835771.0,45.35,8
1747835772.0,45.45,8
1747835773.0,45.55,8
1747835774.0,45.61,8
1747835775.0,45.72,8
1747835776.0,45.80,8
1747835777.0,45.84,8
1747835778.1,45.90,8
1747835779.1,45.91,8
1747835780.1,45.99,8
1747835781.1,46.18,8
1747835782.1,46.19,8
1747835783.1,46.20,8
1747835784.1,46.13,8
1747835785.1,46.17,8
1747835786.1,46.20,8
1747835787.1,46.51,8
1747835788.1,46.78,8
1747835789.1,46.87,8
1747835790.2,46.97,8
1747835791.2,47.01,8
1747835792.2,47.32,8
1747835793.2,47.35,8
1747835794.2,47.49,8
1747835795.2,47.70,8
1747835796.2,47.83,8
1747835797.2,47.99,8
1747835798.2,48.19,8
