Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 20.00, 0.00, 3.54, 1620.43, 15695.66
1.56, 0.80, 0.00, 67.23, 1668.51, 15695.66
2.88, 8.40, 0.00, 67.23, 1712.04, 15695.66
4.19, 0.00, 0.00, 67.35, 1726.30, 15695.66
5.51, 0.00, 0.00, 67.35, 1710.47, 15695.66
7.23, 0.80, 0.00, 191.18, 1831.26, 15695.66
8.94, 2.50, 0.00, 191.18, 1803.82, 15695.66
10.66, 3.40, 0.00, 191.18, 1763.48, 15695.66
12.38, 1.70, 0.00, 191.18, 1756.69, 15695.66
14.10, 0.80, 0.00, 191.18, 1746.07, 15695.66
15.81, 3.40, 10.00, 191.18, 1738.61, 15695.66
17.53, 1.70, 20.00, 191.18, 1732.75, 15695.66
19.24, 1.70, 0.00, 191.18, 1732.48, 15695.66
20.96, 1.70, 10.00, 191.18, 1727.61, 15695.66
22.68, 3.40, 10.00, 191.18, 1726.05, 15695.66
24.39, 1.70, 10.00, 191.18, 1727.50, 15695.66
26.11, 0.80, 10.00, 191.18, 1724.64, 15695.66
27.83, 4.10, 0.00, 191.18, 1719.52, 15695.66
29.54, 1.70, 0.00, 191.18, 1719.14, 15695.66
31.26, 2.50, 0.00, 191.18, 1719.71, 15695.66
32.98, 1.70, 0.00, 191.18, 1720.48, 15695.66
34.69, 1.70, 10.00, 191.18, 1718.49, 15695.66
36.41, 1.70, 20.00, 191.18, 1718.71, 15695.66
38.13, 0.80, 0.00, 191.18, 1720.33, 15695.66
39.85, 4.10, 20.00, 191.18, 1719.73, 15695.66
41.56, 1.70, 10.00, 191.18, 1719.46, 15695.66
43.28, 1.70, 0.00, 191.18, 1719.77, 15695.66
45.00, 7.40, 20.00, 191.18, 1720.94, 15695.66
46.72, 1.70, 10.00, 191.18, 1719.00, 15695.66
48.45, 2.50, 10.00, 191.18, 1719.23, 15695.66
50.16, 3.30, 0.00, 191.18, 1713.79, 15695.66
51.88, 1.70, 10.00, 191.18, 1714.70, 15695.66
53.60, 2.50, 20.00, 191.18, 1714.23, 15695.66
55.32, 0.80, 10.00, 191.18, 1713.79, 15695.66
57.04, 1.70, 0.00, 191.18, 1714.51, 15695.66
58.76, 0.80, 10.00, 191.18, 1714.75, 15695.66
60.47, 1.70, 10.00, 191.18, 1713.95, 15695.66
62.19, 5.00, 10.00, 191.18, 1713.81, 15695.66
63.91, 1.70, 10.00, 191.18, 1714.40, 15695.66
65.62, 2.50, 0.00, 191.18, 1714.87, 15695.66
67.34, 8.20, 0.00, 191.18, 1714.57, 15695.66
69.06, 1.70, 20.00, 191.18, 1708.42, 15695.66
70.77, 0.80, 20.00, 191.18, 1708.88, 15695.66
72.49, 0.80, 10.00, 191.18, 1708.84, 15695.66
74.21, 1.70, 20.00, 191.30, 1708.74, 15695.66
75.92, 1.70, 0.00, 191.30, 1708.12, 15695.66
77.64, 2.50, 20.00, 191.30, 1708.16, 15695.66
79.36, 0.80, 0.00, 191.30, 1708.10, 15695.66
81.07, 1.70, 10.00, 191.30, 1708.08, 15695.66
82.79, 1.70, 0.00, 191.30, 1709.21, 15695.66
84.51, 0.80, 10.00, 191.30, 1707.87, 15695.66
86.23, 0.80, 10.00, 191.30, 1703.77, 15695.66
87.95, 1.70, 10.00, 191.43, 1704.58, 15695.66
89.66, 4.20, 0.00, 191.43, 1705.00, 15695.66
91.38, 2.50, 10.00, 191.43, 1705.26, 15695.66
93.09, 0.80, 0.00, 191.43, 1705.68, 15695.66
94.81, 1.70, 0.00, 191.43, 1705.73, 15695.66
96.53, 3.30, 10.00, 191.43, 1705.99, 15695.66
98.25, 0.80, 0.00, 191.43, 1705.98, 15695.66
99.96, 1.70, 10.00, 191.43, 1706.59, 15695.66
101.68, 6.80, 0.00, 191.43, 1706.82, 15695.66
103.40, 0.80, 10.00, 191.55, 1707.06, 15695.66
105.11, 1.70, 0.00, 191.55, 1708.03, 15695.66
106.83, 3.40, 10.00, 191.55, 1706.17, 15695.66
108.55, 0.80, 0.00, 191.55, 1701.79, 15695.66
110.26, 2.50, 10.00, 191.55, 1702.03, 15695.66
111.98, 1.70, 0.00, 191.55, 1702.59, 15695.66
113.70, 1.70, 0.00, 191.55, 1703.62, 15695.66
115.42, 0.80, 10.00, 191.55, 1701.43, 15695.66
117.13, 1.70, 10.00, 191.55, 1701.85, 15695.66
118.85, 4.10, 0.00, 191.55, 1701.67, 15695.66
120.57, 1.70, 0.00, 191.55, 1702.48, 15695.66
122.28, 1.70, 20.00, 191.55, 1702.96, 15695.66
124.00, 10.90, 10.00, 191.55, 1688.97, 15695.66
