Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 26.70, 0.00, 3.45, 2066.62, 15695.66
6.03, 100.00, 347.90, 1922.16, 2613.16, 15695.66
11.57, 25.80, 110.00, 2091.05, 3343.15, 15695.66
17.13, 27.50, 189.50, 2103.93, 3394.02, 15695.66
22.67, 19.00, 149.60, 2130.55, 3580.57, 15695.66
28.21, 16.70, 179.80, 2131.05, 3446.11, 15695.66
33.76, 20.20, 139.70, 2131.43, 3355.83, 15695.66
39.33, 19.30, 149.70, 2132.30, 3362.25, 15695.66
44.88, 16.90, 159.60, 2133.18, 3360.27, 15695.66
50.42, 18.50, 189.90, 2133.80, 3363.02, 15695.66
55.97, 16.90, 159.60, 2134.80, 3354.64, 15695.66
61.53, 16.70, 119.70, 2135.18, 3355.38, 15695.66
65.98, 16.00, 149.90, 1357.43, 3358.39, 15695.66
67.30, 0.00, 0.00, 81.75, 2343.52, 15695.66
68.62, 0.00, 0.00, 81.75, 2339.39, 15695.66
69.94, 0.00, 10.00, 81.75, 2339.38, 15695.66
71.26, 0.00, 0.00, 81.75, 2335.47, 15695.66
72.58, 0.00, 0.00, 81.75, 2335.91, 15695.66
73.90, 0.00, 0.00, 81.75, 2335.41, 15695.66
75.22, 0.80, 0.00, 81.75, 2335.53, 15695.66
76.53, 0.80, 0.00, 81.75, 2335.84, 15695.66
77.85, 0.00, 0.00, 81.75, 2336.56, 15695.66
79.17, 0.80, 0.00, 81.75, 2337.05, 15695.66
80.49, 0.00, 0.00, 81.87, 2337.77, 15695.66
81.81, 0.00, 0.00, 81.87, 2337.40, 15695.66
83.13, 1.70, 0.00, 81.87, 2336.82, 15695.66
84.45, 0.80, 0.00, 81.87, 2336.79, 15695.66
85.77, 0.80, 0.00, 81.87, 2336.78, 15695.66
87.09, 0.00, 0.00, 81.87, 2336.81, 15695.66
88.41, 0.80, 0.00, 81.87, 2335.97, 15695.66
89.73, 0.00, 10.00, 81.87, 2336.82, 15695.66
91.05, 0.00, 0.00, 81.87, 2336.82, 15695.66
92.37, 0.80, 0.00, 81.87, 2336.82, 15695.66
93.69, 0.80, 0.00, 81.87, 2331.75, 15695.66
95.00, 0.00, 0.00, 81.87, 2331.71, 15695.66
96.32, 1.70, 0.00, 81.87, 2332.69, 15695.66
97.64, 1.60, 0.00, 81.87, 2333.17, 15695.66
98.96, 0.80, 10.00, 81.87, 2327.80, 15695.66
100.28, 0.80, 0.00, 81.87, 2327.18, 15695.66
101.60, 0.80, 0.00, 81.87, 2327.04, 15695.66
102.92, 0.80, 0.00, 81.87, 2326.63, 15695.66
104.24, 0.00, 0.00, 81.87, 2326.45, 15695.66
105.56, 0.00, 0.00, 81.87, 2326.09, 15695.66
106.88, 0.00, 0.00, 81.87, 2326.31, 15695.66
108.20, 0.80, 0.00, 81.87, 2325.89, 15695.66
109.52, 0.80, 0.00, 81.87, 2325.55, 15695.66
110.84, 0.80, 0.00, 81.87, 2326.04, 15695.66
112.16, 0.00, 10.00, 81.87, 2326.41, 15695.66
113.47, 0.00, 0.00, 81.87, 2326.29, 15695.66
114.79, 0.80, 0.00, 81.87, 2326.28, 15695.66
116.11, 0.80, 10.00, 81.87, 2326.25, 15695.66
117.43, 1.70, 0.00, 81.87, 2326.53, 15695.66
118.75, 0.00, 0.00, 81.87, 2326.93, 15695.66
120.07, 0.00, 0.00, 81.87, 2326.91, 15695.66
121.39, 0.80, 0.00, 81.87, 2326.53, 15695.66
122.71, 0.00, 0.00, 81.87, 2326.29, 15695.66
124.03, 0.00, 0.00, 81.87, 2326.75, 15695.66
125.35, 1.70, 0.00, 81.87, 2326.74, 15695.66
126.67, 1.70, 0.00, 81.87, 2327.47, 15695.66
127.99, 0.00, 10.00, 81.87, 2327.46, 15695.66
