Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 17.50, 0.00, 3.57, 1698.47, 15695.66
1.54, 0.80, 0.00, 67.11, 1782.05, 15695.66
2.86, 8.40, 0.00, 67.11, 1820.24, 15695.66
4.17, 0.00, 0.00, 67.23, 1838.33, 15695.66
5.49, 1.60, 0.00, 67.23, 1823.87, 15695.66
7.81, 4.20, 30.00, 378.86, 1980.43, 15695.66
10.13, 2.50, 10.00, 378.86, 2003.38, 15695.66
12.45, 2.50, 20.00, 379.16, 1982.47, 15695.66
14.77, 2.50, 0.00, 379.16, 1965.11, 15695.66
17.10, 3.30, 20.00, 379.16, 1952.86, 15695.66
19.42, 11.90, 10.00, 379.16, 1936.19, 15695.66
21.74, 2.50, 20.00, 379.16, 1922.84, 15695.66
24.06, 17.90, 10.00, 379.28, 1918.26, 15695.66
26.39, 2.50, 30.00, 379.28, 1912.25, 15695.66
28.72, 23.30, 20.00, 379.41, 1904.42, 15695.66
31.04, 1.70, 10.00, 379.41, 1903.67, 15695.66
33.37, 18.30, 0.00, 379.41, 1903.96, 15695.66
35.69, 1.70, 40.00, 379.41, 1904.41, 15695.66
38.01, 15.00, 0.00, 379.41, 1901.78, 15695.66
40.33, 2.50, 20.00, 379.41, 1901.58, 15695.66
42.66, 8.40, 0.00, 379.41, 1904.62, 15695.66
44.99, 2.50, 10.00, 379.41, 1901.60, 15695.66
47.31, 1.70, 59.90, 379.41, 1898.20, 15695.66
49.63, 4.20, 10.00, 379.53, 1899.45, 15695.66
51.95, 2.50, 20.00, 379.53, 1897.70, 15695.66
54.29, 19.00, 20.00, 379.53, 1898.75, 15695.66
56.61, 2.50, 20.00, 379.53, 1896.67, 15695.66
58.93, 16.40, 30.00, 379.53, 1897.70, 15695.66
61.25, 4.20, 20.00, 379.53, 1896.54, 15695.66
63.57, 20.30, 20.00, 379.53, 1906.75, 15695.66
65.89, 3.30, 20.00, 379.53, 1911.29, 15695.66
68.22, 9.20, 0.00, 379.53, 1908.21, 15695.66
70.54, 2.50, 30.00, 379.53, 1900.36, 15695.66
72.86, 9.20, 0.00, 379.53, 1891.35, 15695.66
75.18, 2.50, 10.00, 379.53, 1892.89, 15695.66
77.51, 7.60, 10.00, 379.53, 1897.83, 15695.66
79.83, 3.30, 10.00, 379.53, 1899.91, 15695.66
82.15, 3.30, 20.00, 379.53, 1896.89, 15695.66
84.47, 3.30, 10.00, 379.53, 1898.37, 15695.66
86.79, 3.30, 30.00, 379.53, 1895.80, 15695.66
89.11, 7.60, 20.00, 379.53, 1897.15, 15695.66
91.43, 2.50, 30.00, 379.53, 1898.07, 15695.66
93.76, 13.30, 20.00, 379.53, 1900.74, 15695.66
96.08, 3.30, 10.00, 379.66, 1899.39, 15695.66
98.40, 8.30, 20.00, 379.78, 1900.49, 15695.66
100.72, 2.50, 10.00, 379.78, 1900.67, 15695.66
103.04, 11.70, 0.00, 379.78, 1898.79, 15695.66
105.36, 2.50, 20.00, 379.78, 1900.41, 15695.66
107.68, 9.30, 10.00, 379.78, 1904.14, 15695.66
110.00, 1.70, 10.00, 379.78, 1896.47, 15695.66
112.32, 9.20, 10.00, 379.78, 1896.93, 15695.66
114.65, 1.70, 0.00, 379.78, 1898.38, 15695.66
116.97, 2.50, 40.00, 379.78, 1901.71, 15695.66
119.29, 5.90, 20.00, 379.78, 1902.93, 15695.66
121.61, 2.50, 10.00, 379.91, 1903.55, 15695.66
123.94, 8.30, 30.00, 379.91, 1908.35, 15695.66
