Time(s),Coverage(%),Number of running robots
1.0,0.00,5
2.0,0.00,5
3.0,0.00,5
4.0,12.64,5
5.0,17.99,5
6.0,19.20,5
7.0,19.57,5
8.0,20.01,5
9.0,20.45,5
10.0,20.91,5
11.0,21.20,5
12.0,21.36,5
13.0,21.57,5
14.0,21.80,5
15.0,21.91,5
16.0,22.21,5
17.0,22.49,5
18.0,22.84,5
19.0,23.01,5
20.0,23.23,5
21.0,23.61,5
22.0,24.06,5
23.0,24.34,5
24.0,24.50,5
25.0,24.63,5
26.0,24.71,5
27.0,24.86,5
28.0,24.95,5
29.0,25.05,5
30.0,25.07,5
31.0,25.12,5
32.0,25.22,5
33.0,25.24,5
34.0,25.25,5
35.0,25.25,5
36.0,25.26,5
37.0,25.51,5
38.0,25.71,5
39.0,25.78,5
40.0,26.02,5
41.0,26.20,5
42.0,26.34,5
43.0,26.45,5
44.0,26.63,5
45.0,26.74,5
46.0,26.81,5
47.0,26.86,5
48.0,26.90,5
49.0,26.95,5
50.0,26.99,5
51.0,27.02,5
52.0,27.04,5
53.0,27.07,5
54.0,27.10,5
55.0,27.20,5
56.0,27.43,5
57.0,27.84,5
58.0,28.27,5
59.0,28.54,5
60.0,28.88,5
61.0,29.19,5
62.0,29.47,5
63.0,29.59,5
64.0,29.82,5
65.0,29.99,5
66.0,30.19,5
67.0,30.43,5
68.0,30.50,5
69.0,30.69,5
70.0,30.88,5
71.0,31.00,5
72.0,31.11,5
73.0,31.13,5
74.0,31.15,5
75.0,31.21,5
76.0,31.29,5
77.0,31.35,5
78.0,31.41,5
79.0,31.47,5
80.0,31.49,5
81.0,31.55,5
82.0,31.56,5
83.0,31.60,5
84.0,31.70,5
85.0,31.72,5
86.0,31.74,5
87.0,31.77,5
88.0,31.86,5
89.0,31.94,5
90.0,32.02,5
91.0,32.13,5
92.0,32.27,5
93.0,32.43,5
94.0,32.62,5
95.0,32.85,5
96.0,33.17,5
97.0,33.52,5
98.0,33.99,5
99.0,34.57,5
100.0,35.11,5
101.0,35.70,5
102.0,36.42,5
103.0,36.65,5
104.0,36.81,5
105.0,36.88,5
106.0,37.05,5
107.0,37.42,5
108.0,37.78,5
109.0,38.17,5
110.0,38.51,5
111.0,39.20,5
112.0,39.52,5
113.0,39.55,5
114.0,39.65,5
115.0,39.73,5
116.0,39.89,5
117.0,40.04,5
118.0,40.17,5
119.0,40.33,5
120.0,40.50,5
