Time(s),Coverage(%),Number of running robots
1.0,10.24,3
2.0,10.24,3
3.0,10.24,3
4.0,10.24,3
5.0,10.24,3
6.0,10.24,3
7.0,10.24,3
8.0,10.24,3
9.0,10.24,3
10.0,11.23,3
11.0,14.84,3
12.0,15.65,3
13.0,15.86,3
14.0,16.14,3
15.0,16.18,3
16.0,16.20,3
17.0,16.28,3
18.0,16.43,3
19.0,16.71,3
20.0,17.26,3
21.0,17.88,3
22.0,18.88,3
23.0,19.17,3
24.0,19.67,3
25.0,20.37,3
26.0,21.03,3
27.0,21.74,3
28.0,22.33,3
29.0,22.84,3
30.0,22.93,3
31.0,22.92,3
32.0,23.14,3
33.0,23.37,3
34.0,23.59,3
35.0,23.74,3
36.0,24.18,3
37.0,24.88,3
38.0,25.64,3
39.0,26.14,3
40.0,26.61,3
41.0,26.75,3
42.0,26.96,3
43.0,27.15,3
44.0,27.24,3
45.0,27.32,3
46.0,27.35,3
47.0,27.52,3
48.0,27.73,3
49.0,28.09,3
50.0,28.57,3
51.0,28.59,3
52.0,28.59,3
53.0,28.72,3
54.0,28.73,3
55.0,28.75,3
56.0,28.91,3
57.0,29.32,3
58.0,30.76,3
59.0,31.47,3
60.0,31.75,3
61.0,31.79,3
62.0,31.77,3
63.0,31.86,3
64.0,31.88,3
65.0,31.92,3
66.0,31.92,3
67.0,31.94,3
68.0,31.96,3
69.0,31.96,3
70.0,31.96,3
71.0,31.96,3
72.0,31.96,3
73.0,31.96,3
74.0,31.96,3
75.0,31.97,3
76.0,31.99,3
77.0,32.00,3
78.0,32.05,3
79.0,32.09,3
80.0,32.11,3
81.0,32.11,3
82.0,32.11,3
83.0,32.29,3
84.0,32.30,3
85.0,32.31,3
86.0,32.31,3
87.0,32.31,3
88.0,32.31,3
89.0,32.38,3
90.0,32.55,3
91.0,32.72,3
92.0,33.20,3
93.0,34.24,3
94.0,35.34,3
95.0,35.98,3
96.0,35.98,3
97.0,35.98,3
98.0,35.98,3
99.0,36.14,3
100.0,36.23,3
101.0,36.42,3
102.0,36.73,3
103.0,37.16,3
104.0,37.43,3
105.0,37.47,3
106.0,37.69,3
107.0,38.05,3
108.0,38.30,3
109.0,38.69,3
110.0,38.71,3
111.0,38.73,3
112.0,39.14,3
113.0,39.38,3
114.0,39.54,3
115.0,39.54,3
116.0,39.96,3
117.0,40.77,3
118.0,41.36,3
119.0,41.69,3
120.0,41.95,3
