Time(s),Coverage(%),Number of running robots
1.0,0.00,2
2.0,0.00,2
3.0,0.00,2
4.0,11.05,2
5.0,12.11,2
6.0,12.46,2
7.0,12.79,2
8.0,12.79,2
9.0,13.28,2
10.0,13.53,2
11.0,13.68,2
12.0,13.81,2
13.0,13.91,2
14.0,14.11,2
15.0,14.24,2
16.0,14.30,2
17.0,14.42,2
18.0,14.60,2
19.0,14.77,2
20.0,14.77,2
21.0,14.86,2
22.0,14.92,2
23.0,14.96,2
24.0,15.07,2
25.0,15.14,2
26.0,15.20,2
27.0,15.25,2
28.0,15.30,2
29.0,15.37,2
30.0,15.45,2
31.0,15.52,2
32.0,15.63,2
33.0,15.65,2
34.0,15.77,2
35.0,15.81,2
36.0,15.82,2
37.0,15.97,2
38.0,16.05,2
39.0,16.18,2
40.0,16.30,2
41.0,16.44,2
42.0,16.59,2
43.0,16.80,2
44.0,16.99,2
45.0,17.09,2
46.0,17.25,2
47.0,17.38,2
48.0,17.61,2
49.0,17.81,2
50.0,17.94,2
51.0,18.13,2
52.0,18.25,2
53.0,18.37,2
54.0,18.52,2
55.0,18.57,2
56.0,18.67,2
57.0,18.71,2
58.0,18.82,2
59.0,18.93,2
60.0,19.06,2
61.0,19.17,2
62.0,19.29,2
63.0,19.39,2
64.0,19.48,2
65.0,19.60,2
66.0,19.65,2
67.0,19.73,2
68.0,19.83,2
69.0,19.86,2
70.0,19.95,2
71.0,20.01,2
72.0,20.04,2
73.0,20.09,2
74.0,20.12,2
75.0,20.18,2
76.0,20.20,2
77.0,20.24,2
78.0,20.26,2
79.0,20.26,2
80.0,20.32,2
81.0,20.41,2
82.0,20.44,2
83.0,20.45,2
84.0,20.46,2
85.0,20.47,2
86.0,20.51,2
87.0,20.53,2
88.0,20.55,2
89.0,20.62,2
90.0,20.70,2
91.0,20.82,2
92.0,20.98,2
93.0,20.98,2
94.0,21.02,2
95.0,21.30,2
96.0,21.70,2
97.0,21.87,2
98.0,22.23,2
99.0,22.50,2
100.0,22.68,2
101.0,22.68,2
102.0,22.86,2
103.0,22.96,2
104.0,23.12,2
105.0,23.30,2
106.0,23.30,2
107.0,23.41,2
108.0,23.41,2
109.0,23.43,2
110.0,23.47,2
111.0,23.47,2
112.0,23.51,2
113.0,23.54,2
114.0,23.57,2
115.0,23.59,2
116.0,23.64,2
117.0,23.73,2
118.0,23.77,2
119.0,23.78,2
120.0,23.79,2
