Time(s),Coverage(%),Number of running robots
1747900131.2,0.00,13
1747900132.2,0.00,13
1747900133.2,20.79,13
1747900134.2,23.79,13
1747900135.2,24.77,13
1747900136.2,25.27,13
1747900137.2,25.81,13
1747900138.3,26.05,13
1747900139.3,26.96,13
1747900140.3,28.61,13
1747900141.3,29.50,13
1747900142.3,30.07,13
1747900143.3,30.36,13
1747900144.4,30.80,13
1747900145.4,31.05,13
1747900146.4,31.22,13
1747900147.4,31.47,13
1747900148.4,31.47,13
1747900149.4,31.67,13
1747900150.5,31.73,13
1747900151.5,31.73,13
1747900152.5,31.80,13
1747900153.5,31.89,13
1747900154.6,31.92,13
1747900155.6,31.95,13
1747900156.6,32.02,13
1747900157.6,32.09,13
1747900158.6,32.25,13
1747900159.6,32.34,13
1747900160.6,32.37,13
1747900161.7,32.43,13
1747900162.7,32.59,13
1747900163.7,32.73,13
1747900164.7,33.00,13
1747900165.7,33.06,13
1747900166.7,33.26,13
1747900167.7,33.38,13
1747900168.7,33.61,13
1747900169.8,33.77,13
1747900170.8,33.91,13
1747900171.8,34.12,13
1747900172.8,34.27,13
1747900173.8,34.56,13
1747900174.9,34.66,13
1747900175.9,34.83,13
1747900176.9,34.89,13
1747900177.9,34.99,13
1747900178.9,35.09,13
1747900179.9,35.20,13
1747900180.9,35.29,13
1747900181.9,35.44,13
1747900182.9,35.46,13
1747900183.9,35.60,13
1747900185.0,35.75,13
1747900186.0,35.83,13
1747900187.0,35.84,13
1747900188.0,35.94,13
1747900189.0,35.99,13
1747900190.0,36.10,13
1747900191.0,36.20,13
1747900192.1,36.30,13
1747900193.1,36.37,13
1747900194.1,36.43,13
1747900195.1,36.53,13
1747900196.1,36.62,13
1747900197.1,36.66,13
1747900198.1,36.82,13
1747900199.1,36.79,13
1747900200.2,36.84,13
1747900201.2,36.95,13
1747900202.2,37.06,13
1747900203.2,37.34,13
1747900204.2,37.53,13
1747900205.2,37.94,13
1747900206.3,38.38,13
1747900207.3,38.56,13
1747900208.3,38.62,13
1747900209.3,38.85,13
1747900210.3,39.30,13
1747900211.3,39.58,13
1747900212.4,39.92,13
1747900213.4,40.22,13
1747900214.4,40.65,13
1747900215.4,40.98,13
1747900216.4,41.40,13
1747900217.4,41.76,13
1747900218.4,42.54,13
1747900219.4,42.86,13
1747900220.4,43.25,13
1747900221.5,43.71,13
1747900222.5,44.69,13
1747900223.5,44.69,13
1747900224.5,45.62,13
1747900225.5,45.62,13
1747900226.5,46.43,13
1747900227.5,46.97,13
1747900228.5,47.38,13
1747900229.5,47.99,13
1747900230.5,48.62,13
1747900231.5,49.36,13
1747900232.6,50.09,13
1747900233.6,50.89,13
1747900234.6,51.61,13
1747900235.6,52.46,13
1747900236.6,53.05,13
1747900237.6,53.73,13
1747900238.6,54.33,13
1747900239.7,55.00,13
1747900240.7,55.53,13
1747900241.7,56.04,13
1747900242.7,56.51,13
1747900243.7,56.84,13
1747900244.7,57.10,13
1747900245.8,57.52,13
1747900246.8,57.77,13
1747900247.8,58.18,13
1747900248.8,58.48,13
1747900249.8,58.77,13
1747900250.8,59.05,13
1747900251.9,59.44,13
1747900252.9,59.66,13
1747900253.9,59.89,13
1747900254.9,60.17,13
1747900255.9,60.32,13
1747900256.9,60.47,13
1747900257.9,60.64,13
1747900259.0,60.86,13
1747900260.0,61.09,13
1747900261.0,61.12,13
1747900262.0,61.31,13
1747900263.0,61.47,13
1747900264.0,61.74,13
1747900265.0,61.92,13
1747900266.0,62.10,13
