SwarmSize,MeanMse,MedianMse,StdDevMse,MinMse,MaxMse,CountMse,MeanSsim,MedianSsim,StdDevSsim,MinSsim,MaxSsim,CountSsim,MeanAccuracy,MedianAccuracy,StdDevAccuracy,MinAccuracy,MaxAccuracy,CountAccuracy,MeanPrecision,MedianPrecision,StdDevPrecision,MinPrecision,MaxPrecision,CountPrecision,MeanRecall,MedianRecall,StdDevRecall,MinRecall,MaxRecall,CountRecall,MeanF1_score,MedianF1_score,StdDevF1_score,MinF1_score,MaxF1_score,CountF1_score,MeanIou,MedianIou,StdDevIou,MinIou,MaxIou,CountIou
1,0.22830999999999996,0.2288,0.005222154727696222,0.2162,0.2365,10,0.16683,0.19724999999999998,0.06464455197462506,0.0387,0.2143,10,0.82431,0.82185,0.008147815658199452,0.8148,0.8375,10,0.17861,0.15739999999999998,0.0663240898919842,0.0985,0.275,10,0.0412,0.0416,0.010666958329345812,0.0274,0.0618,10,0.06655,0.06825,0.017917379830767667,0.0429,0.099,10,0.03449999999999999,0.03535,0.00962049894755984,0.0219,0.0521,10
2,0.17873,0.18225,0.02097370019810524,0.1492,0.206,10,0.31698,0.3295,0.0497136761867396,0.2487,0.391,10,0.84526,0.8430500000000001,0.01322521833468165,0.8297,0.8632,10,0.45641,0.43945,0.14494965643284566,0.2758,0.6332,10,0.1394,0.1315,0.05254388641887845,0.076,0.2282,10,0.21308000000000002,0.20224999999999999,0.0764348977889027,0.1199,0.3355,10,0.12132000000000001,0.11265,0.04867902628442767,0.0638,0.2015,10
3,0.18661,0.1827,0.02748473940207547,0.1407,0.2254,10,0.31440000000000007,0.3117,0.05849500833404506,0.2385,0.4233,10,0.8402999999999998,0.84345,0.02556110326257456,0.7952,0.8808,10,0.43477,0.45365,0.23149651422861642,0.0713,0.8075,10,0.16234,0.1683,0.07973216665813114,0.0294,0.2786,10,0.23595000000000002,0.24555,0.11782990494776781,0.0416,0.4143,10,0.13876000000000002,0.1399,0.07556471663415407,0.0213,0.2612,10
5,0.19261,0.203,0.0370715915493252,0.1368,0.2443,10,0.30895,0.2982,0.09144820665272775,0.1883,0.434,10,0.83185,0.8227500000000001,0.027880826745274246,0.7973,0.8737,10,0.38032999999999995,0.31755,0.20389669467649543,0.1428,0.6855,10,0.17492000000000002,0.16654999999999998,0.09308988989143772,0.0679,0.3326,10,0.23884000000000002,0.2195,0.12667597404401515,0.092,0.4425,10,0.14175,0.12325,0.0854189820824388,0.0482,0.2841,10
8,0.17750000000000002,0.18875,0.04302864162392302,0.0822,0.2333,10,0.38425000000000004,0.33830000000000005,0.13975420745008,0.224,0.7152,10,0.82874,0.8264,0.021361001849164275,0.8011,0.8683,10,0.37119,0.36970000000000003,0.1283773769010724,0.1945,0.6025,10,0.1951,0.18175000000000002,0.08046232658828602,0.1001,0.3804,10,0.25477000000000005,0.2493,0.09747964967109803,0.1322,0.4663,10,0.14976,0.1424,0.06797123215007948,0.0708,0.3041,10
13,0.17477000000000004,0.1731,0.03577314775079207,0.1151,0.2432,10,0.36140999999999995,0.33385,0.11530885005063575,0.2322,0.6123,10,0.8433699999999998,0.8492999999999999,0.027940903707646954,0.7833,0.8732,10,0.47054999999999997,0.49470000000000003,0.16228084452577882,0.1296,0.6544,10,0.25919000000000003,0.2676,0.09576260700294242,0.0757,0.39,10,0.33287,0.3451,0.11758551824098068,0.0956,0.4809,10,0.20545999999999998,0.20929999999999999,0.08249333548838961,0.0502,0.3165,10
21,0.24899,0.25070000000000003,0.0033200753003508874,0.2433,0.2524,10,0.09422,0.097,0.00927445955298744,0.0758,0.105,10,0.79118,0.7913,0.004519690254873662,0.7839,0.8002,10,0.1384,0.1323,0.021311874624255843,0.1115,0.1789,10,0.07262,0.06885,0.010581757887988177,0.0608,0.0894,10,0.09522,0.0907,0.014053241618929064,0.0793,0.1192,10,0.050050000000000004,0.0475,0.00777949227135036,0.0413,0.0634,10
