MeanMse,MedianMse,StdDevMse,MinMse,MaxMse,CountMse,MeanSsim,MedianSsim,StdDevSsim,MinSsim,MaxSsim,CountSsim,MeanAccuracy,MedianAccuracy,StdDevAccuracy,MinAccuracy,MaxAccuracy,CountAccuracy,MeanPrecision,MedianPrecision,StdDevPrecision,MinPrecision,MaxPrecision,CountPrecision,MeanRecall,MedianRecall,StdDevRecall,MinRecall,MaxRecall,CountRecall,MeanF1_score,MedianF1_score,StdDevF1_score,MinF1_score,MaxF1_score,CountF1_score,MeanIou,MedianIou,StdDevIou,MinIou,MaxIou,CountIou,TotalSamples,SwarmSizes,NumRuns
0.12596666666666667,0.1172,0.03716934220564039,0.0687,0.1976,9,0.6136777777777778,0.6407,0.10694220430554251,0.3881,0.7598,9,0.841011111111111,0.8385,0.02306109973500082,0.8065,0.8858,9,0.4645333333333333,0.4543,0.10601018818962638,0.3049,0.6726,9,0.34673333333333334,0.3544,0.08239847625344104,0.2183,0.4772,9,0.39684444444444444,0.3946,0.09221167811208575,0.2544,0.5583,9,0.25172222222222224,0.2458,0.072829691408225,0.1458,0.3872,9,63,"[5, 8, 13]",3
