Time(s),Coverage(%),Number of running robots
1.0,0.00,8
2.0,0.00,8
3.0,0.00,8
4.0,13.87,8
5.0,17.96,8
6.0,18.83,8
7.0,19.10,8
8.0,19.34,8
9.0,19.54,8
10.0,19.68,8
11.0,19.81,8
12.0,19.92,8
13.0,20.08,8
14.0,20.30,8
15.0,20.47,8
16.0,20.66,8
17.0,20.77,8
18.0,20.84,8
19.0,20.92,8
20.0,21.06,8
21.0,21.13,8
22.0,21.19,8
23.0,21.23,8
24.0,21.38,8
25.0,21.51,8
26.0,21.62,8
27.0,21.70,8
28.0,21.83,8
29.0,21.88,8
30.0,21.88,8
31.0,21.95,8
32.0,22.13,8
33.0,22.25,8
34.0,22.37,8
35.0,22.53,8
36.0,22.68,8
37.0,22.91,8
38.0,23.23,8
39.0,23.53,8
40.0,23.79,8
41.0,23.97,8
42.0,24.09,8
43.0,24.09,8
44.0,24.40,8
45.0,24.46,8
46.0,24.46,8
47.0,24.78,8
48.0,24.89,8
49.0,25.02,8
50.0,25.16,8
51.0,25.24,8
52.0,25.41,8
53.0,25.57,8
54.0,25.79,8
55.0,25.94,8
56.0,26.09,8
57.0,26.22,8
58.0,26.31,8
59.0,26.51,8
60.0,27.32,8
61.0,28.43,8
62.0,28.43,8
63.0,30.04,8
64.0,30.48,8
65.0,30.84,8
66.0,31.19,8
67.0,31.53,8
68.0,31.80,8
69.0,32.09,8
70.0,32.21,8
71.0,32.39,8
72.0,32.55,8
73.0,32.81,8
74.0,32.81,8
75.0,33.19,8
76.0,33.19,8
77.0,33.57,8
78.0,33.66,8
79.0,33.80,8
80.0,33.91,8
81.0,34.06,8
82.0,34.14,8
83.0,34.37,8
84.0,34.55,8
85.0,34.79,8
86.0,35.17,8
87.0,35.37,8
88.0,35.37,8
89.0,35.95,8
90.0,36.31,8
91.0,36.57,8
92.0,36.90,8
93.0,37.36,8
94.0,37.54,8
95.0,37.72,8
96.0,37.81,8
97.0,38.04,8
98.0,38.15,8
99.0,38.15,8
100.0,38.46,8
101.0,38.67,8
102.0,38.67,8
103.0,38.76,8
104.0,39.04,8
105.0,39.38,8
106.0,39.82,8
107.0,40.11,8
108.0,40.60,8
109.0,40.89,8
110.0,40.89,8
111.0,41.74,8
112.0,41.74,8
113.0,42.07,8
114.0,42.34,8
115.0,42.54,8
116.0,42.89,8
117.0,42.99,8
118.0,43.40,8
119.0,43.49,8
120.0,44.26,8
