Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 18.30, 0.00, 3.46, 1834.32, 15695.66
1.54, 0.80, 0.00, 67.06, 1879.79, 15695.66
2.86, 8.40, 0.00, 67.06, 1891.18, 15695.66
4.17, 1.60, 0.00, 67.19, 1890.94, 15695.66
5.49, 0.80, 0.00, 67.19, 1888.73, 15695.66
8.41, 12.60, 39.90, 568.75, 2143.85, 15695.66
11.33, 4.20, 10.00, 568.88, 2168.50, 15695.66
14.26, 3.40, 0.00, 569.03, 2155.96, 15695.66
17.18, 4.20, 30.00, 569.15, 2137.72, 15695.66
20.12, 23.30, 29.90, 569.40, 2115.12, 15695.66
23.04, 3.40, 10.00, 569.40, 2100.98, 15695.66
25.97, 13.30, 10.00, 569.53, 2083.08, 15695.66
28.90, 11.70, 40.00, 569.53, 2076.77, 15695.66
31.82, 5.00, 20.00, 569.53, 2075.88, 15695.66
34.75, 26.90, 39.90, 569.53, 2078.51, 15695.66
37.68, 5.00, 20.00, 569.53, 2080.01, 15695.66
40.60, 14.40, 19.90, 569.53, 2082.35, 15695.66
43.53, 27.30, 39.90, 569.65, 2086.36, 15695.66
46.45, 4.20, 59.90, 569.65, 2087.62, 15695.66
49.38, 23.50, 20.00, 569.78, 2089.48, 15695.66
52.31, 18.30, 30.00, 569.90, 2086.96, 15695.66
55.24, 10.00, 10.00, 570.03, 2084.59, 15695.66
58.17, 23.70, 39.90, 570.03, 2085.64, 15695.66
61.10, 17.40, 20.00, 570.03, 2087.06, 15695.66
64.02, 19.80, 30.00, 570.15, 2087.12, 15695.66
66.94, 19.30, 10.00, 570.15, 2087.67, 15695.66
69.87, 7.60, 40.00, 570.15, 2088.61, 15695.66
72.79, 20.80, 0.00, 570.28, 2086.38, 15695.66
75.71, 21.20, 20.00, 570.28, 2076.48, 15695.66
78.64, 9.20, 20.00, 570.28, 2073.39, 15695.66
81.58, 22.50, 10.00, 570.40, 2081.02, 15695.66
84.51, 16.70, 10.00, 570.40, 2081.03, 15695.66
87.43, 12.60, 29.90, 570.53, 2080.02, 15695.66
90.36, 22.50, 49.90, 570.90, 2081.61, 15695.66
93.29, 5.00, 30.00, 570.90, 2083.09, 15695.66
96.22, 14.50, 30.00, 570.90, 2086.73, 15695.66
99.15, 18.30, 30.00, 570.90, 2085.85, 15695.66
102.08, 6.60, 60.00, 570.90, 2087.81, 15695.66
105.02, 26.20, 40.00, 571.03, 2089.87, 15695.66
107.95, 22.50, 20.00, 571.03, 2088.04, 15695.66
110.87, 15.10, 40.00, 571.03, 2088.77, 15695.66
113.80, 16.20, 20.00, 571.03, 2092.48, 15695.66
116.73, 11.80, 59.90, 571.03, 2093.96, 15695.66
119.65, 15.70, 40.00, 571.03, 2092.27, 15695.66
122.57, 22.30, 40.00, 571.03, 2093.07, 15695.66
