Time(s),Coverage(%),Number of running robots
1747745881.9,0.00,13
1747745882.9,15.58,13
1747745883.9,15.58,13
1747745884.9,15.58,13
1747745885.9,15.58,13
1747745886.9,15.58,13
1747745887.9,15.58,13
1747745888.9,15.58,13
1747745889.9,15.58,13
1747745891.2,15.58,13
1747745892.2,15.58,13
1747745893.2,15.58,13
1747745894.2,15.58,13
1747745895.3,15.58,13
1747745896.3,15.83,13
1747745897.3,17.98,13
1747745898.3,20.86,13
1747745899.3,22.04,13
1747745900.3,23.06,13
1747745901.3,23.54,13
1747745902.4,23.71,13
1747745903.4,24.20,13
1747745904.4,25.00,13
1747745905.4,25.52,13
1747745906.4,26.31,13
1747745907.5,26.67,13
1747745908.5,26.79,13
1747745909.5,26.97,13
1747745910.5,27.32,13
1747745911.5,27.62,13
1747745912.6,27.71,13
1747745913.6,28.07,13
1747745914.6,28.59,13
1747745915.6,29.49,13
1747745916.6,30.48,13
1747745917.6,30.97,13
1747745918.7,31.37,13
1747745919.7,31.63,13
1747745920.7,31.92,13
1747745921.7,32.24,13
1747745922.7,32.70,13
1747745923.8,33.61,13
1747745924.8,35.18,13
1747745925.8,36.38,13
1747745926.8,37.76,13
1747745927.8,38.27,13
1747745928.9,38.76,13
1747745929.9,39.56,13
1747745930.9,40.05,13
1747745931.9,40.59,13
1747745933.0,40.90,13
1747745934.0,41.14,13
1747745935.0,41.31,13
1747745936.0,41.71,13
1747745937.0,41.91,13
1747745938.0,42.45,13
1747745939.1,42.45,13
1747745940.1,42.84,13
1747745941.1,43.75,12
1747745942.1,44.24,12
1747745943.2,44.31,12
1747745944.2,44.31,12
1747745945.2,45.66,12
1747745946.2,47.10,12
1747745947.2,48.52,12
1747745948.2,48.52,12
1747745949.3,49.62,12
1747745950.3,50.30,12
1747745951.3,50.95,12
1747745952.3,51.25,12
1747745953.3,51.73,12
1747745954.3,51.94,12
1747745955.4,52.63,12
1747745956.4,52.89,12
1747745957.4,53.30,12
1747745958.4,54.12,12
1747745959.4,54.75,11
1747745960.4,55.16,11
1747745961.4,55.64,11
1747745962.4,55.86,11
1747745963.4,56.21,11
1747745964.5,56.68,11
1747745965.5,56.95,11
1747745966.5,57.34,11
1747745967.5,57.66,11
1747745968.6,57.98,11
1747745969.6,58.29,11
1747745970.6,58.29,11
1747745971.6,58.96,11
1747745972.6,59.20,11
1747745973.7,59.93,11
1747745974.7,60.63,11
1747745975.7,61.83,11
1747745976.8,61.88,11
1747745977.8,62.18,11
1747745978.8,63.17,11
1747745979.8,63.29,11
1747745980.8,63.94,11
1747745981.8,64.05,11
1747745982.9,64.75,11
1747745983.9,64.92,11
1747745984.9,65.58,11
1747745985.9,65.79,11
1747745987.0,66.25,11
1747745988.0,66.44,11
1747745989.0,66.83,11
1747745990.0,67.01,11
1747745991.0,67.49,11
1747745992.1,67.67,11
1747745993.1,67.81,11
1747745994.1,69.05,11
1747745995.1,69.05,11
1747745996.1,70.55,11
1747745997.1,71.89,11
1747745998.2,71.89,10
1747745999.2,71.89,10
1747746000.2,72.82,10
1747746001.2,73.95,10
1747746002.3,74.02,10
1747746003.3,74.02,10
1747746004.3,75.13,10
1747746005.3,75.19,10
1747746006.3,75.19,10
1747746007.3,75.56,10
1747746008.4,75.65,10
1747746009.4,75.73,10
1747746010.5,75.83,10
1747746011.5,76.00,10
1747746012.5,76.23,10
1747746013.5,76.62,10
1747746014.5,76.82,10
1747746015.6,77.54,10
1747746016.6,77.91,10
1747746017.6,78.03,10
1747746018.6,78.27,10
1747746019.7,78.50,10
1747746020.7,78.89,10
1747746021.7,79.42,10
1747746022.7,80.10,10
1747746023.7,80.70,10
1747746024.8,81.00,10
1747746025.8,81.83,10
1747746026.8,83.09,8
1747746027.8,84.31,8
1747746028.9,85.10,8
1747746029.9,85.56,8
1747746030.9,86.26,8
1747746031.9,86.62,8
1747746032.9,87.04,8
1747746033.9,87.40,8
1747746034.9,88.32,8
1747746035.9,88.88,8
1747746037.0,89.62,8
1747746038.0,90.12,8
1747746039.0,90.33,8
1747746040.0,90.88,8
1747746041.0,90.88,8
1747746042.0,91.55,8
1747746043.0,92.00,8
1747746044.0,92.00,8
1747746045.0,92.44,8
1747746046.0,92.44,8
1747746047.1,92.45,8
1747746048.1,93.10,8
1747746049.1,93.33,8
1747746050.1,93.41,8
1747746051.1,93.54,8
1747746052.1,93.56,8
1747746053.1,93.58,8
1747746054.2,93.63,8
1747746055.2,93.75,8
1747746056.2,93.88,8
1747746057.2,93.97,8
1747746058.2,94.10,8
1747746059.3,94.23,8
1747746060.3,94.29,8
1747746061.3,94.41,8
1747746062.3,94.48,8
1747746063.4,94.62,8
1747746064.4,95.03,8
1747746065.4,95.60,8
1747746066.4,95.94,8
