Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 17.60, 0.00, 3.55, 1738.56, 15695.66
1.94, 9.20, 30.00, 228.75, 1941.98, 15695.66
3.66, 10.00, 20.00, 228.75, 1990.71, 15695.66
5.38, 5.00, 20.00, 228.75, 1965.54, 15695.66
7.10, 13.40, 0.00, 252.13, 2014.42, 15695.66
8.82, 1.70, 10.00, 252.26, 2056.86, 15695.66
10.54, 2.50, 10.00, 252.26, 2040.32, 15695.66
12.26, 5.00, 10.00, 265.48, 2034.56, 15695.66
13.98, 10.10, 20.00, 272.22, 2042.77, 15695.66
15.71, 5.10, 20.00, 272.34, 2027.39, 15695.66
17.43, 5.10, 10.00, 272.63, 2035.26, 15695.66
19.15, 3.40, 20.00, 272.63, 2021.39, 15695.66
20.87, 6.00, 10.00, 272.63, 2014.08, 15695.66
22.59, 2.60, 20.00, 272.63, 2015.86, 15695.66
24.31, 5.90, 0.00, 272.63, 2004.78, 15695.66
26.03, 5.10, 0.00, 272.63, 2009.70, 15695.66
27.75, 5.90, 10.00, 272.75, 2001.89, 15695.66
29.47, 5.10, 0.00, 272.75, 1985.15, 15695.66
31.20, 5.10, 0.00, 272.75, 1985.71, 15695.66
32.92, 5.90, 10.00, 272.75, 1981.77, 15695.66
34.64, 5.10, 10.00, 272.88, 1982.91, 15695.66
36.36, 4.20, 10.00, 273.00, 1980.35, 15695.66
38.08, 4.20, 10.00, 273.00, 1978.22, 15695.66
39.80, 5.10, 20.00, 273.13, 1981.63, 15695.66
41.52, 4.20, 20.00, 273.13, 1982.79, 15695.66
43.24, 5.90, 10.00, 273.13, 1982.29, 15695.66
44.96, 5.90, 19.90, 273.25, 1972.96, 15695.66
46.68, 4.20, 0.00, 273.25, 1978.57, 15695.66
48.40, 5.00, 0.00, 273.25, 1976.33, 15695.66
50.12, 4.30, 0.00, 273.25, 1981.95, 15695.66
51.84, 6.00, 20.00, 273.25, 1984.32, 15695.66
53.56, 5.10, 0.00, 273.25, 1994.46, 15695.66
55.27, 5.10, 10.00, 273.38, 1988.68, 15695.66
57.00, 4.20, 10.00, 273.38, 1975.08, 15695.66
58.72, 6.70, 20.00, 273.38, 1975.52, 15695.66
60.44, 4.20, 0.00, 273.50, 1980.91, 15695.66
62.17, 5.90, 10.00, 273.50, 1978.15, 15695.66
63.89, 5.90, 0.00, 273.50, 1982.00, 15695.66
65.61, 5.80, 30.00, 273.50, 1978.68, 15695.66
67.33, 5.80, 10.00, 273.63, 1978.89, 15695.66
69.05, 8.50, 20.00, 273.75, 1983.83, 15695.66
70.78, 5.10, 10.00, 273.75, 1985.20, 15695.66
72.50, 6.70, 10.00, 273.75, 1987.20, 15695.66
74.22, 6.00, 10.00, 273.88, 1990.76, 15695.66
75.95, 5.90, 0.00, 273.88, 1989.88, 15695.66
77.67, 7.50, 0.00, 274.00, 1990.28, 15695.66
79.39, 3.40, 10.00, 274.13, 1985.34, 15695.66
81.11, 4.20, 30.00, 274.13, 1980.32, 15695.66
82.83, 4.30, 10.00, 274.13, 1979.68, 15695.66
84.55, 5.00, 20.00, 274.13, 1984.30, 15695.66
86.27, 5.00, 10.00, 274.38, 1984.53, 15695.66
87.99, 4.20, 20.00, 274.38, 1983.02, 15695.66
89.71, 9.20, 10.00, 274.38, 1988.46, 15695.66
91.43, 5.10, 10.00, 274.50, 1982.90, 15695.66
93.15, 4.30, 20.00, 274.50, 1979.76, 15695.66
94.87, 9.50, 20.00, 274.50, 1978.93, 15695.66
96.59, 5.10, 10.00, 273.75, 1983.41, 15695.66
98.31, 5.10, 0.00, 273.11, 1982.79, 15695.66
100.03, 9.20, 10.00, 273.11, 1981.28, 15695.66
101.75, 7.60, 0.00, 273.11, 1980.33, 15695.66
103.47, 4.30, 10.00, 273.11, 1980.17, 15695.66
105.19, 5.00, 10.00, 273.36, 1985.82, 15695.66
106.91, 5.10, 10.00, 273.36, 1983.76, 15695.66
108.63, 6.00, 0.00, 273.36, 1982.48, 15695.66
110.35, 5.10, 0.00, 273.61, 1983.32, 15695.66
112.07, 5.00, 20.00, 273.61, 1992.68, 15695.66
113.80, 5.90, 0.00, 273.98, 1993.82, 15695.66
115.52, 6.00, 10.00, 274.23, 1983.53, 15695.66
117.24, 4.20, 0.00, 274.23, 1979.95, 15695.66
118.96, 5.10, 20.00, 274.23, 1977.02, 15695.66
120.68, 4.30, 0.00, 274.48, 1982.48, 15695.66
122.40, 7.60, 10.00, 274.61, 1983.90, 15695.66
124.12, 5.10, 0.00, 274.61, 1992.01, 15695.66
125.84, 7.60, 10.00, 274.73, 1991.37, 15695.66
127.56, 5.90, 10.00, 275.11, 1995.73, 15695.66
