Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 23.30, 0.00, 3.48, 1956.16, 15695.66
3.19, 72.50, 89.90, 788.89, 2254.97, 15695.66
6.12, 13.30, 50.00, 790.64, 2529.09, 15695.66
9.04, 4.20, 40.00, 819.87, 2544.73, 15695.66
11.97, 4.20, 50.00, 820.37, 2588.03, 15695.66
15.02, 100.00, 139.70, 944.59, 2715.05, 15695.66
17.96, 23.50, 49.80, 978.25, 2951.88, 15695.66
20.91, 25.60, 30.00, 980.00, 2961.94, 15695.66
23.83, 25.60, 40.00, 980.38, 2978.15, 15695.66
26.78, 26.70, 59.90, 981.25, 2983.11, 15695.66
29.71, 45.70, 60.00, 981.55, 2984.84, 15695.66
32.67, 28.40, 60.00, 981.92, 2979.05, 15695.66
35.62, 31.60, 40.00, 982.17, 2975.66, 15695.66
38.55, 31.40, 40.00, 982.30, 2969.49, 15695.66
41.49, 29.90, 40.00, 983.20, 2975.02, 15695.66
44.44, 48.80, 50.00, 983.45, 2975.06, 15695.66
47.38, 43.20, 50.00, 984.08, 2986.21, 15695.66
50.32, 35.00, 50.00, 985.00, 2987.83, 15695.66
53.26, 46.60, 70.00, 986.12, 2995.31, 15695.66
56.18, 39.00, 50.00, 986.87, 2992.84, 15695.66
59.13, 50.00, 50.00, 987.91, 3006.55, 15695.66
62.07, 35.30, 59.90, 988.53, 3006.91, 15695.66
65.02, 44.10, 49.90, 988.91, 3003.84, 15695.66
67.97, 43.60, 79.90, 989.19, 3019.50, 15695.66
70.92, 44.00, 39.90, 989.09, 3022.02, 15695.66
73.87, 46.10, 40.00, 985.64, 3022.54, 15695.66
76.81, 46.20, 40.00, 984.07, 3021.14, 15695.66
79.76, 45.40, 40.00, 984.20, 3023.75, 15695.66
82.70, 49.60, 20.00, 984.45, 3025.91, 15695.66
85.67, 47.10, 59.80, 985.07, 3029.07, 15695.66
88.63, 48.70, 70.00, 985.57, 3032.41, 15695.66
91.58, 48.30, 40.00, 986.07, 3034.81, 15695.66
94.54, 42.10, 40.00, 987.20, 3038.31, 15695.66
97.49, 50.00, 50.00, 987.45, 3041.43, 15695.66
100.44, 45.80, 90.00, 988.07, 3044.63, 15695.66
103.39, 45.30, 59.80, 988.57, 3041.93, 15695.66
106.35, 48.30, 69.80, 989.45, 3046.30, 15695.66
109.30, 47.90, 69.70, 990.20, 3048.69, 15695.66
112.24, 46.60, 69.90, 990.70, 3050.58, 15695.66
115.21, 44.40, 70.00, 991.20, 3053.57, 15695.66
118.17, 45.80, 49.90, 992.07, 3056.23, 15695.66
121.11, 45.80, 40.00, 992.57, 3060.40, 15695.66
124.04, 43.60, 70.00, 993.07, 3064.26, 15695.66
126.99, 49.20, 40.00, 993.20, 3065.47, 15695.66
