Time(s),Coverage(%),Number of running robots
1.0,0.00,8
2.0,0.00,8
3.0,0.00,8
4.0,13.75,8
5.0,17.34,8
6.0,18.81,8
7.0,19.14,8
8.0,19.50,8
9.0,19.68,8
10.0,19.92,8
11.0,20.11,8
12.0,20.28,8
13.0,20.47,8
14.0,20.71,8
15.0,20.89,8
16.0,21.03,8
17.0,21.12,8
18.0,21.20,8
19.0,21.27,8
20.0,21.41,8
21.0,21.63,8
22.0,21.73,8
23.0,21.82,8
24.0,21.93,8
25.0,21.93,8
26.0,22.14,8
27.0,22.22,8
28.0,22.35,8
29.0,22.48,8
30.0,22.51,8
31.0,22.55,8
32.0,22.67,8
33.0,22.78,8
34.0,22.84,8
35.0,22.95,8
36.0,23.18,8
37.0,23.27,8
38.0,23.52,8
39.0,23.71,8
40.0,23.94,8
41.0,24.14,8
42.0,24.38,8
43.0,24.62,8
44.0,24.79,8
45.0,24.97,8
46.0,25.09,8
47.0,25.26,8
48.0,25.26,8
49.0,25.64,8
50.0,25.78,8
51.0,26.00,8
52.0,26.12,8
53.0,26.24,8
54.0,26.28,8
55.0,26.36,8
56.0,26.46,8
57.0,26.52,8
58.0,26.66,8
59.0,26.77,8
60.0,26.87,8
61.0,26.88,8
62.0,26.91,8
63.0,26.95,8
64.0,26.98,8
65.0,27.02,8
66.0,27.06,8
67.0,27.25,8
68.0,27.96,8
69.0,29.38,8
70.0,29.38,8
71.0,30.91,8
72.0,31.35,8
73.0,31.59,8
74.0,31.59,8
75.0,32.37,8
76.0,32.75,8
77.0,33.00,8
78.0,33.21,8
79.0,33.34,8
80.0,33.64,8
81.0,33.92,8
82.0,33.94,8
83.0,34.11,8
84.0,34.38,8
85.0,34.59,8
86.0,34.98,8
87.0,34.98,8
88.0,35.61,8
89.0,35.89,8
90.0,36.22,8
91.0,36.42,8
92.0,36.56,8
93.0,36.72,8
94.0,36.89,8
95.0,37.08,8
96.0,37.08,8
97.0,37.26,8
98.0,37.81,8
99.0,37.75,8
100.0,37.96,8
101.0,38.07,8
102.0,38.16,8
103.0,38.23,8
104.0,38.48,8
105.0,38.61,8
106.0,38.96,8
107.0,39.31,8
108.0,39.61,8
109.0,39.61,8
110.0,40.04,8
111.0,40.32,8
112.0,40.58,8
113.0,40.88,8
114.0,40.94,8
115.0,41.13,8
116.0,41.34,8
117.0,41.51,8
118.0,41.57,8
119.0,41.72,8
120.0,41.92,8
