Time(s),Coverage(%),Number of running robots
1.0,0.00,13
2.0,0.00,13
3.0,0.00,13
4.0,9.51,13
5.0,18.46,13
6.0,20.69,13
7.0,21.54,13
8.0,21.98,13
9.0,22.45,13
10.0,22.75,13
11.0,23.11,13
12.0,23.41,13
13.0,23.71,13
14.0,24.15,13
15.0,24.37,13
16.0,24.43,13
17.0,24.52,13
18.0,24.62,13
19.0,24.72,13
20.0,24.90,13
21.0,24.90,13
22.0,24.99,13
23.0,24.99,13
24.0,25.18,13
25.0,25.25,13
26.0,25.33,13
27.0,25.41,13
28.0,25.50,13
29.0,25.61,13
30.0,25.80,13
31.0,25.91,13
32.0,26.05,13
33.0,26.21,13
34.0,26.34,13
35.0,26.52,13
36.0,26.68,13
37.0,26.90,13
38.0,27.01,13
39.0,27.27,13
40.0,27.42,13
41.0,27.68,13
42.0,28.02,13
43.0,28.26,13
44.0,28.49,13
45.0,28.56,13
46.0,28.84,13
47.0,29.01,13
48.0,29.09,13
49.0,29.28,13
50.0,29.59,13
51.0,29.73,13
52.0,29.92,13
53.0,29.92,13
54.0,30.30,13
55.0,30.45,13
56.0,30.53,13
57.0,30.80,13
58.0,30.94,13
59.0,31.01,13
60.0,31.23,13
61.0,31.32,13
62.0,31.41,13
63.0,31.52,13
64.0,31.83,13
65.0,31.93,13
66.0,32.05,13
67.0,32.05,13
68.0,32.43,13
69.0,32.62,13
70.0,32.98,13
71.0,34.19,13
72.0,34.92,13
73.0,35.55,13
74.0,36.31,13
75.0,36.31,13
76.0,38.42,13
77.0,39.08,13
78.0,39.78,13
79.0,40.06,13
80.0,40.29,13
81.0,40.71,13
82.0,40.91,13
83.0,41.19,13
84.0,41.47,13
85.0,41.75,13
86.0,42.08,13
87.0,42.66,13
88.0,43.23,13
89.0,43.23,13
90.0,44.80,13
91.0,45.47,13
92.0,46.32,13
93.0,46.92,13
94.0,47.51,13
95.0,48.24,13
96.0,48.90,13
97.0,49.36,13
98.0,50.13,13
99.0,50.13,13
100.0,50.96,13
101.0,52.34,13
102.0,52.82,13
103.0,53.45,13
104.0,53.88,13
105.0,54.43,13
106.0,54.83,13
107.0,55.14,13
108.0,55.76,13
109.0,56.08,13
110.0,56.66,13
111.0,56.66,13
112.0,57.14,13
113.0,57.38,13
114.0,57.65,13
115.0,57.76,13
116.0,57.95,13
117.0,58.08,13
118.0,58.37,13
119.0,58.55,13
120.0,58.87,13
